clip_key,corpus,video_id,category,audio_only_ok,alignment_cosine,accessibility_gap,description_gain,P_AV_T,P_A_T,P_AD_T,vertices_ok,av_a_temporal_mismatch
external_ShSSAEfnyDs_000000_000010,external,ShSSAEfnyDs_000000_000010,Entertainment,True,0.9956274254172621,0.08229304085841571,-0.5905645985997512,5,5,19,True,False
external_Xdz1cxEjLYc_000007_000017,external,Xdz1cxEjLYc_000007_000017,Food & Cooking,True,0.9796780574890843,0.08644013184582944,-0.18165979263847076,10,11,25,True,True
external_Z5w-wkrjHuw_000345_000355,external,Z5w-wkrjHuw_000345_000355,Entertainment,True,0.9999999999983852,0.08805246984084747,-0.3962320615444055,11,11,24,True,False
external_ZcYB6tPK2Eo_000138_000148,external,ZcYB6tPK2Eo_000138_000148,How-to & Instructional,True,0.9770208526403565,0.25646987169948376,-0.12543279078259517,10,11,25,True,True
external__TKzyWZHjm8_000002_000012,external,_TKzyWZHjm8_000002_000012,Health & Wellness,True,0.0,0.1308002538681644,-0.684058235477668,11,11,30,True,False
external__oAKCHh_Av4_000003_000013,external,_oAKCHh_Av4_000003_000013,People & Vlogs,True,0.9751880787857375,0.19014348298258033,-0.00468318201012774,10,10,22,True,False
external_bgt29znHCzs_000343_000353,external,bgt29znHCzs_000343_000353,Sports,True,0.9867360693697121,0.13765484813168005,-0.3242362712273048,10,11,32,True,True
external_c_gQ9CSaZY4_000000_000010,external,c_gQ9CSaZY4_000000_000010,How-to & Instructional,True,0.0,0.21586985493136313,-0.17734835096821178,11,11,25,True,False
external_crjesEwF0Ks_000197_000207,external,crjesEwF0Ks_000197_000207,How-to & Instructional,True,0.9999999999983215,0.3233000293028674,-0.28558791281467105,10,11,22,True,True
external_d7_SY48r__8_000060_000070,external,d7_SY48r__8_000060_000070,How-to & Instructional,True,0.0,0.41756418063859524,-0.2832248487870783,10,11,17,True,True
external_dlBeUWrse3I_000019_000029,external,dlBeUWrse3I_000019_000029,How-to & Instructional,True,0.9755564175950455,0.1937591584360412,-0.07270852125401539,10,11,32,True,True
external_eb-ufaFcUas_000008_000018,external,eb-ufaFcUas_000008_000018,Entertainment,True,0.9958715294168635,0.055594638105383676,-0.45566396364880446,11,11,29,True,False
external_g8Idd47kGqo_000037_000047,external,g8Idd47kGqo_000037_000047,Entertainment,True,0.0,0.24311641316027965,-0.34407470295725096,11,11,22,True,False
external_gFBO3zrod9Y_000005_000015,external,gFBO3zrod9Y_000005_000015,People & Vlogs,True,0.9822662711684517,0.17114612043899524,-0.0243201889196617,10,11,24,True,True
external_h8wsO9A9v_c_000016_000026,external,h8wsO9A9v_c_000016_000026,People & Vlogs,True,0.0,0.05415916608269211,-0.4383317392303352,11,11,16,True,False
external_heWD9j45Emw_000225_000235,external,heWD9j45Emw_000225_000235,Music,True,0.9961179865402316,0.10306860522075945,-0.3961792324775565,10,11,30,True,True
external_iEAWgsSvJAE_000023_000033,external,iEAWgsSvJAE_000023_000033,Film & Animation,True,0.0,0.1313394420555405,-0.9228958502099776,11,11,24,True,False
external_iGmGQxox43I_000000_000010,external,iGmGQxox43I_000000_000010,How-to & Instructional,True,0.9885199242799947,0.07374964623506675,-0.02454270454573504,11,11,24,True,False
external_iZP6gjlr_nM_000113_000123,external,iZP6gjlr_nM_000113_000123,How-to & Instructional,True,0.998157530018204,0.23138371134517244,-0.4365709788667665,10,11,30,True,True
external_j4CKRgv3jUg_000000_000010,external,j4CKRgv3jUg_000000_000010,Entertainment,True,0.8776279495608017,0.19822803697395375,-0.08351883946100314,10,11,19,True,True
external_j6CgiNeWQwM_000842_000852,external,j6CgiNeWQwM_000842_000852,Food & Cooking,True,0.0,0.2593017481760773,-0.1559845824910958,10,11,24,True,True
external_jeweRSnAJeo_000050_000060,external,jeweRSnAJeo_000050_000060,Film & Animation,True,0.0,0.3140341851728842,-0.31579917844085925,11,11,18,True,False
external_lgJywzzdUC8_000000_000010,external,lgJywzzdUC8_000000_000010,Event,True,0.9881697079061769,0.2670980013596652,-0.37512101096802597,10,11,26,True,True
external_rGQ64NXktF8_000006_000016,external,rGQ64NXktF8_000006_000016,People & Vlogs,True,0.0,0.10773152569050348,-0.548347294843812,10,11,19,True,True
external_u-olDM7oGGM_000012_000022,external,u-olDM7oGGM_000012_000022,Health & Wellness,True,0.9724902192967442,0.12743765015316133,-0.216443639550018,10,11,23,True,True
external_v2Hr1CH-yb0_000076_000086,external,v2Hr1CH-yb0_000076_000086,How-to & Instructional,True,0.0,0.3238461558501835,-0.4462028787576112,10,11,31,True,True
external_wbOD_G3ttgU_000083_000093,external,wbOD_G3ttgU_000083_000093,How-to & Instructional,True,0.9982948219222976,0.09981857813019979,-0.26448797200646146,10,11,26,True,True
external_xW6hpK-DBMY_000080_000090,external,xW6hpK-DBMY_000080_000090,How-to & Instructional,True,0.9574822738439321,0.07645312735790255,-0.17719854386497513,11,11,22,True,False
external_yBO8rAMeqjc_000007_000017,external,yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",True,0.9999999999972835,0.21581907279355772,-0.4375882700531658,10,11,31,True,True
external_zTJ0Zbv1jBo_000045_000055,external,zTJ0Zbv1jBo_000045_000055,Health & Wellness,True,0.9314506543073892,0.15725142385544388,-0.053564317443915654,11,11,19,True,False
