clip_idx,duration_s,mean_need,max_need,need_entropy,high_need_windows,high_need_frac,high_need_seconds,high_need_seconds_frac,standard_windows,standard_seconds,extended_windows,extended_seconds,extended_seconds_frac,mean_speech_density,mean_standard_slot_score,mean_extended_need_score,tribe_pressure,video_id,category,tier0_cross_words,tier0_cross_text,tier1_vatex_short_words,tier1_vatex_short_text,tier2_vatex_long_words,tier2_vatex_long_text,tier3_va11y_words,tier3_va11y_text,pro_minus_short_words,pro_minus_long_words,clip_mean_norm_full_order,clip_mean_norm_tier3_margin,clip_mean_norm_tier3_vs_tier0,clip_mean_norm_tier2_vs_tier1,clip_mean_norm_spread,all4_mean_full_order,all4_mean_tier3_margin,all4_mean_tier3_vs_tier0,all4_mean_tier2_vs_tier1,all4_mean_spread,selected3_mean_full_order,selected3_mean_tier3_margin,selected3_mean_tier3_vs_tier0,selected3_mean_tier2_vs_tier1,selected3_mean_spread,strict_all4_80adqa_20clip_full_order,strict_all4_80adqa_20clip_tier3_margin,strict_all4_80adqa_20clip_tier3_vs_tier0,strict_all4_80adqa_20clip_tier2_vs_tier1,strict_all4_80adqa_20clip_spread,claude_vlm_completeness_norm_full_order,claude_vlm_completeness_norm_tier3_margin,claude_vlm_completeness_norm_tier3_vs_tier0,claude_vlm_completeness_norm_tier2_vs_tier1,claude_vlm_completeness_norm_spread,claude_vlm_specificity_norm_full_order,claude_vlm_specificity_norm_tier3_margin,claude_vlm_specificity_norm_tier3_vs_tier0,claude_vlm_specificity_norm_tier2_vs_tier1,claude_vlm_specificity_norm_spread,vlm_best_dims_mean_full_order,vlm_best_dims_mean_tier3_margin,vlm_best_dims_mean_tier3_vs_tier0,vlm_best_dims_mean_tier2_vs_tier1,vlm_best_dims_mean_spread
11,16.39,0.4782412280361204,0.6204962039553747,0.9860055878065448,4,0.6666666666666666,11.92,0.7272727272727273,2,5.960000000000001,2,5.959999999999999,0.3636363636363636,0.6363636363636364,0.215215029814331,0.26302619822178946,0.6521471291401642,z8Q-s8AthrA_000002_000012,Sports,40,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",10,A girl performs the high jump at a track meet.,33,"A child jumps over a hurdle on a track, and a child is talking while other kids are playing in the background followed by a child running and and doing a high jump.",69,"A young girl in a yellow shirt and black pants participates in a track and field event. She energetically runs and leaps over hurdles on a track. Later, she stands on the track, speaking confidently about her experience while other children play in the background. The scene shifts to her performing a high jump, landing on a cushioned surface. The video captures her enthusiasm and skill in the sport.",59,36,1.0,0.2278875669932875,1.0,0.3018908500300425,1.0,1.0,0.2833333333333333,1.0,0.38333333333333336,1.0,1.0,0.21111111111111114,1.0,0.34444444444444444,1.0,1.0,0.27224418006532414,1.0,0.3670448366726752,1.0,1.0,0.16666666666666663,1.0,0.38888888888888895,1.0,1.0,0.2941176470588235,1.0,0.11764705882352944,1.0,1.0,0.22766884531590403,1.0,0.2429193899782136,1.0
12,23.84,0.5182596900896645,0.8755344451155387,0.8910406723420804,5,0.625,14.9,0.625,1,2.9799999999999986,4,11.920000000000002,0.5000000000000001,0.5000000000000001,0.28086107274479305,0.2373986173448715,0.7773895351344968,abaLFY_GI8k_000295_000305,Sports,40,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",11,Some boys talking in a foreign language are playing Volley Ball.,20,A man runs to the back of a volleyball field bouncing the ball before he plays a game of volleyball.,64,"A group of boys is playing volleyball on an outdoor dirt court. The net is slightly broken, and the setting is casual. One boy serves the ball, and another jumps to spike it over the net. The players are wearing shorts and are engaged in the game, communicating in a foreign language. The scene is lively, with the boys moving energetically across the court.",53,44,0.0,-0.036841807384566994,0.963158192615433,-0.037580214403220014,1.0,0.0,0.5104166666666667,1.0,-0.020833333333333315,1.0,0.0,0.490079365079365,1.0,-0.02777777777777779,1.0,0.0,0.40096497185642,0.9926316385230868,-0.02418270954731072,0.9926316385230868,0.0,0.5333333333333333,1.0,-0.20000000000000007,1.0,1.0,0.5714285714285715,1.0,0.0714285714285714,1.0,0.0,0.6003968253968255,1.0,-0.0011904761904761307,1.0
13,14.9,0.37576557838620006,0.6344394468570758,0.9287232140279917,2,0.4,5.960000000000001,0.4,0,0.0,2,5.960000000000001,0.4,1.0,0.0,0.37576557838620006,0.52607180974068,KFcH6BYZWhc_000011_000021,Sports,40,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",12,A group of hockey players practices their skills on a hockey rink.,28,A group of hockey players are on the rink at mid court while another hockey player is skating around with the puck and attempts to score a goal.,67,"In an indoor ice rink, a group of young hockey players practice their skills. One player skates swiftly across the ice, controlling the puck with precision. Nearby, other players engage in drills, passing the puck back and forth. The scene is lively, with players focused on improving their techniques and aiming to score goals. The rink is bustling with activity as the team hones their hockey abilities.",55,39,0.0,-0.0807447371259632,0.9192552628740368,0.15248735819579495,1.0,1.0,0.22182539682539681,1.0,0.2603174603174604,1.0,1.0,0.2216931216931216,1.0,0.23597883597883607,1.0,1.0,0.16131137003512475,0.9838510525748074,0.23875143989312742,0.9838510525748074,1.0,0.2142857142857143,1.0,0.2857142857142857,1.0,1.0,0.23076923076923073,1.0,0.46153846153846156,1.0,1.0,0.19001831501831512,1.0,0.2907509157509156,1.0
14,16.39,0.4003728105074168,0.5376238514689752,0.9402624060655985,4,0.6666666666666666,11.92,0.7272727272727273,0,0.0,4,11.92,0.7272727272727273,0.9090909090909091,0.0644179718060927,0.33595483870132414,0.6915530363309926,UDD6YcChywc_000000_000010,Sports,40,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",14,A man walks on the ice pushing a curling block and then falls down.,27,"A man is playing the sport curling, is pushing the object across the ice, the slips and falls, whilst other people stand around and clap and react.",46,"In an indoor curling rink, a man skillfully slides a curling stone down the ice. As he releases the stone, he loses his balance and falls onto the ice. A small group of onlookers reacts with laughter and concern, checking to see if he is okay.",32,19,0.0,-0.06931483440392361,0.9306851655960764,-0.18585180307107085,1.0,1.0,0.29999999999999993,1.0,0.15000000000000002,1.0,1.0,0.29999999999999993,1.0,0.13333333333333341,1.0,1.0,0.2633073937334295,0.9861370331192154,0.0828296393857858,0.9861370331192154,1.0,0.17647058823529416,1.0,0.2941176470588235,1.0,1.0,0.23529411764705888,1.0,0.17647058823529405,1.0,1.0,0.1960784313725491,1.0,0.19607843137254888,1.0
15,16.39,0.5596241940798036,0.7493147206590085,0.8937152113189232,5,0.8333333333333334,14.9,0.9090909090909091,1,2.9800000000000004,4,11.92,0.7272727272727273,0.5454545454545454,0.24503507389365312,0.31458912018615043,0.9666236079560243,OGWuj_FtaQc_000010_000020,Pets & Animals,40,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",11,A guy has a small deer follow him alongside a fence.,22,A guy with green top and navy bottom is playing with a deer which fenced up to other side of the fence,53,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",42,31,1.0,0.18686865891761095,1.0,0.02103755840388022,1.0,0.0,-0.025000000000000022,0.875,0.45,0.9,0.0,-0.033333333333333326,0.8333333333333334,0.4333333333333334,0.8666666666666667,1.0,0.017373731783522195,0.9000000000000001,0.36420751168077614,0.9000000000000001,1.0,0.368421052631579,1.0,0.21052631578947373,1.0,1.0,0.4117647058823529,1.0,0.23529411764705888,1.0,1.0,0.35810113519091846,1.0,0.18782249742002066,1.0
16,16.39,0.21856197421344767,0.644815716432821,0.7540946989169497,1,0.16666666666666666,2.98,0.18181818181818182,0,0.0,1,2.98,0.18181818181818182,1.0,0.0,0.21856197421344767,0.25830051497952905,kOf-vl-GmVI_000115_000125,Pets & Animals,40,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",11,A woman slowly rides on a horse as pop music plays.,19,"A girl is riding a horse in a paddock, and pauses to pat the sideof the horse's head.",43,"In a fenced paddock, a woman in a pink cap and casual attire rides a horse. She gently pats the horse's head, guiding it around the corral. The setting is outdoors, near a stable, with the evening light casting a soft glow.",32,24,0.0,0.1472686469251443,1.0,-0.10298907163133075,1.0,1.0,0.5468253968253969,1.0,0.2948412698412699,1.0,1.0,0.5386243386243386,1.0,0.2502645502645503,1.0,1.0,0.4875118611716125,1.0,0.21527520154674973,1.0,1.0,0.26315789473684215,1.0,0.5263157894736843,1.0,1.0,0.2777777777777778,1.0,0.5555555555555556,1.0,1.0,0.2543859649122807,1.0,0.5087719298245614,1.0
17,19.37,0.5719618255815417,0.989735822398962,0.8892624891654481,5,0.7142857142857143,14.899999999999999,0.7692307692307692,0,0.0,5,14.899999999999999,0.7692307692307692,0.9230769230769231,0.04590384923717201,0.5260579763443698,1.0119324606442661,gjoZic4WjiQ_000012_000022,Pets & Animals,40,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",12,A couple of girls are trying to climb up a snowy hill.,26,"A girl tries to run up a steep icy slope, gets half way, slips and slides all the way down, then a second girlstarts her attempt.",60,"In a snowy playground, a girl in a red hat runs up a steep, snow-covered hill between two blue slides. She slips halfway and slides back down, laughing. Another girl, wearing a knitted hat, eagerly takes her turn, attempting to climb the same hill. The scene is filled with laughter and playful attempts as they enjoy the snowy challenge.",48,34,1.0,0.1713813934891968,1.0,0.3424030573661096,1.0,1.0,0.7366071428571429,1.0,0.0669642857142857,1.0,1.0,0.6488095238095237,1.0,0.0892857142857143,1.0,1.0,0.6235619929835536,1.0,0.12205204004465042,1.0,1.0,0.05882352941176483,1.0,0.5294117647058822,1.0,0.0,-0.05882352941176483,0.9411764705882352,0.8235294117647058,1.0,1.0,0.05555555555555558,0.9803921568627452,0.5065359477124184,0.9803921568627452
18,16.39,0.5679584541079548,0.7941592025899242,0.9643113208757031,5,0.8333333333333334,13.41,0.8181818181818181,0,0.0,5,13.41,0.8181818181818181,1.0,0.0,0.5679584541079548,1.0326517347417359,q2ZBVyR1k-U_000021_000031,Pets & Animals,40,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",13,A person drinks water out of a cup next to a bee keeper.,26,A guy is in a bee suit and another guy is seen drinking from a cup then the other guy removes the bee suits head cover.,55,"In a wooded area, a man in a beekeeper's suit stands in the back of a truck. He removes his protective hood, revealing his face. Nearby, another man, dressed casually, sits holding a large blue canister and drinks from a cup. The scene captures a moment of rest and conversation between the two individuals.",42,29,1.0,0.16149787347949918,1.0,0.08123772243287575,1.0,1.0,0.4125,1.0,0.33750000000000013,1.0,1.0,0.42499999999999993,1.0,0.3666666666666668,1.0,1.0,0.3622995746958998,1.0,0.2862475444865752,1.0,1.0,0.26315789473684215,1.0,0.5263157894736843,1.0,1.0,0.2777777777777778,1.0,0.3888888888888889,1.0,1.0,0.27835110652448114,1.0,0.3834995986698774,1.0
19,20.86,0.33362418399777705,0.5766175841764636,0.9162251302173917,3,0.42857142857142855,8.94,0.42857142857142855,1,2.98,2,5.959999999999999,0.2857142857142857,0.5714285714285714,0.11718605572916875,0.2164381282686083,0.4289453794257133,qIWQHyOIpEY_000003_000013,Pets & Animals,40,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",11,One cat is lying on the ground as another looks around.,24,"A man is conversating with a woman, while three cats are relaxing on a hardwood floor, and someone massages one of the cats' head.",52,"In a dimly lit living room, three cats are on a hardwood floor. An orange cat stands over a black and white cat that is lying down, gently swatting at it. Another cat, partially visible, sits nearby. The room is quiet, with soft murmurs in a non-English language in the background.",41,28,1.0,0.026665106548201645,1.0,0.09678357156225192,1.0,1.0,0.3928571428571428,1.0,0.34523809523809523,1.0,1.0,0.38095238095238093,1.0,0.4126984126984128,1.0,1.0,0.3196187355953546,1.0,0.2955471905029266,1.0,1.0,0.4666666666666667,1.0,0.2,1.0,1.0,0.625,1.0,0.125,1.0,1.0,0.5120370370370371,1.0,0.14537037037037048,1.0
20,17.88,0.3610301768411606,0.637072885504075,0.9054048500839885,2,0.3333333333333333,5.959999999999999,0.3333333333333333,0,0.0,2,5.959999999999999,0.3333333333333333,1.0,0.0,0.3610301768411606,0.4813735691215475,NMIAhI8oF9s_000001_000011,Pets & Animals,40,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",12,A person rides a small horse through the center of a barn,21,"A person rides a horse through a room while dragging a bucket on a rope, which is tied to her foot.",44,"In a spacious barn, a young girl in a bright pink coat rides a small horse. A blue plastic bucket trails behind them, attached by a rope. The horse moves steadily through the center of the barn, passing by wooden stalls on either side.",32,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
