video_id,category,surface,target,pro_margin,need_z,mean_speech_density,mean_standard_slot_score,audio_context_source,audio_context_word_count,audio_overlap_penalty,residual_term_count,residual_person_terms,residual_action_terms,residual_spatial_terms,residual_emotion_terms,residual_visual_terms,residual_text,residual_action,residual_reason
rGQ64NXktF8_000006_000016,People & Vlogs,static_ad,0,0.0486398637294769,0.9602193195729998,0.2374467999999999,0.6346911232873584,tier_summary_proxy,22,0.43333333333333335,13,0,0,1,0,bicycle continue facing fills items laughter playfully room scattered sit small surrounded water,bicycle continue facing fills items laughter playfully room scattered sit small surrounded water,describe_residual_now,visual_need_high_and_audio_proxy_does_not_cover_candidate
EA3HCx0yTIY_000281_000291,Music,identity_chip,0,0.0413486361503601,0.5093240817814076,0.3272057942057943,0.4731624468508097,tier_summary_proxy,17,0.12121212121212122,17,0,0,0,0,bald bearded beat creating cymbal deliberate drum drumstick focus motion recording remains repeated rhythmically steady strikes studio,bald bearded beat creating cymbal deliberate drum drumstick focus motion recording remains repeated rhythmically steady strikes studio,static_ok,low_residual_or_low_need
_TKzyWZHjm8_000002_000012,Health & Wellness,static_ad,0,0.0220040082931518,0.2454258478949863,0.4667101898101897,0.2189490159323424,tier_summary_proxy,18,0.09090909090909091,28,0,1,2,0,appears approaches begins core demonstrate displayed enhance enters equipment exercises fitness focus garage living part pink preparing room screen series sits stability title using,appears approaches begins core demonstrate displayed enhance enters equipment exercises fitness focus garage living part pink preparing room screen series sits stability title using various video visible workouts,static_ok,low_residual_or_low_need
BHxn3qfPAl4_000018_000028,Health & Wellness,identity_chip,1,-0.0584897547960281,0.740405469190768,0.0330068999999999,0.7200005464527628,tier_summary_proxy,18,0.16129032258064516,15,0,1,0,0,arm carefully experience gently head lies massage massages providing relaxing side stretches therapist tilt uses,arm carefully experience gently head lies massage massages providing relaxing side stretches therapist tilt uses,describe_residual_now,visual_need_high_and_audio_proxy_does_not_cover_candidate
gFBO3zrod9Y_000005_000015,People & Vlogs,identity_chip,1,-0.0547158420085907,0.7727499836099496,0.0,0.7783491916751802,tier_summary_proxy,16,0.15384615384615385,24,0,1,1,0,around atmosphere bits carpeted colorful continues cozy creating diligently focused hands lit piece play room scattering sits small softly surrounded tearing tissue toys working,around atmosphere bits carpeted colorful continues cozy creating diligently focused hands lit piece play room scattering sits small softly surrounded tearing tissue toys working,describe_residual_now,visual_need_high_and_audio_proxy_does_not_cover_candidate
GOH6fBhoi2o_000010_000020,Entertainment,creator_qc,1,-0.0434707105159759,0.0,1.0,0.0,tier_summary_proxy,18,0.03225806451612903,22,0,1,1,0,adding atmosphere back background captivated close dimly falling fidgets giggles lit music occasionally playful plays room screen sits sitting softly television toddler,adding atmosphere back background captivated close dimly falling fidgets giggles lit music occasionally playful plays room screen sits sitting softly television toddler,residual_concise_cue,dense_audio_requires_short_residual_visual_state
9fuIpQgnNEQ_000049_000059,Event,defer_replay,0,0.0339205265045166,0.9939971252288344,1.0,0.0,tier_summary_proxy,23,0.11627906976744186,25,0,0,0,0,along atmosphere attendees bustling camera captures center chat convention cosplay costume dressed focusing forms forward individuals large lively move outfits photos scene sidewalk slowly,along atmosphere attendees bustling camera captures center chat convention cosplay costume dressed focusing forms forward individuals large lively move outfits photos scene sidewalk slowly various,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
0t0DB1B1w8Y_000000_000010,Sports,concise_cue,1,-0.0258597731590271,0.960616539351468,0.9364039781874176,0.0129422527692366,tier_summary_proxy,20,0.15555555555555556,25,2,0,0,0,after agility athletic background clearing day each final fluid gear gracefully group hurdles jump large leaps people performance precise red series sunny track watches,after agility athletic background clearing day each final fluid gear gracefully group hurdles jump large leaps people performance precise red series sunny track watches young,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
S-C86j0keqc_000217_000227,Event,defer_replay,0,0.0977452993392944,0.8635144442915027,1.0,0.0,tier_summary_proxy,19,0.20512820512820512,22,0,1,0,0,adding atmosphere attire canvas civil dressed era event historical lively place plays positioned reenactment scene setting suggesting sunny takes tent violin war,adding atmosphere attire canvas civil dressed era event historical lively place plays positioned reenactment scene setting suggesting sunny takes tent violin war,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
3ufJNSez5Is_000008_000018,How-to & Instructional,defer_replay,1,-0.0214009284973145,0.8513279703033806,0.9589456,0.025985733513486,tier_summary_proxy,21,0.2,23,0,1,2,0,atmosphere carefully clay creating creative filled finished focusing form handed industrious kneels molds nearby phone pieces plank reaching shaping tools vase wooden workshop,atmosphere carefully clay creating creative filled finished focusing form handed industrious kneels molds nearby phone pieces plank reaching shaping tools vase wooden workshop,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
v2Hr1CH-yb0_000076_000086,How-to & Instructional,defer_replay,0,0.023462176322937,0.7003325751834737,1.0,0.0,tier_summary_proxy,22,0.1702127659574468,29,1,1,0,1,adding atmosphere bags belts busy conveyor efficiently equipment expansive fill industrious interior laughing lightness lining machine machinery material moment operating safety scene shifts show,adding atmosphere bags belts busy conveyor efficiently equipment expansive fill industrious interior laughing lightness lining machine machinery material moment operating safety scene shifts show space spacious walks woman young,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
crjesEwF0Ks_000197_000207,How-to & Instructional,defer_replay,0,0.0911465287208557,0.6413742763978848,1.0,0.0,tier_summary_proxy,16,0.21212121212121213,20,0,0,2,0,across back barefoot carpet carpeted cleaners collection dark filled forth garage jeans lined moving red repair setting suggesting vacuums various,across back barefoot carpet carpeted cleaners collection dark filled forth garage jeans lined moving red repair setting suggesting vacuums various,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
bgt29znHCzs_000343_000353,Sports,concise_cue,1,-0.0296565890312194,0.5919197729690832,1.0,0.0,tier_summary_proxy,20,0.13953488372093023,33,1,0,1,0,anticipation appear area atmosphere beside clear cold dog down dressed forested group hill individuals itself look one others pass path positioned race racers scene,anticipation appear area atmosphere beside clear cold dog down dressed forested group hill individuals itself look one others pass path positioned race racers scene set sled small snowy stands surrounded trees warmly weather,residual_concise_cue,dense_audio_requires_short_residual_visual_state
iEAWgsSvJAE_000023_000033,Film & Animation,static_ad,0,0.0338845551013946,0.4596745253431575,1.0,0.0,tier_summary_proxy,19,0.22857142857142856,20,0,1,1,1,appear black cloth cluttered extending film friendly garage greeting hello indicating interaction scene screen standing transitions uses white words young,appear black cloth cluttered extending film friendly garage greeting hello indicating interaction scene screen standing transitions uses white words young,residual_concise_cue,dense_audio_requires_short_residual_visual_state
2kJxrcNRS9w_000047_000057,Sports,concise_cue,0,0.0115622878074646,0.4391594811636826,1.0,0.0,tier_summary_proxy,16,0.15151515151515152,18,0,0,0,0,against backdrop blue bright clouds day energy flips grass moves performing precision scattered series showcasing skills sky sunny,against backdrop blue bright clouds day energy flips grass moves performing precision scattered series showcasing skills sky sunny,residual_concise_cue,dense_audio_requires_short_residual_visual_state
c_gQ9CSaZY4_000000_000010,How-to & Instructional,static_ad,0,0.0122127532958984,0.4135459396475952,1.0,0.0,tier_summary_proxy,15,0.20588235294117646,23,0,0,0,0,arranged blue bright cap demonstrating each efficient green including item kneels mesh neatly packing pants piles shirts socks swiftly technique variety wearing wooden,arranged blue bright cap demonstrating each efficient green including item kneels mesh neatly packing pants piles shirts socks swiftly technique variety wearing wooden,residual_concise_cue,dense_audio_requires_short_residual_visual_state
1HUWWCLza0w_000000_000010,Sports,concise_cue,1,-0.0039646029472351,0.4932076427459618,0.7790935802469136,0.0942631411934324,tier_summary_proxy,21,0.20930232558139536,26,0,0,1,2,after air arcs back ball black clearly completing court distance holding impressive launches navigates painted pleased schoolyard sequence shirt shorts skillfully smiles steps swishes,after air arcs back ball black clearly completing court distance holding impressive launches navigates painted pleased schoolyard sequence shirt shorts skillfully smiles steps swishes white young,residual_concise_cue,dense_audio_requires_short_residual_visual_state
xW6hpK-DBMY_000080_000090,How-to & Instructional,static_ad,0,0.0178515911102294,0.4313312972385671,0.8452884115884116,0.0723642586655732,tier_summary_proxy,21,0.2571428571428571,20,0,1,1,0,along behind blade demonstrating explaining features figure framed hand heavily holds moves one other photograph sphere stands tattooed technique using,along behind blade demonstrating explaining features figure framed hand heavily holds moves one other photograph sphere stands tattooed technique using,residual_concise_cue,dense_audio_requires_short_residual_visual_state
8vkNr_eysXY_000002_000012,How-to & Instructional,concise_cue,1,-0.0092094540596007,0.3611976555182272,1.0,0.0,tier_summary_proxy,14,0.15151515151515152,22,0,1,0,0,basket carve demonstrating knife market onlookers other outdoor pieces placing precision produce setting showcasing skillfully spirals stall stands surrounded technique uses works,basket carve demonstrating knife market onlookers other outdoor pieces placing precision produce setting showcasing skillfully spirals stall stands surrounded technique uses works,residual_concise_cue,dense_audio_requires_short_residual_visual_state
dlBeUWrse3I_000019_000029,How-to & Instructional,static_ad,0,0.0166161954402923,0.3667529263299425,0.912678,0.0606627409871207,tier_summary_proxy,21,0.11538461538461539,34,3,2,0,0,activity background brick children closely colorful engaged examine exploratory glasses glittery ground group guidance handheld inspect kids later lighted microscope observe outdoors outside provides,activity background brick children closely colorful engaged examine exploratory glasses glittery ground group guidance handheld inspect kids later lighted microscope observe outdoors outside provides shaped star structure takes throughout tools two uses using woman,residual_concise_cue,dense_audio_requires_short_residual_visual_state
RjPp0ZPW0yc_000000_000010,How-to & Instructional,static_ad,0,0.0145054459571838,0.3020914452554034,0.8833547452547452,0.0461928459562335,tier_summary_proxy,20,0.23684210526315788,19,0,0,1,0,activating carefully cuts emits ensuring guide handle loud maneuvers metal operates pipe precise pull sound stationary through which workshop,activating carefully cuts emits ensuring guide handle loud maneuvers metal operates pipe precise pull sound stationary through which workshop,residual_concise_cue,dense_audio_requires_short_residual_visual_state
1-jIze6gy0g_000026_000036,How-to & Instructional,static_ad,0,0.0335784107446671,0.2603355083046615,1.0,0.0,tier_summary_proxy,22,0.2127659574468085,26,0,0,1,0,along assembly before bustling communicate continues efficiently environment handle hums large machinery material nearby noisy one placing process raises sealing sound stacked stationed steadily,along assembly before bustling communicate continues efficiently environment handle hums large machinery material nearby noisy one placing process raises sealing sound stacked stationed steadily voice worker,residual_concise_cue,dense_audio_requires_short_residual_visual_state
AEkLDauJVi0_000069_000079,Food & Cooking,static_ad,0,0.0107302665710448,0.4738514532174503,0.4128002997002999,0.434359742600851,tier_summary_proxy,17,0.15,24,1,1,1,0,adding appears carefully center child dark element fill filling holding nearby outdoors playful resembling scene setting shirt sits spoon spreads thick using wooden yellow,adding appears carefully center child dark element fill filling holding nearby outdoors playful resembling scene setting shirt sits spoon spreads thick using wooden yellow,static_ok,low_residual_or_low_need
RlfVK8z5wJ0_000000_000010,Sports,static_ad,0,0.0069082975387573,0.3834542372419636,0.4409457,0.3110590930583837,tier_summary_proxy,22,0.2972972972972973,17,0,0,0,0,activity checking cold emphasizing environment fishing gray jacket kneels lifting line overalls pink scene set towards wintry,activity checking cold emphasizing environment fishing gray jacket kneels lifting line overalls pink scene set towards wintry,static_ok,low_residual_or_low_need
N-LZPc27kjM_000229_000239,How-to & Instructional,static_ad,0,0.050336629152298,0.3820426831344321,0.4403717999999999,0.3522958299999377,tier_summary_proxy,16,0.1590909090909091,29,0,1,0,0,become blue carefully charming craft create demonstrates detailed each ensuring explains fluffy fur giving grooves how like made material shaped similar soon step texture,become blue carefully charming craft create demonstrates detailed each ensuring explains fluffy fur giving grooves how like made material shaped similar soon step texture transform tutorial uses will works,static_ok,low_residual_or_low_need
j6CgiNeWQwM_000842_000852,Food & Cooking,static_ad,0,0.0081857740879058,0.2175125732395371,0.7237459999999999,0.1400204533824764,tier_summary_proxy,20,0.19444444444444445,18,0,1,0,0,all assistant chef efficiently ensuring filled holds lined paper parchment preparing round scraped spatula together transfer uses work,all assistant chef efficiently ensuring filled holds lined paper parchment preparing round scraped spatula together transfer uses work,static_ok,low_residual_or_low_need
D297atE3gag_000203_000213,How-to & Instructional,static_ad,0,0.0235790014266967,0.1420458726069771,0.9296848,0.0155533363710869,tier_summary_proxy,17,0.1568627450980392,34,0,0,1,0,acro acrobatic across adopting advertisement background balances bare barefoot concludes control demonstrates featuring festival focus highlights indoors line moves park performed performing pose poses,acro acrobatic across adopting advertisement background balances bare barefoot concludes control demonstrates featuring festival focus highlights indoors line moves park performed performing pose poses reveals serene setting showcasing skillfully slacklining sunny technique techniques warrior,residual_concise_cue,dense_audio_requires_short_residual_visual_state
iZP6gjlr_nM_000113_000123,How-to & Instructional,static_ad,1,-0.0329841077327728,0.1645987753826959,0.7094716999999999,0.1587704520030024,tier_summary_proxy,24,0.1702127659574468,28,1,1,1,0,blocks clear cubes dark environment indoors jacket melting observes other oversized patterned person place possibly prevent rectangular resembling scene sculpture shape shirt stacked table,blocks clear cubes dark environment indoors jacket melting observes other oversized patterned person place possibly prevent rectangular resembling scene sculpture shape shirt stacked table takes uses wearing working,static_ok,low_residual_or_low_need
1kLhK8KfIEw_000020_000030,How-to & Instructional,static_ad,0,0.0044345259666442,0.7029954921746907,0.1294918071470588,0.6318768500115248,tier_summary_proxy,17,0.1875,17,0,2,0,0,area around backpack cars clean debris ensuring headphones lot methodically moves parked parking space surrounded uses wearing,area around backpack cars clean debris ensuring headphones lot methodically moves parked parking space surrounded uses wearing,describe_residual_now,visual_need_high_and_audio_proxy_does_not_cover_candidate
Xdz1cxEjLYc_000007_000017,Food & Cooking,static_ad,0,0.0238857269287109,0.3867304520609619,0.2265420000000001,0.5539016137725532,tier_summary_proxy,20,0.13333333333333333,27,0,1,1,0,approval bite blonde eat encourages enjoys fork front glass hair indicating meal milk nearby nods pink round screen shirt striped takes try uses voice,approval bite blonde eat encourages enjoys fork front glass hair indicating meal milk nearby nods pink round screen shirt striped takes try uses voice wearing white young,static_ok,low_residual_or_low_need
OASCPKazLIM_000132_000142,How-to & Instructional,static_ad,0,0.0124595463275909,0.0997783903255071,0.5787672862254802,0.2738382762596133,tier_summary_proxy,18,0.21875,19,0,1,0,0,carefully colorful covered demonstrates ensuring folds highlighting how neatly placed process sheet shiny shown step technique tidy using wrap,carefully colorful covered demonstrates ensuring folds highlighting how neatly placed process sheet shiny shown step technique tidy using wrap,static_ok,low_residual_or_low_need
jeweRSnAJeo_000050_000060,Film & Animation,static_ad,0,0.0081632435321808,0.0501814790196155,0.7544452547452546,0.1270162852639757,tier_summary_proxy,16,0.2,15,0,0,2,1,carefully casting deliberate dimly flickers focused front glow lit movements nearby open room sits warm,carefully casting deliberate dimly flickers focused front glow lit movements nearby open room sits warm,residual_concise_cue,dense_audio_requires_short_residual_visual_state
0m0-Q0zz_-c_000112_000122,How-to & Instructional,static_ad,1,-0.0078331530094146,0.0518069796511225,0.4546201798201799,0.2437478395776368,tier_summary_proxy,14,0.21212121212121213,22,0,1,0,0,against around carefully dark demonstrates each explaining fabric finishes formal knee perfectly process resting stands step surface thigh tied using white wraps,against around carefully dark demonstrates each explaining fabric finishes formal knee perfectly process resting stands step surface thigh tied using white wraps,static_ok,low_residual_or_low_need
3su234u58DA_000172_000182,Entertainment,identity_chip,1,-0.0243467092514038,1.0,1.0,0.0,tier_summary_proxy,19,0.22641509433962265,36,1,1,2,0,about area atmosphere behind bustling camera captures city covering creating crowd day down energetically excitement field foreground ground including joy large lively open park,about area atmosphere behind bustling camera captures city covering creating crowd day down energetically excitement field foreground ground including joy large lively open park people playful scene snowballs snowy speaking stands surrounding throws trees went winter,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
9eBhetL8n5Q_000222_000232,People & Vlogs,identity_chip,0,0.0256752967834473,0.8884817274540675,1.0,0.0,tier_summary_proxy,17,0.1951219512195122,27,0,1,3,1,animatedly atmosphere bed beside box close discuss doughnuts eaten emphasizing hands hotel informal men number occasionally one relaxed room shirtless shows sit talks two,animatedly atmosphere bed beside box close discuss doughnuts eaten emphasizing hands hotel informal men number occasionally one relaxed room shirtless shows sit talks two who words young,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
u-olDM7oGGM_000012_000022,Health & Wellness,identity_chip,1,-0.0253390371799469,0.8688528634574553,1.0,0.0,tier_summary_proxy,21,0.2222222222222222,21,0,1,1,1,across adult alongside backpack but captures drapes head highlights importance including jacket laughing lighthearted moment playfully residential safety scene walks young,across adult alongside backpack but captures drapes head highlights importance including jacket laughing lighthearted moment playfully residential safety scene walks young,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
eb-ufaFcUas_000008_000018,Entertainment,identity_chip,0,0.0577587783336639,0.6737161965358254,1.0,0.0,tier_summary_proxy,22,0.1,29,1,0,0,0,advertisement air allows atmosphere bouncing boy bungee bustling captures energetically enjoys harnessed high including jumps lively prominent scene setup shopping signs soar store surrounding,advertisement air allows atmosphere bouncing boy bungee bustling captures energetically enjoys harnessed high including jumps lively prominent scene setup shopping signs soar store surrounding suspended thrilling various watches young,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",identity_chip,1,-0.0350541472434998,0.5851978503814275,1.0,0.0,tier_summary_proxy,19,0.275,24,0,0,0,0,attentively calmly captivated clearly crowd demonstrate demonstration engaged families fleece headset includes its one other removed shearing shears sits sitting skillfully watches wearing which,attentively calmly captivated clearly crowd demonstrate demonstration engaged families fleece headset includes its one other removed shearing shears sits sitting skillfully watches wearing which,residual_concise_cue,dense_audio_requires_short_residual_visual_state
j4CKRgv3jUg_000000_000010,Entertainment,identity_chip,1,-0.0001192390918731,0.4434173909330269,1.0,0.0,tier_summary_proxy,24,0.08108108108108109,26,2,0,0,0,approaches backpack bus captures day each friends gathered group jaywalking manner moment other person playful scene school shout stop teasing teenagers teens towards typical,approaches backpack bus captures day each friends gathered group jaywalking manner moment other person playful scene school shout stop teasing teenagers teens towards typical wet young,residual_concise_cue,dense_audio_requires_short_residual_visual_state
g8Idd47kGqo_000037_000047,Entertainment,creator_qc,1,-0.008183091878891,0.4391380384976432,1.0,0.0,tier_summary_proxy,19,0.13953488372093023,27,0,0,3,0,across along barre black blue circles dance dances energetically expression floor foot light lively moving one performs rhythmic room series shorts side simple tap,across along barre black blue circles dance dances energetically expression floor foot light lively moving one performs rhythmic room series shorts side simple tap taps wall wooden,residual_concise_cue,dense_audio_requires_short_residual_visual_state
F-mRnL_XmJU_000000_000010,Entertainment,identity_chip,0,0.0072267651557922,0.6283875281619233,0.1185596896551725,0.6170328618060202,tier_summary_proxy,16,0.3076923076923077,13,0,0,1,1,bed bills causing continuing drop lighthearted paper playfully relaxed remains scene state stir,bed bills causing continuing drop lighthearted paper playfully relaxed remains scene state stir,describe_residual_now,visual_need_high_and_audio_proxy_does_not_cover_candidate
Ccgwurislg8_000082_000092,How-to & Instructional,defer_replay,1,-0.0134723484516143,0.9845900646698824,1.0,0.0,tier_summary_proxy,17,0.2903225806451613,16,1,0,1,0,appears aside back calmly carefully continues its lying outdoors person positioned remove set setting table which,appears aside back calmly carefully continues its lying outdoors person positioned remove set setting table which,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
wbOD_G3ttgU_000083_000093,How-to & Instructional,defer_replay,0,0.0137381553649902,0.957287211350047,1.0,0.0,tier_summary_proxy,15,0.12195121951219512,28,0,0,1,0,brightly changing coordination country decorated enhancing hanging large lit mirror mirrored move movement moves occasionally ornaments partners practicing reflections rhythm room sense shaped star,brightly changing coordination country decorated enhancing hanging large lit mirror mirrored move movement moves occasionally ornaments partners practicing reflections rhythm room sense shaped star three twirling visible walls,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
HpRmj5ce32c_000001_000011,Sports,concise_cue,0,0.0097731947898864,0.9043740234709504,1.0,0.0,tier_summary_proxy,26,0.13333333333333333,24,2,0,1,0,across ahead background bleachers ceilings coordination empty engaged equipped focus group high indoor involved one others path person prepare slides spacious stone sweep technique,across ahead background bleachers ceilings coordination empty engaged equipped focus group high indoor involved one others path person prepare slides spacious stone sweep technique,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
lgJywzzdUC8_000000_000010,Event,defer_replay,1,-0.0120794773101806,0.8282857208836157,1.0,0.0,tier_summary_proxy,21,0.11363636363636363,27,0,0,0,1,activity aside bustling cars cast city clears fall glow headlights illuminating large machine maneuvers methodically moving night occasionally operator pass piles scene scooping skillfully,activity aside bustling cars cast city clears fall glow headlights illuminating large machine maneuvers methodically moving night occasionally operator pass piles scene scooping skillfully snowy streetlights warm,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
d7_SY48r__8_000060_000070,How-to & Instructional,defer_replay,1,-0.0150268971920013,0.630353231840484,1.0,0.0,tier_summary_proxy,18,0.21428571428571427,15,0,1,1,0,body buzz calmly carefully coat efficiently glide its lies removes room shearing thick trimming using,body buzz calmly carefully coat efficiently glide its lies removes room shearing thick trimming using,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
A0e7Z55s8pE_000008_000018,How-to & Instructional,defer_replay,1,-0.0111806392669677,0.6607553513381451,0.945598143791692,0.0421117119934949,tier_summary_proxy,20,0.18181818181818182,18,0,0,0,0,below causing clearing day down during gives house outside place scene slide sloped snowy stands suddenly takes way,below causing clearing day down during gives house outside place scene slide sloped snowy stands suddenly takes way,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,defer_replay,0,0.0001044273376464,0.7564761987749199,0.7898367000000001,0.112805589260506,tier_summary_proxy,16,0.20512820512820512,25,1,0,0,0,blue colors demonstrates explaining features green guide hands holds how its like man move orange pink process progresses providing puzzle solving step swiftly through,blue colors demonstrates explaining features green guide hands holds how its like man move orange pink process progresses providing puzzle solving step swiftly through vibrant,queue_residual_replay,dense_audio_high_need_and_many_residual_terms
