clip_idx,video_id,category,tier,gt,description,question_model,grader_model,candidate_id,q_idx,score,label,evidence_quote,grade_rationale
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",gpt-4o,claude-haiku-4-5-20251001,A,4,0.0,no,,No tray text mentioned.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,gpt-4o,claude-haiku-4-5-20251001,B,0,0.5,partial,eats a lot of burgers,Mentions eating burgers but vague; contradicts single burger.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,gpt-4o,claude-haiku-4-5-20251001,B,1,0.0,no,,No location mentioned.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,gpt-4o,claude-haiku-4-5-20251001,B,2,0.0,no,,No clothing description provided.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,gpt-4o,claude-haiku-4-5-20251001,B,3,0.0,no,,No cup or object holding mentioned.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,gpt-4o,claude-haiku-4-5-20251001,B,4,0.0,no,,No tray text mentioned.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,0,0.0,no,,"Describes skiing, not eating burger. Wrong scene entirely."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,1,0.0,no,,"Describes ski slope, not Burger King."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,2,0.0,no,,"Describes skiing attire, not gray hoodie."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,3,0.0,no,,"Describes poles, not cup."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,4,0.0,no,,No tray text; wrong scene.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",gpt-4o,claude-haiku-4-5-20251001,D,0,1.0,yes,rapidly eating a hamburger,Directly states subject eating hamburger.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",gpt-4o,claude-haiku-4-5-20251001,D,1,1.0,yes,In a Burger King restaurant,Explicitly names Burger King location.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",gpt-4o,claude-haiku-4-5-20251001,D,2,1.0,yes,gray hoodie,Directly states gray hoodie.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",gpt-4o,claude-haiku-4-5-20251001,D,3,0.5,partial,washes them down with a drink,Mentions drink but no explicit Burger King cup identification.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",gpt-4o,claude-haiku-4-5-20251001,D,4,1.0,yes,ketchup to write 'BURGER EATING' on a tray liner,Directly states exact text on tray.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,0,0.0,no,a skier navigates a snowy hill,"Describes skiing, not cooking. Completely wrong subject."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,1,0.0,no,a snowy hill,"Describes outdoor ski slope, not kitchen."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,2,0.0,no,flexible poles,"Mentions poles, not pan or fork for cooking."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,3,0.0,no,,No mention of any container or text.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,4,0.0,no,,No fork mentioned; describes skiing poles instead.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",gpt-4o,claude-haiku-4-5-20251001,B,0,1.0,yes,"holding a frying pan with food over a stove, he pushes the fork around in it",Directly states cooking in pan on stove.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",gpt-4o,claude-haiku-4-5-20251001,B,1,0.5,partial,over a stove,Mentions stove but not countertop or full kitchen setting.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",gpt-4o,claude-haiku-4-5-20251001,B,2,1.0,yes,"frying pan with food, he pushes the fork around",Explicitly mentions pan and fork with food.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",gpt-4o,claude-haiku-4-5-20251001,B,3,0.0,no,,No mention of Morton Salt or any container text.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",gpt-4o,claude-haiku-4-5-20251001,B,4,1.0,yes,he pushes the fork around in it,Directly states fork is used to stir.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,gpt-4o,claude-haiku-4-5-20251001,C,0,0.5,partial,stirring food in a cast iron skillet,Mentions stirring food in skillet but not explicitly on stove.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,gpt-4o,claude-haiku-4-5-20251001,C,1,0.0,no,,"No mention of kitchen, stove, or countertop setting."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,gpt-4o,claude-haiku-4-5-20251001,C,2,1.0,yes,cast iron skillet with a fork,Mentions pan and fork; food is implied.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,gpt-4o,claude-haiku-4-5-20251001,C,3,0.0,no,,No mention of Morton Salt or container text.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,gpt-4o,claude-haiku-4-5-20251001,C,4,1.0,yes,He stirs the mixture with a fork,Directly states fork is used to stir.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",gpt-4o,claude-haiku-4-5-20251001,D,0,1.0,yes,"stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet",Explicitly states cooking at stove in skillet.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",gpt-4o,claude-haiku-4-5-20251001,D,1,0.5,partial,stands at a stove,Mentions stove but not countertop or broader kitchen setting.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",gpt-4o,claude-haiku-4-5-20251001,D,2,1.0,yes,"cast iron skillet, He stirs the mixture with a fork","Mentions pan, fork, and ingredients explicitly."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",gpt-4o,claude-haiku-4-5-20251001,D,3,0.0,no,,No mention of Morton Salt or any container text.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",gpt-4o,claude-haiku-4-5-20251001,D,4,1.0,yes,He stirs the mixture with a fork,Directly states fork is used to stir.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",gpt-4o,claude-haiku-4-5-20251001,A,0,1.0,yes,stirring scrambled eggs in a frying pan with a spatula,Directly states both cooking action and required visual evidence.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",gpt-4o,claude-haiku-4-5-20251001,A,1,1.0,yes,In a cozy kitchen...at the stove,Explicitly identifies kitchen location with stove reference.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",gpt-4o,claude-haiku-4-5-20251001,A,2,1.0,yes,with a spatula,Directly names the spatula as the tool being used.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",gpt-4o,claude-haiku-4-5-20251001,A,3,0.0,no,,No mention of pink bowl or plate on counter.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",gpt-4o,claude-haiku-4-5-20251001,A,4,0.0,no,,No description of shirt graphic or text.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,gpt-4o,claude-haiku-4-5-20251001,B,0,1.0,yes,cooking eggs in a frying pan,States cooking eggs in pan; spatula use implied but not explicit.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,gpt-4o,claude-haiku-4-5-20251001,B,1,0.5,partial,cooking...on the stove,Stove mentioned but kitchen location not explicitly stated.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,gpt-4o,claude-haiku-4-5-20251001,B,2,0.0,no,,No mention of spatula or any tool.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,gpt-4o,claude-haiku-4-5-20251001,B,3,0.0,no,,No mention of counter items.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,gpt-4o,claude-haiku-4-5-20251001,B,4,0.0,no,,No description of clothing or shirt.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,0,0.0,no,,"Describes skiing, not cooking. Contradicts answer key entirely."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,1,0.0,no,,"Describes snowy hill, not kitchen. Contradicts answer key."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,2,0.0,no,,No spatula or cooking tools mentioned.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,3,0.0,no,,No kitchen counter or items mentioned.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,C,4,0.0,no,,No description of clothing.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,gpt-4o,claude-haiku-4-5-20251001,D,0,1.0,yes,making scrambled eggs on the stove,Directly states scrambled eggs and stove; spatula use inferable.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,gpt-4o,claude-haiku-4-5-20251001,D,1,0.5,partial,on the stove,Stove mentioned but kitchen location not explicitly stated.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,gpt-4o,claude-haiku-4-5-20251001,D,2,0.0,no,,No mention of spatula or cooking tool.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,gpt-4o,claude-haiku-4-5-20251001,D,3,0.0,no,,No mention of counter items.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,gpt-4o,claude-haiku-4-5-20251001,D,4,0.0,no,,No description of clothing or shirt.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,0,0.0,no,a skier navigates a snowy hill,"Describes skiing, not mixing spinach."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,1,0.0,no,a snowy hill,"Describes outdoor slope, not kitchen."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,2,0.0,no,flexible poles,"Describes ski poles, not spinach/bowl."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,3,0.0,no,,No mention of cutting board or cheese.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",gpt-4o,claude-haiku-4-5-20251001,A,4,0.0,no,,No mention of hands in mixing context.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,gpt-4o,claude-haiku-4-5-20251001,B,0,0.5,partial,mix spinach in a bowl,States mixing spinach but lacks action detail.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,gpt-4o,claude-haiku-4-5-20251001,B,1,0.0,no,,No setting details provided.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,gpt-4o,claude-haiku-4-5-20251001,B,2,0.5,partial,spinach in a bowl,Mentions both objects but minimal detail.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,gpt-4o,claude-haiku-4-5-20251001,B,3,0.0,no,,No mention of cutting board or cheese.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,gpt-4o,claude-haiku-4-5-20251001,B,4,0.0,no,,No mention of hands or number of people.
