video_id,q_idx,condition,score,matched
1HUWWCLza0w_000000_000010,4,baseline,0.5,0
1HUWWCLza0w_000000_000010,0,gap_targeted,0.5,0
1HUWWCLza0w_000000_000010,1,gap_targeted,1.0,0
1HUWWCLza0w_000000_000010,2,gap_targeted,0.5,0
1HUWWCLza0w_000000_000010,3,gap_targeted,0.0,0
1HUWWCLza0w_000000_000010,4,gap_targeted,1.0,0
1YemrpNBpf4_000001_000011,0,baseline,0.0,0
1YemrpNBpf4_000001_000011,1,baseline,0.0,0
1YemrpNBpf4_000001_000011,2,baseline,0.0,0
1YemrpNBpf4_000001_000011,3,baseline,0.0,0
1YemrpNBpf4_000001_000011,4,baseline,0.0,0
1YemrpNBpf4_000001_000011,0,gap_targeted,0.0,0
1YemrpNBpf4_000001_000011,1,gap_targeted,0.0,0
1YemrpNBpf4_000001_000011,2,gap_targeted,0.0,0
1YemrpNBpf4_000001_000011,3,gap_targeted,0.0,0
1YemrpNBpf4_000001_000011,4,gap_targeted,0.5,0
1kLhK8KfIEw_000020_000030,0,baseline,0.0,0
1kLhK8KfIEw_000020_000030,1,baseline,0.5,0
1kLhK8KfIEw_000020_000030,2,baseline,0.0,0
1kLhK8KfIEw_000020_000030,3,baseline,0.0,0
1kLhK8KfIEw_000020_000030,4,baseline,0.0,0
1kLhK8KfIEw_000020_000030,0,gap_targeted,0.0,0
1kLhK8KfIEw_000020_000030,1,gap_targeted,0.5,0
1kLhK8KfIEw_000020_000030,2,gap_targeted,0.0,0
1kLhK8KfIEw_000020_000030,3,gap_targeted,0.0,0
1kLhK8KfIEw_000020_000030,4,gap_targeted,0.5,0
21T1JDdJgsM_000047_000057,0,baseline,1.0,0
21T1JDdJgsM_000047_000057,1,baseline,0.0,0
21T1JDdJgsM_000047_000057,2,baseline,0.0,0
21T1JDdJgsM_000047_000057,3,baseline,1.0,0
21T1JDdJgsM_000047_000057,4,baseline,0.0,0
21T1JDdJgsM_000047_000057,0,gap_targeted,0.5,0
21T1JDdJgsM_000047_000057,1,gap_targeted,0.5,0
21T1JDdJgsM_000047_000057,2,gap_targeted,1.0,0
21T1JDdJgsM_000047_000057,3,gap_targeted,0.0,0
21T1JDdJgsM_000047_000057,4,gap_targeted,0.0,0
2kJxrcNRS9w_000047_000057,0,baseline,1.0,0
2kJxrcNRS9w_000047_000057,1,baseline,0.5,0
2kJxrcNRS9w_000047_000057,2,baseline,0.5,0
2kJxrcNRS9w_000047_000057,3,baseline,0.0,0
2kJxrcNRS9w_000047_000057,4,baseline,1.0,0
2kJxrcNRS9w_000047_000057,0,gap_targeted,1.0,0
2kJxrcNRS9w_000047_000057,1,gap_targeted,0.5,0
2kJxrcNRS9w_000047_000057,2,gap_targeted,1.0,0
2kJxrcNRS9w_000047_000057,3,gap_targeted,0.0,0
2kJxrcNRS9w_000047_000057,4,gap_targeted,1.0,0
3su234u58DA_000172_000182,0,baseline,1.0,0
3su234u58DA_000172_000182,1,baseline,1.0,1
3su234u58DA_000172_000182,2,baseline,0.0,0
3su234u58DA_000172_000182,3,baseline,0.0,0
3su234u58DA_000172_000182,4,baseline,1.0,0
3su234u58DA_000172_000182,0,gap_targeted,0.0,0
3su234u58DA_000172_000182,1,gap_targeted,1.0,1
3su234u58DA_000172_000182,2,gap_targeted,0.0,0
3su234u58DA_000172_000182,3,gap_targeted,0.0,0
3su234u58DA_000172_000182,4,gap_targeted,1.0,0
3ufJNSez5Is_000008_000018,0,gap_targeted,1.0,0
3ufJNSez5Is_000008_000018,1,gap_targeted,0.5,1
3ufJNSez5Is_000008_000018,2,gap_targeted,0.5,0
3ufJNSez5Is_000008_000018,3,gap_targeted,0.0,0
3ufJNSez5Is_000008_000018,4,gap_targeted,0.0,0
3ufJNSez5Is_000008_000018,0,baseline,1.0,0
3ufJNSez5Is_000008_000018,1,baseline,0.0,1
3ufJNSez5Is_000008_000018,2,baseline,0.5,0
3ufJNSez5Is_000008_000018,3,baseline,0.0,0
3ufJNSez5Is_000008_000018,4,baseline,0.0,0
750QhTe9Z4U_000000_000010,0,gap_targeted,1.0,1
750QhTe9Z4U_000000_000010,1,gap_targeted,1.0,1
750QhTe9Z4U_000000_000010,2,gap_targeted,0.5,0
750QhTe9Z4U_000000_000010,3,gap_targeted,0.5,0
750QhTe9Z4U_000000_000010,4,gap_targeted,0.0,0
750QhTe9Z4U_000000_000010,0,baseline,1.0,1
750QhTe9Z4U_000000_000010,1,baseline,1.0,1
750QhTe9Z4U_000000_000010,2,baseline,0.5,0
750QhTe9Z4U_000000_000010,3,baseline,0.5,0
750QhTe9Z4U_000000_000010,4,baseline,0.5,0
8vkNr_eysXY_000002_000012,0,baseline,0.0,0
8vkNr_eysXY_000002_000012,1,baseline,1.0,1
8vkNr_eysXY_000002_000012,2,baseline,0.0,0
8vkNr_eysXY_000002_000012,3,baseline,0.5,0
8vkNr_eysXY_000002_000012,4,baseline,0.0,0
8vkNr_eysXY_000002_000012,0,gap_targeted,0.0,0
8vkNr_eysXY_000002_000012,1,gap_targeted,1.0,1
8vkNr_eysXY_000002_000012,2,gap_targeted,0.0,0
8vkNr_eysXY_000002_000012,3,gap_targeted,0.5,0
8vkNr_eysXY_000002_000012,4,gap_targeted,0.0,0
9eBhetL8n5Q_000222_000232,0,gap_targeted,0.5,0
9eBhetL8n5Q_000222_000232,1,gap_targeted,0.0,0
9eBhetL8n5Q_000222_000232,2,gap_targeted,0.5,1
9eBhetL8n5Q_000222_000232,3,gap_targeted,0.5,0
9eBhetL8n5Q_000222_000232,4,gap_targeted,0.0,0
9eBhetL8n5Q_000222_000232,0,baseline,0.0,0
9eBhetL8n5Q_000222_000232,1,baseline,0.5,0
9eBhetL8n5Q_000222_000232,2,baseline,0.5,1
9eBhetL8n5Q_000222_000232,3,baseline,1.0,0
9eBhetL8n5Q_000222_000232,4,baseline,0.0,0
9fuIpQgnNEQ_000049_000059,0,gap_targeted,0.0,0
9fuIpQgnNEQ_000049_000059,1,gap_targeted,0.0,0
9fuIpQgnNEQ_000049_000059,2,gap_targeted,0.0,0
9fuIpQgnNEQ_000049_000059,3,gap_targeted,0.0,0
9fuIpQgnNEQ_000049_000059,4,gap_targeted,0.0,0
9fuIpQgnNEQ_000049_000059,0,baseline,0.0,0
9fuIpQgnNEQ_000049_000059,1,baseline,0.0,0
9fuIpQgnNEQ_000049_000059,2,baseline,0.0,0
9fuIpQgnNEQ_000049_000059,3,baseline,0.0,0
9fuIpQgnNEQ_000049_000059,4,baseline,0.0,0
A0e7Z55s8pE_000008_000018,0,baseline,0.0,0
A0e7Z55s8pE_000008_000018,1,baseline,0.5,1
A0e7Z55s8pE_000008_000018,2,baseline,0.5,0
A0e7Z55s8pE_000008_000018,3,baseline,1.0,0
A0e7Z55s8pE_000008_000018,4,baseline,1.0,0
A0e7Z55s8pE_000008_000018,0,gap_targeted,0.0,0
A0e7Z55s8pE_000008_000018,1,gap_targeted,0.5,1
A0e7Z55s8pE_000008_000018,2,gap_targeted,0.5,0
A0e7Z55s8pE_000008_000018,3,gap_targeted,1.0,0
A0e7Z55s8pE_000008_000018,4,gap_targeted,1.0,0
AEkLDauJVi0_000069_000079,0,gap_targeted,0.5,0
AEkLDauJVi0_000069_000079,1,gap_targeted,0.0,0
AEkLDauJVi0_000069_000079,2,gap_targeted,1.0,0
AEkLDauJVi0_000069_000079,3,gap_targeted,0.5,0
AEkLDauJVi0_000069_000079,4,gap_targeted,0.0,0
AEkLDauJVi0_000069_000079,0,baseline,0.5,0
AEkLDauJVi0_000069_000079,1,baseline,0.0,0
AEkLDauJVi0_000069_000079,2,baseline,0.0,0
AEkLDauJVi0_000069_000079,3,baseline,0.5,0
AEkLDauJVi0_000069_000079,4,baseline,0.0,0
BHxn3qfPAl4_000018_000028,0,baseline,0.5,0
BHxn3qfPAl4_000018_000028,1,baseline,0.0,0
BHxn3qfPAl4_000018_000028,2,baseline,0.0,0
BHxn3qfPAl4_000018_000028,3,baseline,0.0,0
BHxn3qfPAl4_000018_000028,4,baseline,1.0,0
BHxn3qfPAl4_000018_000028,0,gap_targeted,0.5,0
BHxn3qfPAl4_000018_000028,1,gap_targeted,0.0,0
BHxn3qfPAl4_000018_000028,2,gap_targeted,0.0,0
BHxn3qfPAl4_000018_000028,3,gap_targeted,0.0,0
BHxn3qfPAl4_000018_000028,4,gap_targeted,1.0,0
BcW6Y7eufQE_000239_000249,0,gap_targeted,0.5,0
BcW6Y7eufQE_000239_000249,1,gap_targeted,0.5,0
BcW6Y7eufQE_000239_000249,2,gap_targeted,0.5,1
BcW6Y7eufQE_000239_000249,3,gap_targeted,0.0,0
BcW6Y7eufQE_000239_000249,4,gap_targeted,1.0,0
BcW6Y7eufQE_000239_000249,0,baseline,1.0,0
BcW6Y7eufQE_000239_000249,1,baseline,0.0,0
BcW6Y7eufQE_000239_000249,2,baseline,0.5,1
BcW6Y7eufQE_000239_000249,3,baseline,0.0,0
BcW6Y7eufQE_000239_000249,4,baseline,1.0,0
Bss3WwpDdS8_000041_000051,0,gap_targeted,0.0,0
Bss3WwpDdS8_000041_000051,1,gap_targeted,0.0,1
Bss3WwpDdS8_000041_000051,2,gap_targeted,0.0,0
Bss3WwpDdS8_000041_000051,3,gap_targeted,0.5,0
Bss3WwpDdS8_000041_000051,4,gap_targeted,0.0,1
Bss3WwpDdS8_000041_000051,0,baseline,0.0,0
Bss3WwpDdS8_000041_000051,1,baseline,0.0,1
Bss3WwpDdS8_000041_000051,2,baseline,0.0,0
Bss3WwpDdS8_000041_000051,3,baseline,0.5,0
Bss3WwpDdS8_000041_000051,4,baseline,0.0,1
Ccgwurislg8_000082_000092,0,baseline,0.0,0
Ccgwurislg8_000082_000092,1,baseline,0.0,0
Ccgwurislg8_000082_000092,2,baseline,0.0,1
Ccgwurislg8_000082_000092,3,baseline,0.0,0
Ccgwurislg8_000082_000092,4,baseline,0.0,0
Ccgwurislg8_000082_000092,0,gap_targeted,0.0,0
Ccgwurislg8_000082_000092,1,gap_targeted,0.0,0
Ccgwurislg8_000082_000092,2,gap_targeted,0.0,1
Ccgwurislg8_000082_000092,3,gap_targeted,0.0,0
Ccgwurislg8_000082_000092,4,gap_targeted,0.0,0
D297atE3gag_000203_000213,0,baseline,1.0,1
D297atE3gag_000203_000213,1,baseline,0.0,0
D297atE3gag_000203_000213,2,baseline,0.5,1
D297atE3gag_000203_000213,3,baseline,0.5,0
D297atE3gag_000203_000213,4,baseline,0.0,0
D297atE3gag_000203_000213,0,gap_targeted,1.0,1
D297atE3gag_000203_000213,1,gap_targeted,0.0,0
D297atE3gag_000203_000213,2,gap_targeted,0.5,1
D297atE3gag_000203_000213,3,gap_targeted,0.5,0
D297atE3gag_000203_000213,4,gap_targeted,0.0,0
EA3HCx0yTIY_000281_000291,0,gap_targeted,1.0,1
EA3HCx0yTIY_000281_000291,1,gap_targeted,0.5,0
EA3HCx0yTIY_000281_000291,2,gap_targeted,1.0,0
EA3HCx0yTIY_000281_000291,3,gap_targeted,1.0,1
EA3HCx0yTIY_000281_000291,4,gap_targeted,0.5,0
EA3HCx0yTIY_000281_000291,0,baseline,1.0,1
EA3HCx0yTIY_000281_000291,1,baseline,0.5,0
EA3HCx0yTIY_000281_000291,2,baseline,1.0,0
EA3HCx0yTIY_000281_000291,3,baseline,0.5,1
EA3HCx0yTIY_000281_000291,4,baseline,0.5,0
F-mRnL_XmJU_000000_000010,0,baseline,0.0,0
F-mRnL_XmJU_000000_000010,1,baseline,0.0,0
F-mRnL_XmJU_000000_000010,2,baseline,1.0,1
F-mRnL_XmJU_000000_000010,3,baseline,0.0,0
F-mRnL_XmJU_000000_000010,4,baseline,0.5,1
F-mRnL_XmJU_000000_000010,0,gap_targeted,0.0,0
F-mRnL_XmJU_000000_000010,1,gap_targeted,0.0,0
F-mRnL_XmJU_000000_000010,2,gap_targeted,1.0,1
F-mRnL_XmJU_000000_000010,3,gap_targeted,0.0,0
F-mRnL_XmJU_000000_000010,4,gap_targeted,1.0,1
GOH6fBhoi2o_000010_000020,0,baseline,0.0,0
GOH6fBhoi2o_000010_000020,1,baseline,0.5,0
GOH6fBhoi2o_000010_000020,2,baseline,0.5,0
GOH6fBhoi2o_000010_000020,3,baseline,0.0,0
GOH6fBhoi2o_000010_000020,4,baseline,0.0,0
GOH6fBhoi2o_000010_000020,0,gap_targeted,0.0,0
GOH6fBhoi2o_000010_000020,1,gap_targeted,0.5,0
GOH6fBhoi2o_000010_000020,2,gap_targeted,1.0,0
GOH6fBhoi2o_000010_000020,3,gap_targeted,0.0,0
GOH6fBhoi2o_000010_000020,4,gap_targeted,1.0,0
HpRmj5ce32c_000001_000011,0,baseline,1.0,0
HpRmj5ce32c_000001_000011,1,baseline,1.0,0
HpRmj5ce32c_000001_000011,2,baseline,1.0,0
HpRmj5ce32c_000001_000011,3,baseline,0.5,1
HpRmj5ce32c_000001_000011,4,baseline,0.0,0
HpRmj5ce32c_000001_000011,0,gap_targeted,1.0,0
HpRmj5ce32c_000001_000011,1,gap_targeted,0.0,0
HpRmj5ce32c_000001_000011,2,gap_targeted,1.0,0
HpRmj5ce32c_000001_000011,3,gap_targeted,0.5,1
HpRmj5ce32c_000001_000011,4,gap_targeted,0.0,0
N-LZPc27kjM_000229_000239,0,gap_targeted,0.0,0
N-LZPc27kjM_000229_000239,1,gap_targeted,0.5,0
N-LZPc27kjM_000229_000239,2,gap_targeted,0.0,0
N-LZPc27kjM_000229_000239,3,gap_targeted,0.0,1
N-LZPc27kjM_000229_000239,4,gap_targeted,0.0,0
N-LZPc27kjM_000229_000239,0,baseline,0.0,0
N-LZPc27kjM_000229_000239,1,baseline,1.0,0
N-LZPc27kjM_000229_000239,2,baseline,1.0,0
N-LZPc27kjM_000229_000239,3,baseline,0.0,1
N-LZPc27kjM_000229_000239,4,baseline,0.0,0
OASCPKazLIM_000132_000142,0,baseline,1.0,1
OASCPKazLIM_000132_000142,1,baseline,0.0,0
OASCPKazLIM_000132_000142,2,baseline,0.0,1
OASCPKazLIM_000132_000142,3,baseline,0.0,1
OASCPKazLIM_000132_000142,4,baseline,0.0,0
OASCPKazLIM_000132_000142,0,gap_targeted,1.0,1
OASCPKazLIM_000132_000142,1,gap_targeted,0.0,0
OASCPKazLIM_000132_000142,2,gap_targeted,0.0,1
OASCPKazLIM_000132_000142,3,gap_targeted,0.0,1
OASCPKazLIM_000132_000142,4,gap_targeted,0.5,0
RjPp0ZPW0yc_000000_000010,0,baseline,1.0,0
RjPp0ZPW0yc_000000_000010,1,baseline,0.5,0
RjPp0ZPW0yc_000000_000010,2,baseline,0.0,1
RjPp0ZPW0yc_000000_000010,3,baseline,0.0,0
RjPp0ZPW0yc_000000_000010,4,baseline,0.0,0
RjPp0ZPW0yc_000000_000010,0,gap_targeted,1.0,0
RjPp0ZPW0yc_000000_000010,1,gap_targeted,0.5,0
RjPp0ZPW0yc_000000_000010,2,gap_targeted,1.0,1
RjPp0ZPW0yc_000000_000010,3,gap_targeted,0.0,0
RjPp0ZPW0yc_000000_000010,4,gap_targeted,0.0,0
RlfVK8z5wJ0_000000_000010,0,baseline,1.0,0
RlfVK8z5wJ0_000000_000010,1,baseline,1.0,0
RlfVK8z5wJ0_000000_000010,2,baseline,1.0,0
RlfVK8z5wJ0_000000_000010,3,baseline,0.0,0
RlfVK8z5wJ0_000000_000010,4,baseline,0.0,1
RlfVK8z5wJ0_000000_000010,0,gap_targeted,0.0,0
RlfVK8z5wJ0_000000_000010,1,gap_targeted,1.0,0
RlfVK8z5wJ0_000000_000010,2,gap_targeted,0.5,0
RlfVK8z5wJ0_000000_000010,3,gap_targeted,1.0,0
RlfVK8z5wJ0_000000_000010,4,gap_targeted,0.0,1
S-C86j0keqc_000217_000227,0,gap_targeted,0.0,0
S-C86j0keqc_000217_000227,1,gap_targeted,1.0,0
S-C86j0keqc_000217_000227,2,gap_targeted,0.5,1
S-C86j0keqc_000217_000227,3,gap_targeted,0.0,0
S-C86j0keqc_000217_000227,4,gap_targeted,0.0,1
S-C86j0keqc_000217_000227,0,baseline,0.0,0
S-C86j0keqc_000217_000227,1,baseline,1.0,0
S-C86j0keqc_000217_000227,2,baseline,0.5,1
S-C86j0keqc_000217_000227,3,baseline,0.0,0
S-C86j0keqc_000217_000227,4,baseline,0.0,1
ShSSAEfnyDs_000000_000010,0,gap_targeted,0.5,0
ShSSAEfnyDs_000000_000010,1,gap_targeted,1.0,1
ShSSAEfnyDs_000000_000010,2,gap_targeted,0.0,0
ShSSAEfnyDs_000000_000010,3,gap_targeted,0.0,1
ShSSAEfnyDs_000000_000010,4,gap_targeted,0.0,0
ShSSAEfnyDs_000000_000010,0,baseline,0.0,0
ShSSAEfnyDs_000000_000010,1,baseline,1.0,1
ShSSAEfnyDs_000000_000010,2,baseline,0.0,0
ShSSAEfnyDs_000000_000010,3,baseline,0.0,1
ShSSAEfnyDs_000000_000010,4,baseline,0.0,0
Xdz1cxEjLYc_000007_000017,0,gap_targeted,0.5,0
Xdz1cxEjLYc_000007_000017,1,gap_targeted,0.0,0
Xdz1cxEjLYc_000007_000017,2,gap_targeted,0.5,1
Xdz1cxEjLYc_000007_000017,3,gap_targeted,1.0,1
Xdz1cxEjLYc_000007_000017,4,gap_targeted,0.0,1
Xdz1cxEjLYc_000007_000017,0,baseline,0.5,0
Xdz1cxEjLYc_000007_000017,1,baseline,1.0,0
Xdz1cxEjLYc_000007_000017,2,baseline,0.0,1
Xdz1cxEjLYc_000007_000017,3,baseline,1.0,1
Xdz1cxEjLYc_000007_000017,4,baseline,0.0,1
Z5w-wkrjHuw_000345_000355,0,baseline,1.0,0
Z5w-wkrjHuw_000345_000355,1,baseline,0.5,0
Z5w-wkrjHuw_000345_000355,2,baseline,0.0,1
Z5w-wkrjHuw_000345_000355,3,baseline,0.5,0
Z5w-wkrjHuw_000345_000355,4,baseline,0.0,0
Z5w-wkrjHuw_000345_000355,0,gap_targeted,1.0,0
Z5w-wkrjHuw_000345_000355,1,gap_targeted,1.0,0
Z5w-wkrjHuw_000345_000355,2,gap_targeted,0.5,1
Z5w-wkrjHuw_000345_000355,3,gap_targeted,0.5,0
Z5w-wkrjHuw_000345_000355,4,gap_targeted,0.0,0
ZcYB6tPK2Eo_000138_000148,0,gap_targeted,1.0,0
ZcYB6tPK2Eo_000138_000148,1,gap_targeted,1.0,0
ZcYB6tPK2Eo_000138_000148,2,gap_targeted,1.0,0
ZcYB6tPK2Eo_000138_000148,3,gap_targeted,0.5,0
ZcYB6tPK2Eo_000138_000148,4,gap_targeted,0.0,1
ZcYB6tPK2Eo_000138_000148,0,baseline,1.0,0
ZcYB6tPK2Eo_000138_000148,1,baseline,1.0,0
ZcYB6tPK2Eo_000138_000148,2,baseline,1.0,0
ZcYB6tPK2Eo_000138_000148,3,baseline,0.0,0
ZcYB6tPK2Eo_000138_000148,4,baseline,0.0,1
_TKzyWZHjm8_000002_000012,0,baseline,0.0,0
_TKzyWZHjm8_000002_000012,1,baseline,0.0,0
_TKzyWZHjm8_000002_000012,2,baseline,0.0,0
_TKzyWZHjm8_000002_000012,3,baseline,1.0,0
_TKzyWZHjm8_000002_000012,4,baseline,0.0,0
_TKzyWZHjm8_000002_000012,0,gap_targeted,0.0,0
_TKzyWZHjm8_000002_000012,1,gap_targeted,0.0,0
_TKzyWZHjm8_000002_000012,2,gap_targeted,0.0,0
_TKzyWZHjm8_000002_000012,3,gap_targeted,1.0,0
_TKzyWZHjm8_000002_000012,4,gap_targeted,0.0,0
_oAKCHh_Av4_000003_000013,0,baseline,0.0,0
_oAKCHh_Av4_000003_000013,1,baseline,0.5,1
_oAKCHh_Av4_000003_000013,2,baseline,0.0,0
_oAKCHh_Av4_000003_000013,3,baseline,0.5,0
_oAKCHh_Av4_000003_000013,4,baseline,0.0,0
_oAKCHh_Av4_000003_000013,0,gap_targeted,0.0,0
_oAKCHh_Av4_000003_000013,1,gap_targeted,0.5,1
_oAKCHh_Av4_000003_000013,2,gap_targeted,0.0,0
_oAKCHh_Av4_000003_000013,3,gap_targeted,1.0,0
_oAKCHh_Av4_000003_000013,4,gap_targeted,1.0,0
bgt29znHCzs_000343_000353,0,gap_targeted,1.0,1
bgt29znHCzs_000343_000353,1,gap_targeted,0.5,1
bgt29znHCzs_000343_000353,2,gap_targeted,0.0,0
bgt29znHCzs_000343_000353,3,gap_targeted,0.0,0
bgt29znHCzs_000343_000353,4,gap_targeted,0.0,0
bgt29znHCzs_000343_000353,0,baseline,1.0,1
bgt29znHCzs_000343_000353,1,baseline,0.5,1
bgt29znHCzs_000343_000353,2,baseline,0.0,0
bgt29znHCzs_000343_000353,3,baseline,0.0,0
bgt29znHCzs_000343_000353,4,baseline,0.0,0
c_gQ9CSaZY4_000000_000010,0,baseline,1.0,0
c_gQ9CSaZY4_000000_000010,1,baseline,0.5,0
c_gQ9CSaZY4_000000_000010,2,baseline,0.0,1
c_gQ9CSaZY4_000000_000010,3,baseline,0.0,0
c_gQ9CSaZY4_000000_000010,4,baseline,1.0,0
c_gQ9CSaZY4_000000_000010,0,gap_targeted,0.5,0
c_gQ9CSaZY4_000000_000010,1,gap_targeted,1.0,0
c_gQ9CSaZY4_000000_000010,2,gap_targeted,1.0,1
c_gQ9CSaZY4_000000_000010,3,gap_targeted,1.0,0
c_gQ9CSaZY4_000000_000010,4,gap_targeted,1.0,0
crjesEwF0Ks_000197_000207,0,gap_targeted,0.0,0
crjesEwF0Ks_000197_000207,1,gap_targeted,1.0,1
crjesEwF0Ks_000197_000207,2,gap_targeted,0.0,0
crjesEwF0Ks_000197_000207,3,gap_targeted,0.5,0
crjesEwF0Ks_000197_000207,4,gap_targeted,1.0,0
crjesEwF0Ks_000197_000207,0,baseline,0.0,0
crjesEwF0Ks_000197_000207,1,baseline,1.0,1
crjesEwF0Ks_000197_000207,2,baseline,0.0,0
crjesEwF0Ks_000197_000207,3,baseline,0.5,0
crjesEwF0Ks_000197_000207,4,baseline,1.0,0
d7_SY48r__8_000060_000070,0,gap_targeted,0.0,0
d7_SY48r__8_000060_000070,1,gap_targeted,0.0,0
d7_SY48r__8_000060_000070,2,gap_targeted,0.0,0
d7_SY48r__8_000060_000070,3,gap_targeted,0.0,1
d7_SY48r__8_000060_000070,4,gap_targeted,0.0,0
d7_SY48r__8_000060_000070,0,baseline,0.0,0
d7_SY48r__8_000060_000070,1,baseline,0.0,0
d7_SY48r__8_000060_000070,2,baseline,0.0,0
d7_SY48r__8_000060_000070,3,baseline,0.0,1
d7_SY48r__8_000060_000070,4,baseline,0.0,0
dlBeUWrse3I_000019_000029,0,gap_targeted,1.0,1
dlBeUWrse3I_000019_000029,1,gap_targeted,1.0,0
dlBeUWrse3I_000019_000029,2,gap_targeted,0.5,1
dlBeUWrse3I_000019_000029,3,gap_targeted,0.0,0
dlBeUWrse3I_000019_000029,4,gap_targeted,1.0,0
dlBeUWrse3I_000019_000029,0,baseline,1.0,1
dlBeUWrse3I_000019_000029,1,baseline,1.0,0
dlBeUWrse3I_000019_000029,2,baseline,0.5,1
dlBeUWrse3I_000019_000029,3,baseline,0.0,0
dlBeUWrse3I_000019_000029,4,baseline,1.0,0
eb-ufaFcUas_000008_000018,0,gap_targeted,0.0,0
eb-ufaFcUas_000008_000018,1,gap_targeted,1.0,1
eb-ufaFcUas_000008_000018,2,gap_targeted,0.0,0
eb-ufaFcUas_000008_000018,3,gap_targeted,0.0,0
eb-ufaFcUas_000008_000018,4,gap_targeted,0.0,0
eb-ufaFcUas_000008_000018,0,baseline,0.0,0
eb-ufaFcUas_000008_000018,1,baseline,1.0,1
eb-ufaFcUas_000008_000018,2,baseline,0.0,0
eb-ufaFcUas_000008_000018,3,baseline,0.0,0
eb-ufaFcUas_000008_000018,4,baseline,0.0,0
g8Idd47kGqo_000037_000047,0,gap_targeted,0.0,0
g8Idd47kGqo_000037_000047,1,gap_targeted,0.0,0
g8Idd47kGqo_000037_000047,2,gap_targeted,1.0,0
g8Idd47kGqo_000037_000047,3,gap_targeted,0.0,0
g8Idd47kGqo_000037_000047,4,gap_targeted,0.0,0
g8Idd47kGqo_000037_000047,0,baseline,0.0,0
g8Idd47kGqo_000037_000047,1,baseline,0.0,0
g8Idd47kGqo_000037_000047,2,baseline,0.5,0
g8Idd47kGqo_000037_000047,3,baseline,0.0,0
g8Idd47kGqo_000037_000047,4,baseline,0.0,0
gFBO3zrod9Y_000005_000015,0,baseline,1.0,0
gFBO3zrod9Y_000005_000015,1,baseline,0.0,0
gFBO3zrod9Y_000005_000015,2,baseline,0.5,0
gFBO3zrod9Y_000005_000015,3,baseline,0.0,0
gFBO3zrod9Y_000005_000015,4,baseline,0.5,0
gFBO3zrod9Y_000005_000015,0,gap_targeted,0.5,0
gFBO3zrod9Y_000005_000015,1,gap_targeted,0.0,0
gFBO3zrod9Y_000005_000015,2,gap_targeted,0.5,0
gFBO3zrod9Y_000005_000015,3,gap_targeted,0.5,0
gFBO3zrod9Y_000005_000015,4,gap_targeted,0.0,0
h8wsO9A9v_c_000016_000026,0,gap_targeted,0.0,0
h8wsO9A9v_c_000016_000026,1,gap_targeted,0.0,0
h8wsO9A9v_c_000016_000026,2,gap_targeted,0.5,1
h8wsO9A9v_c_000016_000026,3,gap_targeted,0.0,0
h8wsO9A9v_c_000016_000026,4,gap_targeted,0.0,0
h8wsO9A9v_c_000016_000026,0,baseline,0.0,0
h8wsO9A9v_c_000016_000026,1,baseline,0.0,0
h8wsO9A9v_c_000016_000026,2,baseline,0.0,1
h8wsO9A9v_c_000016_000026,3,baseline,0.0,0
h8wsO9A9v_c_000016_000026,4,baseline,0.0,0
