video_id,category,ok,msg,alignment_cosine,accessibility_gap,description_gain,audio_only_ok,video_mean_lh,video_mean_rh,video_ad_mean_lh,video_ad_mean_rh
GOH6fBhoi2o_000010_000020,Entertainment,True,"gap 0.396, DG -0.641",0.0,0.3961782650029143,-0.6411825201878115,True,-0.03419023007154465,-0.005138747859746218,-0.03419023007154465,-0.005138747859746218
bgt29znHCzs_000343_000353,Sports,True,"gap 0.138, DG -0.324",0.9867360693697121,0.13765484813168005,-0.3242362712273048,True,0.01603098213672638,0.04205721244215965,0.004656719043850899,0.029052916914224625
0m0-Q0zz_-c_000112_000122,How-to & Instructional,True,"gap 0.060, DG -0.090",0.8129998846011107,0.06007087608244499,-0.09042841386298583,True,0.04626638442277908,0.04257883131504059,-0.018406488001346588,-0.012440135702490807
Ccgwurislg8_000082_000092,How-to & Instructional,True,"gap 0.261, DG -0.300",0.0,0.26079431953837284,-0.29950687525160175,True,0.026090383529663086,0.03839811682701111,0.026090383529663086,0.03839811682701111
1YemrpNBpf4_000001_000011,Entertainment,True,"gap 0.145, DG -0.145",0.9802584066936912,0.14508910167583222,-0.14497626938464525,True,0.00899475533515215,0.02807977795600891,-0.008499927818775177,0.011584751307964325
D297atE3gag_000203_000213,How-to & Instructional,True,"gap 0.088, DG -0.015",0.9697436708784817,0.08751459644998993,-0.015457330812422954,True,0.048178013414144516,0.05306921526789665,0.04204495623707771,0.04399532452225685
Z5w-wkrjHuw_000345_000355,Entertainment,True,"gap 0.088, DG -0.396",0.9999999999983852,0.08805246984084747,-0.3962320615444055,True,0.001923458301462233,0.048087626695632935,0.001923458301462233,0.048087626695632935
ZcYB6tPK2Eo_000138_000148,How-to & Instructional,True,"gap 0.256, DG -0.125",0.9770208526403565,0.25646987169948376,-0.12543279078259517,True,0.03216222673654556,0.016268540173768997,0.03151748329401016,0.027143409475684166
0t0DB1B1w8Y_000000_000010,Sports,True,"gap 0.072, DG -0.530",0.0,0.07205117390908244,-0.530134258543014,True,0.00472376961261034,0.025482352823019028,0.00472376961261034,0.025482352823019028
1-jIze6gy0g_000026_000036,How-to & Instructional,True,"gap 0.181, DG -0.696",0.0,0.18127637388283402,-0.6960325611427942,True,-0.011715201660990715,0.007389037869870663,-0.011715201660990715,0.007389037869870663
AEkLDauJVi0_000069_000079,Food & Cooking,True,"gap 0.293, DG -0.070",0.9956350417005116,0.2927704809327547,-0.07002787703105784,True,0.03128077834844589,0.03861305117607117,0.02451314963400364,0.03310053423047066
gFBO3zrod9Y_000005_000015,People & Vlogs,True,"gap 0.171, DG -0.024",0.9822662711684517,0.17114612043899524,-0.0243201889196617,True,0.04645146057009697,0.06907372176647186,0.05531037226319313,0.08484537154436111
1kLhK8KfIEw_000020_000030,How-to & Instructional,True,"gap 0.332, DG -0.477",0.0,0.3315123449046128,-0.47696340627222894,True,-0.017306184396147728,0.009363565593957901,-0.017306184396147728,0.009363565593957901
21T1JDdJgsM_000047_000057,Entertainment,True,"gap 0.098, DG -0.532",0.989744801849075,0.09763596318416057,-0.5321488745773904,True,0.002900947816669941,0.030518298968672752,0.0018540900200605392,0.029389750212430954
750QhTe9Z4U_000000_000010,People & Vlogs,True,"gap 0.147, DG -0.353",0.9980255376621668,0.14713961311655743,-0.3529094155897128,True,0.00026342677301727235,0.016569100320339203,0.00531347282230854,0.02223195694386959
lgJywzzdUC8_000000_000010,Event,True,"gap 0.267, DG -0.375",0.9881697079061769,0.2670980013596652,-0.37512101096802597,True,0.0013926958199590445,0.018046747893095016,-0.009043547324836254,0.010387352667748928
A0e7Z55s8pE_000008_000018,How-to & Instructional,True,"gap 0.200, DG -0.214",0.9840620116192864,0.20038740685368284,-0.21432209918925038,True,-0.00748177245259285,0.018835589289665222,-0.0032778962049633265,0.0280910637229681
Xdz1cxEjLYc_000007_000017,Food & Cooking,True,"gap 0.086, DG -0.182",0.9796780574890843,0.08644013184582944,-0.18165979263847076,True,-0.007823244668543339,0.028061848133802414,-0.017593469470739365,0.016377320513129234
HpRmj5ce32c_000001_000011,Sports,True,"gap 0.276, DG -0.541",0.9969033955437425,0.276380794057565,-0.5413952395316871,True,-0.016300557181239128,0.01091595459729433,-0.018065987154841423,0.009764579124748707
dlBeUWrse3I_000019_000029,How-to & Instructional,True,"gap 0.194, DG -0.073",0.9755564175950455,0.1937591584360412,-0.07270852125401539,True,0.015582102350890636,0.018320055678486824,0.012580938637256622,0.024104157462716103
yBO8rAMeqjc_000007_000017,"Education, Seminar & Talks",True,"gap 0.216, DG -0.438",0.9999999999972835,0.21581907279355772,-0.4375882700531658,True,0.01311402302235365,0.039737433195114136,0.01311402302235365,0.039737433195114136
c_gQ9CSaZY4_000000_000010,How-to & Instructional,True,"gap 0.216, DG -0.177",0.0,0.21586985493136313,-0.17734835096821178,True,0.024012623354792595,0.031975213438272476,0.024012623354792595,0.031975213438272476
1HUWWCLza0w_000000_000010,Sports,True,"gap 0.134, DG -0.258",0.97476659377902,0.13448063106879748,-0.25827869415906424,True,0.010834800079464912,0.04293195903301239,0.004840506240725517,0.033790223300457
Bss3WwpDdS8_000041_000051,People & Vlogs,True,"gap 0.082, DG -0.271",0.9968915529960043,0.08183499042899356,-0.27074525945690897,True,0.013369400054216385,0.05296909809112549,0.013456219807267189,0.0544358566403389
rGQ64NXktF8_000006_000016,People & Vlogs,True,"gap 0.108, DG -0.548",0.0,0.10773152569050348,-0.548347294843812,True,0.005911787040531635,0.022729380056262016,0.005911787040531635,0.022729380056262016
jeweRSnAJeo_000050_000060,Film & Animation,True,"gap 0.314, DG -0.316",0.0,0.3140341851728842,-0.31579917844085925,True,-0.02196764200925827,-0.008190413936972618,-0.02196764200925827,-0.008190413936972618
crjesEwF0Ks_000197_000207,How-to & Instructional,True,"gap 0.323, DG -0.286",0.9999999999983215,0.3233000293028674,-0.28558791281467105,True,-0.013045786879956722,0.0024141264148056507,-0.013045786879956722,0.0024141264148056507
iZP6gjlr_nM_000113_000123,How-to & Instructional,True,"gap 0.231, DG -0.437",0.998157530018204,0.23138371134517244,-0.4365709788667665,True,0.007965809665620327,0.034019406884908676,0.004420148208737373,0.030245408415794373
9eBhetL8n5Q_000222_000232,People & Vlogs,True,"gap 0.087, DG -0.049",0.9739274065493341,0.08706709611323915,-0.049417324571880195,True,0.059913091361522675,0.0814281702041626,0.06493329256772995,0.08516997843980789
zTJ0Zbv1jBo_000045_000055,Health & Wellness,True,"gap 0.157, DG -0.054",0.9314506543073892,0.15725142385544388,-0.053564317443915654,True,0.05718746781349182,0.0702655091881752,0.049949876964092255,0.0642608180642128
h8wsO9A9v_c_000016_000026,People & Vlogs,True,"gap 0.054, DG -0.438",0.0,0.05415916608269211,-0.4383317392303352,True,0.02697123773396015,0.05291357263922691,0.02697123773396015,0.05291357263922691
iGmGQxox43I_000000_000010,How-to & Instructional,True,"gap 0.074, DG -0.025",0.9885199242799947,0.07374964623506675,-0.02454270454573504,True,0.07713189721107483,0.07333296537399292,0.061762310564517975,0.06605679541826248
