video_id,window,condition,dominant_type,second_type,ad_text,profile_alignment,dominant_keyword_coverage,weighted_keyword_coverage,specificity_score,word_count
1HUWWCLza0w_000000_000010,4,gap_targeted,motion_action,object_body,Basketball arcs through hoop.,,0.0,0.0,0.0,4
1HUWWCLza0w_000000_000010,1,baseline,visual_form,scene_spatial,He launches the basketball; it arcs and swishes through the hoop.,0.05088821994337688,0.0,0.048609901335714134,0.09090909090909091,11
1HUWWCLza0w_000000_000010,1,gap_targeted,visual_form,scene_spatial,Basketball arcs gracefully through hoop above court.,,0.0,0.0,0.0,7
1HUWWCLza0w_000000_000010,3,baseline,visual_form,face_character,Basketball swishes through the hoop. Young man smiles triumphantly.,0.5864826977818439,0.0,0.6518037773880092,0.2222222222222222,9
1HUWWCLza0w_000000_000010,3,gap_targeted,visual_form,face_character,"Basketball arcs through air, swishes net cleanly. Young man grins widely.",0.5864826977818439,0.0,0.3259018886940046,0.09090909090909091,11
1YemrpNBpf4_000001_000011,2,baseline,object_body,visual_form,Person in pink pulls waxing strip from man's chest.,,0.0,0.0,0.0,9
1YemrpNBpf4_000001_000011,2,gap_targeted,object_body,visual_form,Waxing strip ripped from his bare chest.,0.30399365751350155,0.0,0.09720573694048612,0.14285714285714285,7
1YemrpNBpf4_000001_000011,4,baseline,scene_spatial,visual_form,Waxing strip ripped from man's chest; he screams.,0.1473540422537904,0.0,0.100850958706796,0.125,8
1YemrpNBpf4_000001_000011,4,gap_targeted,scene_spatial,visual_form,A person in pink approaches from the side of the room.,,0.0,0.0,0.0,11
1YemrpNBpf4_000001_000011,3,baseline,scene_spatial,visual_form,Waxing strip pulled from chest; man screams.,0.27018160948553394,0.0,0.07204064131042259,0.14285714285714285,7
1YemrpNBpf4_000001_000011,3,gap_targeted,scene_spatial,visual_form,Indoor room setting. Man and person in pink positioned close together.,0.7672750580781729,1.5,0.2893262675107841,0.18181818181818182,11
1YemrpNBpf4_000001_000011,0,baseline,motion_action,object_body,Man in white face paint screams as waxing strip is pulled.,0.25209557398407123,0.0,0.5943412910176944,0.09090909090909091,11
1YemrpNBpf4_000001_000011,1,baseline,object_body,motion_action,A waxing strip is yanked from his chest.,0.1813674922817306,0.0,0.11195313173696242,0.125,8
1YemrpNBpf4_000001_000011,1,gap_targeted,object_body,motion_action,Waxing strip yanked from bare chest.,,0.0,0.0,0.0,6
1kLhK8KfIEw_000020_000030,4,baseline,scene_spatial,motion_action,Man with leaf blower clears parking lot debris methodically.,0.15044146373180892,0.0,0.19466354258727214,0.1111111111111111,9
1kLhK8KfIEw_000020_000030,4,gap_targeted,scene_spatial,motion_action,Parking lot with cars surrounding a man using leaf blower.,0.15044146373180892,0.0,0.19466354258727214,0.1,10
1kLhK8KfIEw_000020_000030,3,baseline,scene_spatial,motion_action,Man with backpack blower clears parking lot leaves.,0.1272165537720671,0.0,0.09414331801866438,0.125,8
1kLhK8KfIEw_000020_000030,3,gap_targeted,scene_spatial,motion_action,Parking lot with parked cars surrounding the man clearing leaves.,0.1272165537720671,0.0,0.09414331801866438,0.1,10
1kLhK8KfIEw_000020_000030,2,baseline,scene_spatial,face_character,Man with backpack blower clears parking lot leaves.,0.11986431040076621,0.0,0.16000879886503228,0.125,8
1kLhK8KfIEw_000020_000030,2,gap_targeted,scene_spatial,face_character,A parking lot with parked cars surrounding the man working.,0.11986431040076621,0.0,0.16000879886503228,0.1,10
1kLhK8KfIEw_000020_000030,1,baseline,scene_spatial,face_character,Man with leaf blower clears parking lot debris.,0.11698093806359625,0.0,0.16751916019129826,0.125,8
1kLhK8KfIEw_000020_000030,1,gap_targeted,scene_spatial,face_character,Parking lot with parked cars surrounding the work area.,,0.0,0.0,0.0,9
1kLhK8KfIEw_000020_000030,0,baseline,scene_spatial,object_body,Man in headphones operates leaf blower in parking lot.,0.15271003254842777,0.0,0.14148405992126695,0.1111111111111111,9
1kLhK8KfIEw_000020_000030,0,gap_targeted,scene_spatial,object_body,A parking lot with scattered parked cars surrounding a man using a leaf blower.,0.15271003254842777,0.0,0.14148405992126695,0.07142857142857142,14
21T1JDdJgsM_000047_000057,4,baseline,visual_form,motion_action,"Rock ricochets, hitting jet ski rider into water.",0.37071620457829324,0.0,0.2659343959687289,0.125,8
21T1JDdJgsM_000047_000057,4,gap_targeted,visual_form,motion_action,Bright sunlight glints off rippling water as rock skips.,,0.0,0.0,0.0,9
21T1JDdJgsM_000047_000057,0,gap_targeted,scene_spatial,motion_action,"Lakeside setting: woman in green, two men positioned near water's edge.",0.6389366598726958,1.5,0.2704859570435971,0.09090909090909091,11
21T1JDdJgsM_000047_000057,2,baseline,visual_form,scene_spatial,"Rock bounces wildly, striking jet ski rider into water.",0.12976954919094585,0.0,0.05502048266786225,0.1111111111111111,9
21T1JDdJgsM_000047_000057,2,gap_targeted,visual_form,scene_spatial,Bright sunlight glints off rippling water. Rock skips across lake surface.,,0.0,0.0,0.0,11
21T1JDdJgsM_000047_000057,3,baseline,visual_form,scene_spatial,"Rock ricochets, hitting jet ski rider into water.",0.11713403192471691,0.0,0.03849598430760515,0.125,8
21T1JDdJgsM_000047_000057,3,gap_targeted,visual_form,scene_spatial,Water splashes bright; jet ski gleams in sunlight.,0.11713403192471691,0.0,0.03849598430760515,0.125,8
21T1JDdJgsM_000047_000057,1,baseline,visual_form,motion_action,"Rock ricochets, striking jet ski rider into water.",0.32208302346928747,0.0,0.08859221382353483,0.125,8
21T1JDdJgsM_000047_000057,1,gap_targeted,visual_form,motion_action,"Sunlit lake, green shirt, rock skipping across water surface.",,0.0,0.0,0.0,9
21T1JDdJgsM_000047_000057,5,baseline,visual_form,object_body,Rock hits jet ski rider.,0.04675063151045367,0.0,0.013501059686228944,0.2,5
21T1JDdJgsM_000047_000057,5,gap_targeted,visual_form,object_body,Bright splash of water erupts.,,0.0,0.0,0.0,5
2kJxrcNRS9w_000047_000057,4,baseline,visual_form,face_character,Young girl performs cartwheels and flips on grass outdoors.,,0.0,0.0,0.0,9
2kJxrcNRS9w_000047_000057,4,gap_targeted,visual_form,face_character,Bright sky frames her arcing body silhouetted mid-flip.,0.14569676940842646,0.0,0.32997544025435444,0.1111111111111111,8
2kJxrcNRS9w_000047_000057,0,baseline,visual_form,motion_action,Young girl performs cartwheels and flips on grass outdoors.,,0.0,0.0,0.0,9
2kJxrcNRS9w_000047_000057,0,gap_targeted,visual_form,motion_action,Bright sky frames a girl's inverted body mid-flip.,,0.0,0.0,0.0,8
2kJxrcNRS9w_000047_000057,1,baseline,visual_form,scene_spatial,Girl performs cartwheels and flips on sunny grass.,,0.0,0.0,0.0,8
2kJxrcNRS9w_000047_000057,1,gap_targeted,visual_form,scene_spatial,Bright blue sky with white clouds frames her gymnastics movements.,0.05855091248347524,0.0,0.05030659253823477,0.1,10
2kJxrcNRS9w_000047_000057,2,baseline,visual_form,scene_spatial,Girl performs cartwheels and flips on grass outdoors.,,0.0,0.0,0.0,8
2kJxrcNRS9w_000047_000057,2,gap_targeted,visual_form,scene_spatial,Bright sky frames her arcing body mid-flip against green grass.,0.05114406223438629,0.0,0.03546131927955193,0.09090909090909091,10
2kJxrcNRS9w_000047_000057,3,baseline,visual_form,scene_spatial,Girl performs cartwheels and flips on grass.,,0.0,0.0,0.0,7
2kJxrcNRS9w_000047_000057,3,gap_targeted,visual_form,scene_spatial,Bright sky and green grass frame her athletic silhouette.,0.09937257574281552,0.0,0.05646179067346019,0.1111111111111111,9
2kJxrcNRS9w_000047_000057,5,baseline,visual_form,object_body,Girl performing gymnastics flips.,,0.0,0.0,0.0,4
2kJxrcNRS9w_000047_000057,5,gap_targeted,visual_form,object_body,Bright blue sky above.,,0.0,0.0,0.0,4
3su234u58DA_000172_000182,4,baseline,scene_spatial,visual_form,Energetic snowball fight erupts behind the speaking woman.,0.5705895215346354,0.0,0.320042561795337,0.125,8
3su234u58DA_000172_000182,4,gap_targeted,scene_spatial,visual_form,"A snowy park sprawls behind her, crowds scattered throughout throwing snowballs.",0.6038226712689738,1.5,0.677365942729797,0.2727272727272727,11
3su234u58DA_000172_000182,0,baseline,scene_spatial,object_body,Snowy park filled with people engaged in snowball fight.,0.7327580280710537,1.5,0.5383164550345481,0.2222222222222222,9
3su234u58DA_000172_000182,0,gap_targeted,scene_spatial,object_body,"Snowy park with crowd scattered across open field, trees surrounding.",0.6017878074145224,1.5,0.3609730882412476,0.1,10
3su234u58DA_000172_000182,1,baseline,scene_spatial,visual_form,A woman speaks while snowball fight erupts behind her.,0.04270765461349519,0.0,0.018227995434462796,0.1111111111111111,9
3su234u58DA_000172_000182,1,gap_targeted,scene_spatial,visual_form,"A snowy park with crowds scattered across an open field, trees framing the scene.",0.7769939013846885,1.5,0.468992391501189,0.07142857142857142,14
3su234u58DA_000172_000182,3,baseline,scene_spatial,visual_form,Energetic snowball fight erupts behind the speaking woman.,0.7959905697578588,0.0,0.3727237717276579,0.125,8
3su234u58DA_000172_000182,3,gap_targeted,scene_spatial,visual_form,"Snowy park surrounds them, crowd scattered across the field behind.",0.5333334792977753,1.5,0.3531774888022953,0.1,10
3su234u58DA_000172_000182,2,baseline,scene_spatial,visual_form,"Behind her, crowds energetically throw snowballs playfully.",0.05553272219824193,0.0,0.02876172230279095,0.2857142857142857,7
3su234u58DA_000172_000182,5,baseline,motion_action,object_body,Snowball fight continues behind her.,0.4648296068677013,0.0,0.8957778966768508,0.2,5
3su234u58DA_000172_000182,5,gap_targeted,motion_action,object_body,Snowballs fly energetically around her.,0.3523715574474396,0.0,0.9603342179577652,0.4,5
3ufJNSez5Is_000008_000018,4,baseline,scene_spatial,visual_form,"Man kneels, receiving phone from off-camera person.",0.08615964908600937,0.0,0.08819466439432466,0.25,7
3ufJNSez5Is_000008_000018,4,gap_targeted,scene_spatial,visual_form,Workshop scattered with pottery tools and finished pieces around them.,0.7036311362523706,1.5,0.5092938615735136,0.1,10
3ufJNSez5Is_000008_000018,0,baseline,scene_spatial,face_character,Woman shapes clay on spinning pottery wheel.,,0.0,0.0,0.0,7
3ufJNSez5Is_000008_000018,0,gap_targeted,scene_spatial,face_character,"Pottery workshop: woman at spinning wheel, man kneeling nearby reaching for phone.",0.2670037117543239,0.0,0.11965759267341863,0.08333333333333333,12
3ufJNSez5Is_000008_000018,1,baseline,scene_spatial,visual_form,Woman shapes clay on spinning wheel nearby.,,0.0,0.0,0.0,7
3ufJNSez5Is_000008_000018,1,gap_targeted,scene_spatial,visual_form,"Workshop studio: woman at spinning wheel, man kneeling nearby with phone.",0.031628068124173264,0.0,0.00946084479941478,0.09090909090909091,11
3ufJNSez5Is_000008_000018,3,baseline,scene_spatial,visual_form,Man kneeling accepts phone from off-camera person.,0.08281761085224615,0.0,0.03005941489986025,0.25,7
3ufJNSez5Is_000008_000018,3,gap_targeted,scene_spatial,visual_form,"Workshop setting: woman at spinning wheel, man kneeling nearby with phone.",0.4660206744631171,1.5,0.16914649748338662,0.18181818181818182,11
3ufJNSez5Is_000008_000018,2,baseline,visual_form,scene_spatial,"Woman shapes clay on spinning wheel; man kneels, receiving phone.",0.045487383701789744,0.0,0.012768684992638057,0.1,10
3ufJNSez5Is_000008_000018,2,gap_targeted,visual_form,scene_spatial,Clay vase takes rounded form beneath her hands.,0.04577941317428341,0.0,0.01817357777338119,0.25,8
750QhTe9Z4U_000000_000010,0,baseline,scene_spatial,face_character,"Young boy drives red tractor in grassy yard, supervised.",0.38186672707885577,0.0,0.20218312849186149,0.1111111111111111,9
750QhTe9Z4U_000000_000010,0,gap_targeted,scene_spatial,face_character,A boy operates a red tractor with front loader in a grassy yard.,0.38186672707885577,0.0,0.20218312849186149,0.07692307692307693,13
750QhTe9Z4U_000000_000010,1,baseline,motion_action,visual_form,Young boy confidently operates large red tractor with loader.,0.5043359818384019,0.0,0.10623531187768487,0.1111111111111111,9
750QhTe9Z4U_000000_000010,1,gap_targeted,motion_action,visual_form,"Boy steers tractor forward, hands gripping wheel confidently.",,0.0,0.0,0.0,8
750QhTe9Z4U_000000_000010,4,baseline,visual_form,scene_spatial,Young boy confidently operates large red tractor with front loader.,0.6386704758043313,1.5,0.1983417769223625,0.1,10
750QhTe9Z4U_000000_000010,4,gap_targeted,visual_form,scene_spatial,Large red tractor with front loader fills the frame.,0.6386704758043313,1.5,0.1983417769223625,0.1111111111111111,9
750QhTe9Z4U_000000_000010,2,baseline,visual_form,scene_spatial,Young boy confidently operates large red tractor with front loader.,0.9233259143833158,1.5,0.20801229105395003,0.1,10
750QhTe9Z4U_000000_000010,2,gap_targeted,visual_form,scene_spatial,Large red tractor with front loader fills the frame.,0.9233259143833158,1.5,0.20801229105395003,0.1111111111111111,9
750QhTe9Z4U_000000_000010,3,baseline,visual_form,scene_spatial,Young boy confidently operates large red tractor with front loader.,0.7078036580057521,1.5,0.15631654127296413,0.1,10
750QhTe9Z4U_000000_000010,3,gap_targeted,visual_form,scene_spatial,Bright red tractor with front loader dominates the grassy yard.,0.7078036580057521,1.5,0.15631654127296413,0.1,10
8vkNr_eysXY_000002_000012,4,baseline,scene_spatial,visual_form,Man skillfully carves pineapple into spirals at market stall.,0.22503497510525886,0.0,0.7069843123539694,0.1111111111111111,9
8vkNr_eysXY_000002_000012,4,gap_targeted,scene_spatial,visual_form,Market stall surrounded by produce; man positioned at center workspace.,0.22503497510525886,0.0,0.7069843123539694,0.1,10
8vkNr_eysXY_000002_000012,3,baseline,scene_spatial,visual_form,Man carves pineapple spirals into basket at market stall.,0.04868252117904597,0.0,0.11772288949889231,0.1111111111111111,9
8vkNr_eysXY_000002_000012,3,gap_targeted,scene_spatial,visual_form,Market stall surrounded by produce; pineapple pieces collect in basket below.,,0.0,0.0,0.0,11
8vkNr_eysXY_000002_000012,2,gap_targeted,scene_spatial,visual_form,"Market stall surrounded by produce; man positioned at center, knife and basket nearby.",0.07250548970116719,0.0,0.16566269934154176,0.15384615384615385,13
8vkNr_eysXY_000002_000012,1,baseline,scene_spatial,visual_form,Man skillfully carves pineapple into decorative spirals at market stall.,0.042575187526161754,0.0,0.03402946141024715,0.1,10
8vkNr_eysXY_000002_000012,1,gap_targeted,scene_spatial,visual_form,"Market stall surrounded by produce; man positioned at center, knife and basket nearby.",0.08228307366814022,0.0,0.09300879335594764,0.15384615384615385,13
8vkNr_eysXY_000002_000012,0,baseline,scene_spatial,motion_action,Man skillfully carves pineapple into spirals at outdoor market stall.,0.0840239585504188,0.0,0.02205498849792681,0.1,10
8vkNr_eysXY_000002_000012,0,gap_targeted,scene_spatial,motion_action,Outdoor market stall with produce surrounding a carving demonstration.,,0.0,0.0,0.0,9
9eBhetL8n5Q_000222_000232,0,baseline,scene_spatial,visual_form,Two shirtless men sit on bed with doughnuts.,,0.0,0.0,0.0,8
9eBhetL8n5Q_000222_000232,0,gap_targeted,scene_spatial,visual_form,Hotel room: two shirtless men sit on bed with doughnut box nearby.,,0.0,0.0,0.0,12
9eBhetL8n5Q_000222_000232,1,baseline,scene_spatial,visual_form,"Two shirtless men sit on bed with doughnut box, gesturing animatedly.",,0.0,0.0,0.0,11
9eBhetL8n5Q_000222_000232,1,gap_targeted,scene_spatial,visual_form,Hotel room: two shirtless men seated on bed with doughnut box nearby.,,0.0,0.0,0.0,12
9eBhetL8n5Q_000222_000232,3,baseline,visual_form,scene_spatial,Man with chest tattoo gestures while eating doughnut.,0.39714017761840553,0.0,0.1835620835080934,0.25,8
9eBhetL8n5Q_000222_000232,3,gap_targeted,visual_form,scene_spatial,Golden-brown doughnuts in cardboard box on bed.,,0.0,0.0,0.0,7
9eBhetL8n5Q_000222_000232,2,baseline,scene_spatial,object_body,Two shirtless men sit on bed with doughnuts nearby.,,0.0,0.0,0.0,9
9eBhetL8n5Q_000222_000232,2,gap_targeted,scene_spatial,object_body,Hotel room: two shirtless men sitting on bed with doughnuts beside them.,,0.0,0.0,0.0,12
9eBhetL8n5Q_000222_000232,4,baseline,scene_spatial,face_character,Two shirtless men sit on bed with doughnuts nearby.,,0.0,0.0,0.0,9
9eBhetL8n5Q_000222_000232,4,gap_targeted,scene_spatial,face_character,Two shirtless men sit on a bed with doughnuts nearby.,,0.0,0.0,0.0,10
9eBhetL8n5Q_000222_000232,5,baseline,face_character,visual_form,He gestures animatedly with hands.,0.7147264566406173,1.5,0.31223812556364505,0.2,5
9eBhetL8n5Q_000222_000232,5,gap_targeted,face_character,visual_form,"Man gestures animatedly, smiling.",0.7147264566406173,1.5,0.31223812556364505,0.25,4
9fuIpQgnNEQ_000049_000059,0,baseline,scene_spatial,visual_form,"A crowd lines up outside a convention center, some in costumes.",,0.0,0.0,0.0,11
9fuIpQgnNEQ_000049_000059,0,gap_targeted,scene_spatial,visual_form,"Outside convention center, crowds line sidewalk in queue formation.",,0.0,0.0,0.0,9
9fuIpQgnNEQ_000049_000059,1,baseline,scene_spatial,visual_form,A photographer captures costumed convention attendees in a crowded line.,,0.0,0.0,0.0,10
9fuIpQgnNEQ_000049_000059,1,gap_targeted,scene_spatial,visual_form,A crowd lines the sidewalk outside the convention center.,,0.0,0.0,0.0,9
9fuIpQgnNEQ_000049_000059,2,baseline,scene_spatial,object_body,A photographer documents costumed attendees queuing outside.,,0.0,0.0,0.0,7
9fuIpQgnNEQ_000049_000059,2,gap_targeted,scene_spatial,object_body,A long line stretches along the sidewalk outside the convention center.,,0.0,0.0,0.0,11
9fuIpQgnNEQ_000049_000059,4,baseline,scene_spatial,object_body,A photographer captures costumed attendees queuing outside the convention center.,,0.0,0.0,0.0,10
9fuIpQgnNEQ_000049_000059,4,gap_targeted,scene_spatial,object_body,Large crowd lines the convention center sidewalk outside.,,0.0,0.0,0.0,8
9fuIpQgnNEQ_000049_000059,3,baseline,scene_spatial,object_body,A photographer captures costumed convention attendees queuing outside.,,0.0,0.0,0.0,8
9fuIpQgnNEQ_000049_000059,3,gap_targeted,scene_spatial,object_body,"Outside the convention center, a long queue stretches along the sidewalk.",,0.0,0.0,0.0,11
9fuIpQgnNEQ_000049_000059,5,baseline,face_character,object_body,Photographer documents costumed convention attendees.,,0.0,0.0,0.0,5
9fuIpQgnNEQ_000049_000059,5,gap_targeted,face_character,object_body,Photographer focuses on costumed attendees.,,0.0,0.0,0.0,5
A0e7Z55s8pE_000008_000018,0,baseline,scene_spatial,object_body,Man on ladder slides down snowy roof into snowbank.,0.6680894216817422,1.5,1.1781664115881063,0.2222222222222222,9
A0e7Z55s8pE_000008_000018,0,gap_targeted,scene_spatial,object_body,"Outside a house, a man on a ladder slides down into snow below.",0.13025807052234775,0.0,0.13262214730635025,0.07692307692307693,13
A0e7Z55s8pE_000008_000018,1,baseline,scene_spatial,visual_form,Man and ladder slide down snowy roof into snowbank.,0.4571281695979085,1.5,0.7046746886197706,0.2222222222222222,9
A0e7Z55s8pE_000008_000018,1,gap_targeted,scene_spatial,visual_form,Man and ladder tumble down sloped roof into snowbank below.,0.08299556637160135,0.0,0.07386606318925376,0.1,10
A0e7Z55s8pE_000008_000018,2,baseline,object_body,visual_form,Man and ladder slide down snowy roof into snowbank.,0.7103739714027325,0.0,1.0114353145794879,0.2222222222222222,9
A0e7Z55s8pE_000008_000018,2,gap_targeted,object_body,visual_form,Man tumbles backward down snowy roof with ladder.,0.7103739714027325,0.0,1.0114353145794879,0.25,8
AEkLDauJVi0_000069_000079,3,baseline,scene_spatial,visual_form,Child spreads dark filling into bread roll with spoon.,,0.0,0.0,0.0,9
AEkLDauJVi0_000069_000079,3,gap_targeted,scene_spatial,visual_form,"Outdoors on wooden bench, mug beside child spreading filling.",0.947220871798218,1.5,1.3226946459991449,0.1111111111111111,9
AEkLDauJVi0_000069_000079,2,baseline,scene_spatial,visual_form,Child spreads dark filling into bread roll with spoon.,,0.0,0.0,0.0,9
AEkLDauJVi0_000069_000079,2,gap_targeted,scene_spatial,visual_form,"Child outdoors on wooden bench, mug beside them.",0.9491288119050373,1.5,1.6058256556747414,0.125,8
AEkLDauJVi0_000069_000079,0,baseline,scene_spatial,face_character,Child in yellow shirt spreads dark filling into bread roll.,,0.0,0.0,0.0,10
AEkLDauJVi0_000069_000079,0,gap_targeted,scene_spatial,face_character,"Outdoors on a wooden bench, a child in yellow sits with a mug nearby.",0.9753572093526348,1.5,1.700936502472953,0.07142857142857142,14
AEkLDauJVi0_000069_000079,4,baseline,scene_spatial,visual_form,Child spreads dark filling into bread roll outdoors.,,0.0,0.0,0.0,8
AEkLDauJVi0_000069_000079,4,gap_targeted,scene_spatial,visual_form,"Outdoors on a wooden bench, child and mug positioned close together.",0.739105184473164,1.5,0.6115012200249961,0.09090909090909091,11
AEkLDauJVi0_000069_000079,1,baseline,scene_spatial,visual_form,Child spreads dark filling into bread roll with spoon.,,0.0,0.0,0.0,9
AEkLDauJVi0_000069_000079,1,gap_targeted,scene_spatial,visual_form,"Outdoors on a wooden bench, child spreads filling into roll.",0.9896455765506832,1.5,1.272300032257458,0.1,10
AEkLDauJVi0_000069_000079,5,baseline,object_body,visual_form,Child spreads chocolate filling inside roll.,,0.0,0.0,0.0,6
AEkLDauJVi0_000069_000079,5,gap_targeted,object_body,visual_form,Spoon spreading dark filling,,0.0,0.0,0.0,4
BHxn3qfPAl4_000018_000028,4,baseline,face_character,motion_action,Therapist gently stretches client's neck sideways on table.,,0.0,0.0,0.0,8
BHxn3qfPAl4_000018_000028,4,gap_targeted,face_character,motion_action,"Woman's face relaxed, eyes closed in calm contentment.",,0.0,0.0,0.0,8
BHxn3qfPAl4_000018_000028,3,baseline,scene_spatial,motion_action,Therapist gently stretches woman's neck on massage table.,,0.0,0.0,0.0,8
BHxn3qfPAl4_000018_000028,3,gap_targeted,scene_spatial,motion_action,Woman lies on massage table; therapist positioned beside her.,0.17335614458191184,0.0,0.24615472855864567,0.1111111111111111,9
BHxn3qfPAl4_000018_000028,2,baseline,scene_spatial,motion_action,Therapist gently stretches client's neck on massage table.,,0.0,0.0,0.0,8
BHxn3qfPAl4_000018_000028,2,gap_targeted,scene_spatial,motion_action,A massage therapist works beside a table where a woman reclines.,,0.0,0.0,0.0,11
BHxn3qfPAl4_000018_000028,0,baseline,scene_spatial,visual_form,"Woman receives neck massage on therapy table, head gently tilted.",,0.0,0.0,0.0,10
BHxn3qfPAl4_000018_000028,0,gap_targeted,scene_spatial,visual_form,A massage therapist works beside a table where a woman reclines.,,0.0,0.0,0.0,11
BHxn3qfPAl4_000018_000028,1,baseline,scene_spatial,motion_action,Therapist gently stretches woman's neck on massage table.,,0.0,0.0,0.0,8
BHxn3qfPAl4_000018_000028,1,gap_targeted,scene_spatial,motion_action,A massage therapist works over a table where a woman lies relaxed.,,0.0,0.0,0.0,12
