query_vid,tier,ref_vid,cos
0m0-Q0zz_-c_000112_000122,tier0_cross,lgJywzzdUC8_000000_000010,0.047568884
0m0-Q0zz_-c_000112_000122,tier0_cross,rGQ64NXktF8_000006_000016,0.042021032
0m0-Q0zz_-c_000112_000122,tier0_cross,u-olDM7oGGM_000012_000022,-0.227230325
0m0-Q0zz_-c_000112_000122,tier0_cross,v2Hr1CH-yb0_000076_000086,-0.085156158
0m0-Q0zz_-c_000112_000122,tier0_cross,wbOD_G3ttgU_000083_000093,-0.098035276
0m0-Q0zz_-c_000112_000122,tier0_cross,xW6hpK-DBMY_000080_000090,0.194410741
0m0-Q0zz_-c_000112_000122,tier0_cross,yBO8rAMeqjc_000007_000017,-0.076235063
0m0-Q0zz_-c_000112_000122,tier0_cross,zTJ0Zbv1jBo_000045_000055,-0.171254084
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,0m0-Q0zz_-c_000112_000122,0.272583485
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,0t0DB1B1w8Y_000000_000010,-0.189848498
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,1-jIze6gy0g_000026_000036,-0.164386064
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,1HUWWCLza0w_000000_000010,-0.029789651
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,1YemrpNBpf4_000001_000011,0.077343352
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,1kLhK8KfIEw_000020_000030,-0.204650193
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,21T1JDdJgsM_000047_000057,-0.010089091
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,2kJxrcNRS9w_000047_000057,0.068550467
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,3su234u58DA_000172_000182,-0.050695512
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,3ufJNSez5Is_000008_000018,-0.184368402
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,750QhTe9Z4U_000000_000010,-0.155700117
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,8vkNr_eysXY_000002_000012,-0.166829541
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,9eBhetL8n5Q_000222_000232,-0.001489001
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,9fuIpQgnNEQ_000049_000059,-0.202103972
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,A0e7Z55s8pE_000008_000018,-0.029371895
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,AEkLDauJVi0_000069_000079,-0.131450921
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,BHxn3qfPAl4_000018_000028,0.062213097
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,BcW6Y7eufQE_000239_000249,0.211103350
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,Bss3WwpDdS8_000041_000051,0.141376600
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,Ccgwurislg8_000082_000092,-0.207799971
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,D297atE3gag_000203_000213,-0.085148148
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,EA3HCx0yTIY_000281_000291,0.318997651
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,F-mRnL_XmJU_000000_000010,-0.061833654
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,GOH6fBhoi2o_000010_000020,0.331914872
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,HpRmj5ce32c_000001_000011,-0.108821370
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,N-LZPc27kjM_000229_000239,-0.108851753
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,OASCPKazLIM_000132_000142,-0.125010207
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,RjPp0ZPW0yc_000000_000010,0.063567832
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,RlfVK8z5wJ0_000000_000010,-0.138239309
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,S-C86j0keqc_000217_000227,0.227628544
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,ShSSAEfnyDs_000000_000010,-0.141110361
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,Xdz1cxEjLYc_000007_000017,-0.058047034
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,Z5w-wkrjHuw_000345_000355,-0.194649801
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,ZcYB6tPK2Eo_000138_000148,-0.057097618
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,_TKzyWZHjm8_000002_000012,0.140608072
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,_oAKCHh_Av4_000003_000013,0.192521632
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,bgt29znHCzs_000343_000353,-0.227123857
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,c_gQ9CSaZY4_000000_000010,-0.117337547
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,crjesEwF0Ks_000197_000207,-0.182456404
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,d7_SY48r__8_000060_000070,-0.127613544
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,dlBeUWrse3I_000019_000029,-0.173817724
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,eb-ufaFcUas_000008_000018,-0.151904508
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,g8Idd47kGqo_000037_000047,-0.085913010
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,gFBO3zrod9Y_000005_000015,-0.068675786
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,h8wsO9A9v_c_000016_000026,-0.133725852
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,heWD9j45Emw_000225_000235,-0.165300354
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,iEAWgsSvJAE_000023_000033,0.062488511
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,iGmGQxox43I_000000_000010,-0.012631367
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,iZP6gjlr_nM_000113_000123,-0.165310830
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,j4CKRgv3jUg_000000_000010,-0.111901760
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,j6CgiNeWQwM_000842_000852,-0.118294895
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,jeweRSnAJeo_000050_000060,0.114966415
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,lgJywzzdUC8_000000_000010,-0.206443533
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,rGQ64NXktF8_000006_000016,-0.072582960
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,u-olDM7oGGM_000012_000022,-0.230848581
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,v2Hr1CH-yb0_000076_000086,-0.203108355
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,wbOD_G3ttgU_000083_000093,-0.177872196
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,xW6hpK-DBMY_000080_000090,0.269611180
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,yBO8rAMeqjc_000007_000017,-0.194808006
0m0-Q0zz_-c_000112_000122,tier1_vatex_short,zTJ0Zbv1jBo_000045_000055,0.122650623
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,0m0-Q0zz_-c_000112_000122,0.520737946
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,0t0DB1B1w8Y_000000_000010,-0.389083773
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,1-jIze6gy0g_000026_000036,-0.281263471
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,1HUWWCLza0w_000000_000010,-0.269341022
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,1YemrpNBpf4_000001_000011,-0.028783465
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,1kLhK8KfIEw_000020_000030,-0.380262047
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,21T1JDdJgsM_000047_000057,-0.240504831
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,2kJxrcNRS9w_000047_000057,-0.009863535
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,3su234u58DA_000172_000182,-0.348561168
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,3ufJNSez5Is_000008_000018,-0.393299848
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,750QhTe9Z4U_000000_000010,-0.343299091
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,8vkNr_eysXY_000002_000012,-0.170621827
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,9eBhetL8n5Q_000222_000232,-0.128223181
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,9fuIpQgnNEQ_000049_000059,-0.468063623
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,A0e7Z55s8pE_000008_000018,-0.215651512
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,AEkLDauJVi0_000069_000079,-0.267658651
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,BHxn3qfPAl4_000018_000028,0.020727878
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,BcW6Y7eufQE_000239_000249,-0.036896918
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,Bss3WwpDdS8_000041_000051,-0.088462047
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,Ccgwurislg8_000082_000092,-0.339009643
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,D297atE3gag_000203_000213,-0.195595160
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,EA3HCx0yTIY_000281_000291,0.446232080
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,F-mRnL_XmJU_000000_000010,-0.173213825
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,GOH6fBhoi2o_000010_000020,0.267656624
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,HpRmj5ce32c_000001_000011,-0.280430347
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,N-LZPc27kjM_000229_000239,-0.146540835
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,OASCPKazLIM_000132_000142,-0.161382318
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,RjPp0ZPW0yc_000000_000010,0.022887524
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,RlfVK8z5wJ0_000000_000010,-0.270642281
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,S-C86j0keqc_000217_000227,0.228945538
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,ShSSAEfnyDs_000000_000010,-0.245689601
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,Xdz1cxEjLYc_000007_000017,-0.115370944
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,Z5w-wkrjHuw_000345_000355,-0.463076264
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,ZcYB6tPK2Eo_000138_000148,-0.062558003
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,_TKzyWZHjm8_000002_000012,0.082572624
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,_oAKCHh_Av4_000003_000013,0.203708664
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,bgt29znHCzs_000343_000353,-0.415936679
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,c_gQ9CSaZY4_000000_000010,-0.188851178
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,crjesEwF0Ks_000197_000207,-0.300245583
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,d7_SY48r__8_000060_000070,-0.221996993
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,dlBeUWrse3I_000019_000029,-0.200478837
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,eb-ufaFcUas_000008_000018,-0.338546336
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,g8Idd47kGqo_000037_000047,-0.307254493
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,gFBO3zrod9Y_000005_000015,-0.172973096
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,h8wsO9A9v_c_000016_000026,-0.361015111
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,heWD9j45Emw_000225_000235,-0.333611190
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,iEAWgsSvJAE_000023_000033,-0.076958396
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,iGmGQxox43I_000000_000010,-0.134448901
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,iZP6gjlr_nM_000113_000123,-0.380120873
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,j4CKRgv3jUg_000000_000010,-0.308342546
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,j6CgiNeWQwM_000842_000852,-0.227136284
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,jeweRSnAJeo_000050_000060,0.126758263
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,lgJywzzdUC8_000000_000010,-0.335091949
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,rGQ64NXktF8_000006_000016,-0.218852237
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,u-olDM7oGGM_000012_000022,-0.463918716
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,v2Hr1CH-yb0_000076_000086,-0.374119490
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,wbOD_G3ttgU_000083_000093,-0.366031587
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,xW6hpK-DBMY_000080_000090,0.236300245
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,yBO8rAMeqjc_000007_000017,-0.367145926
0m0-Q0zz_-c_000112_000122,tier2_vatex_long,zTJ0Zbv1jBo_000045_000055,-0.129782051
0m0-Q0zz_-c_000112_000122,tier3_va11y,0m0-Q0zz_-c_000112_000122,0.627978802
0m0-Q0zz_-c_000112_000122,tier3_va11y,0t0DB1B1w8Y_000000_000010,-0.550821781
0m0-Q0zz_-c_000112_000122,tier3_va11y,1-jIze6gy0g_000026_000036,-0.360756159
0m0-Q0zz_-c_000112_000122,tier3_va11y,1HUWWCLza0w_000000_000010,-0.563038170
0m0-Q0zz_-c_000112_000122,tier3_va11y,1YemrpNBpf4_000001_000011,-0.255265862
0m0-Q0zz_-c_000112_000122,tier3_va11y,1kLhK8KfIEw_000020_000030,-0.473039478
0m0-Q0zz_-c_000112_000122,tier3_va11y,21T1JDdJgsM_000047_000057,-0.526879549
0m0-Q0zz_-c_000112_000122,tier3_va11y,2kJxrcNRS9w_000047_000057,-0.197078586
0m0-Q0zz_-c_000112_000122,tier3_va11y,3su234u58DA_000172_000182,-0.652583599
0m0-Q0zz_-c_000112_000122,tier3_va11y,3ufJNSez5Is_000008_000018,-0.570626915
0m0-Q0zz_-c_000112_000122,tier3_va11y,750QhTe9Z4U_000000_000010,-0.466256618
0m0-Q0zz_-c_000112_000122,tier3_va11y,8vkNr_eysXY_000002_000012,-0.200434536
0m0-Q0zz_-c_000112_000122,tier3_va11y,9eBhetL8n5Q_000222_000232,-0.382665396
0m0-Q0zz_-c_000112_000122,tier3_va11y,9fuIpQgnNEQ_000049_000059,-0.643474936
0m0-Q0zz_-c_000112_000122,tier3_va11y,A0e7Z55s8pE_000008_000018,-0.501325905
0m0-Q0zz_-c_000112_000122,tier3_va11y,AEkLDauJVi0_000069_000079,-0.426739246
0m0-Q0zz_-c_000112_000122,tier3_va11y,BHxn3qfPAl4_000018_000028,-0.116295010
0m0-Q0zz_-c_000112_000122,tier3_va11y,BcW6Y7eufQE_000239_000249,-0.527516425
0m0-Q0zz_-c_000112_000122,tier3_va11y,Bss3WwpDdS8_000041_000051,-0.461963713
0m0-Q0zz_-c_000112_000122,tier3_va11y,Ccgwurislg8_000082_000092,-0.464570284
0m0-Q0zz_-c_000112_000122,tier3_va11y,D297atE3gag_000203_000213,-0.365256041
0m0-Q0zz_-c_000112_000122,tier3_va11y,EA3HCx0yTIY_000281_000291,0.496409297
0m0-Q0zz_-c_000112_000122,tier3_va11y,F-mRnL_XmJU_000000_000010,-0.360300750
0m0-Q0zz_-c_000112_000122,tier3_va11y,GOH6fBhoi2o_000010_000020,0.008316914
0m0-Q0zz_-c_000112_000122,tier3_va11y,HpRmj5ce32c_000001_000011,-0.394707203
0m0-Q0zz_-c_000112_000122,tier3_va11y,N-LZPc27kjM_000229_000239,-0.244370252
0m0-Q0zz_-c_000112_000122,tier3_va11y,OASCPKazLIM_000132_000142,-0.250410229
0m0-Q0zz_-c_000112_000122,tier3_va11y,RjPp0ZPW0yc_000000_000010,-0.103226759
0m0-Q0zz_-c_000112_000122,tier3_va11y,RlfVK8z5wJ0_000000_000010,-0.439232379
0m0-Q0zz_-c_000112_000122,tier3_va11y,S-C86j0keqc_000217_000227,0.062760487
0m0-Q0zz_-c_000112_000122,tier3_va11y,ShSSAEfnyDs_000000_000010,-0.362471044
0m0-Q0zz_-c_000112_000122,tier3_va11y,Xdz1cxEjLYc_000007_000017,-0.188580900
0m0-Q0zz_-c_000112_000122,tier3_va11y,Z5w-wkrjHuw_000345_000355,-0.648653507
0m0-Q0zz_-c_000112_000122,tier3_va11y,ZcYB6tPK2Eo_000138_000148,-0.161209181
0m0-Q0zz_-c_000112_000122,tier3_va11y,_TKzyWZHjm8_000002_000012,-0.013447950
0m0-Q0zz_-c_000112_000122,tier3_va11y,_oAKCHh_Av4_000003_000013,0.050285872
0m0-Q0zz_-c_000112_000122,tier3_va11y,bgt29znHCzs_000343_000353,-0.501296878
0m0-Q0zz_-c_000112_000122,tier3_va11y,c_gQ9CSaZY4_000000_000010,-0.313229084
0m0-Q0zz_-c_000112_000122,tier3_va11y,crjesEwF0Ks_000197_000207,-0.415263116
0m0-Q0zz_-c_000112_000122,tier3_va11y,d7_SY48r__8_000060_000070,-0.343972206
0m0-Q0zz_-c_000112_000122,tier3_va11y,dlBeUWrse3I_000019_000029,-0.269330263
0m0-Q0zz_-c_000112_000122,tier3_va11y,eb-ufaFcUas_000008_000018,-0.521870136
0m0-Q0zz_-c_000112_000122,tier3_va11y,g8Idd47kGqo_000037_000047,-0.565870047
0m0-Q0zz_-c_000112_000122,tier3_va11y,gFBO3zrod9Y_000005_000015,-0.344432235
0m0-Q0zz_-c_000112_000122,tier3_va11y,h8wsO9A9v_c_000016_000026,-0.612668812
0m0-Q0zz_-c_000112_000122,tier3_va11y,heWD9j45Emw_000225_000235,-0.441685915
0m0-Q0zz_-c_000112_000122,tier3_va11y,iEAWgsSvJAE_000023_000033,-0.298391104
0m0-Q0zz_-c_000112_000122,tier3_va11y,iGmGQxox43I_000000_000010,-0.370610148
0m0-Q0zz_-c_000112_000122,tier3_va11y,iZP6gjlr_nM_000113_000123,-0.572395563
0m0-Q0zz_-c_000112_000122,tier3_va11y,j4CKRgv3jUg_000000_000010,-0.486528486
0m0-Q0zz_-c_000112_000122,tier3_va11y,j6CgiNeWQwM_000842_000852,-0.372112900
0m0-Q0zz_-c_000112_000122,tier3_va11y,jeweRSnAJeo_000050_000060,0.022156516
0m0-Q0zz_-c_000112_000122,tier3_va11y,lgJywzzdUC8_000000_000010,-0.353063732
0m0-Q0zz_-c_000112_000122,tier3_va11y,rGQ64NXktF8_000006_000016,-0.402567178
0m0-Q0zz_-c_000112_000122,tier3_va11y,u-olDM7oGGM_000012_000022,-0.639170706
0m0-Q0zz_-c_000112_000122,tier3_va11y,v2Hr1CH-yb0_000076_000086,-0.449978799
0m0-Q0zz_-c_000112_000122,tier3_va11y,wbOD_G3ttgU_000083_000093,-0.530503392
0m0-Q0zz_-c_000112_000122,tier3_va11y,xW6hpK-DBMY_000080_000090,-0.043056078
0m0-Q0zz_-c_000112_000122,tier3_va11y,yBO8rAMeqjc_000007_000017,-0.514930129
0m0-Q0zz_-c_000112_000122,tier3_va11y,zTJ0Zbv1jBo_000045_000055,-0.548770547
0t0DB1B1w8Y_000000_000010,tier0_cross,0m0-Q0zz_-c_000112_000122,0.564091563
0t0DB1B1w8Y_000000_000010,tier0_cross,0t0DB1B1w8Y_000000_000010,-0.271192938
0t0DB1B1w8Y_000000_000010,tier0_cross,1-jIze6gy0g_000026_000036,-0.167417184
0t0DB1B1w8Y_000000_000010,tier0_cross,1HUWWCLza0w_000000_000010,-0.347441465
0t0DB1B1w8Y_000000_000010,tier0_cross,1YemrpNBpf4_000001_000011,-0.018649723
0t0DB1B1w8Y_000000_000010,tier0_cross,1kLhK8KfIEw_000020_000030,-0.268770099
0t0DB1B1w8Y_000000_000010,tier0_cross,21T1JDdJgsM_000047_000057,-0.303473890
0t0DB1B1w8Y_000000_000010,tier0_cross,2kJxrcNRS9w_000047_000057,-0.039204996
0t0DB1B1w8Y_000000_000010,tier0_cross,3su234u58DA_000172_000182,-0.384383172
0t0DB1B1w8Y_000000_000010,tier0_cross,3ufJNSez5Is_000008_000018,-0.264196634
0t0DB1B1w8Y_000000_000010,tier0_cross,750QhTe9Z4U_000000_000010,-0.178197876
0t0DB1B1w8Y_000000_000010,tier0_cross,8vkNr_eysXY_000002_000012,0.023634605
0t0DB1B1w8Y_000000_000010,tier0_cross,9eBhetL8n5Q_000222_000232,-0.098122157
0t0DB1B1w8Y_000000_000010,tier0_cross,9fuIpQgnNEQ_000049_000059,-0.367544979
0t0DB1B1w8Y_000000_000010,tier0_cross,A0e7Z55s8pE_000008_000018,-0.259272248
0t0DB1B1w8Y_000000_000010,tier0_cross,AEkLDauJVi0_000069_000079,-0.124980249
0t0DB1B1w8Y_000000_000010,tier0_cross,BHxn3qfPAl4_000018_000028,-0.011776913
0t0DB1B1w8Y_000000_000010,tier0_cross,BcW6Y7eufQE_000239_000249,-0.344585389
0t0DB1B1w8Y_000000_000010,tier0_cross,Bss3WwpDdS8_000041_000051,-0.178571150
0t0DB1B1w8Y_000000_000010,tier0_cross,Ccgwurislg8_000082_000092,-0.188754573
0t0DB1B1w8Y_000000_000010,tier0_cross,D297atE3gag_000203_000213,-0.060346350
0t0DB1B1w8Y_000000_000010,tier0_cross,EA3HCx0yTIY_000281_000291,0.389018625
0t0DB1B1w8Y_000000_000010,tier0_cross,F-mRnL_XmJU_000000_000010,-0.121757396
0t0DB1B1w8Y_000000_000010,tier0_cross,GOH6fBhoi2o_000010_000020,0.148964331
0t0DB1B1w8Y_000000_000010,tier0_cross,HpRmj5ce32c_000001_000011,-0.258423388
0t0DB1B1w8Y_000000_000010,tier0_cross,N-LZPc27kjM_000229_000239,0.013698855
0t0DB1B1w8Y_000000_000010,tier0_cross,OASCPKazLIM_000132_000142,-0.015757471
0t0DB1B1w8Y_000000_000010,tier0_cross,RjPp0ZPW0yc_000000_000010,0.104423776
0t0DB1B1w8Y_000000_000010,tier0_cross,RlfVK8z5wJ0_000000_000010,-0.225737065
