video_id,window,condition,dominant_type,second_type,ad_text,profile_alignment,dominant_keyword_coverage,weighted_keyword_coverage,specificity_score,word_count
c_gQ9CSaZY4_000000_000010,1,gap_targeted,scene_spatial,motion_action,Clothes piled on wooden floor beside bag.,0.8122316999187282,1.5,0.3876752282390601,0.14285714285714285,7
c_gQ9CSaZY4_000000_000010,2,baseline,scene_spatial,motion_action,"Kneeling, they pack clothes into green bag.",,0.0,0.0,0.0,7
c_gQ9CSaZY4_000000_000010,2,gap_targeted,scene_spatial,motion_action,Clothes piled on wooden floor beside bag.,0.9524572706898153,1.5,0.7568506100570814,0.14285714285714285,7
c_gQ9CSaZY4_000000_000010,3,baseline,scene_spatial,visual_form,"Kneeling, they pack folded clothes into bag.",,0.0,0.0,0.0,7
c_gQ9CSaZY4_000000_000010,3,gap_targeted,scene_spatial,visual_form,Clothes piled on wooden floor; green bag.,0.9791782264915166,1.5,0.9355330753268176,0.14285714285714285,7
c_gQ9CSaZY4_000000_000010,5,baseline,scene_spatial,motion_action,"Kneeling, packing clothes neatly",,0.0,0.0,0.0,4
c_gQ9CSaZY4_000000_000010,5,gap_targeted,scene_spatial,motion_action,"Clothes piled, bag waiting",,0.0,0.0,0.0,4
d7_SY48r__8_000060_000070,4,baseline,face_character,motion_action,A person shears a calm sheep's wool.,,0.0,0.0,0.0,7
d7_SY48r__8_000060_000070,4,gap_targeted,face_character,motion_action,"Focused, the person guides clippers across wool.",,0.0,0.0,0.0,7
d7_SY48r__8_000060_000070,3,baseline,scene_spatial,motion_action,A person shears a calmly lying sheep.,,0.0,0.0,0.0,7
d7_SY48r__8_000060_000070,3,gap_targeted,scene_spatial,motion_action,"Indoors, sheep on floor; person shears wool.",,0.0,0.0,0.0,7
d7_SY48r__8_000060_000070,1,baseline,scene_spatial,motion_action,A person shears a calmly lying sheep.,,0.0,0.0,0.0,7
d7_SY48r__8_000060_000070,1,gap_targeted,scene_spatial,motion_action,"On the floor, a sheep lies still.",,0.0,0.0,0.0,7
d7_SY48r__8_000060_000070,0,baseline,scene_spatial,motion_action,A person shears a calmly lying sheep.,,0.0,0.0,0.0,7
d7_SY48r__8_000060_000070,0,gap_targeted,scene_spatial,motion_action,"Indoors, a sheep lies on the floor.",,0.0,0.0,0.0,7
d7_SY48r__8_000060_000070,2,baseline,scene_spatial,motion_action,A person shears a calmly lying sheep.,,0.0,0.0,0.0,7
d7_SY48r__8_000060_000070,2,gap_targeted,scene_spatial,motion_action,"In a room, sheep lies on floor.",,0.0,0.0,0.0,7
h8wsO9A9v_c_000016_000026,0,baseline,scene_spatial,visual_form,Boy pedals orange training-wheel bike in circles.,,0.0,0.0,0.0,7
h8wsO9A9v_c_000016_000026,0,gap_targeted,scene_spatial,visual_form,Sunlit paved lot; orange training-wheel bike circles.,,0.0,0.0,0.0,7
h8wsO9A9v_c_000016_000026,4,baseline,scene_spatial,visual_form,A boy pedals an orange training-wheel bike.,,0.0,0.0,0.0,7
h8wsO9A9v_c_000016_000026,4,gap_targeted,scene_spatial,visual_form,Boy circles sunlit pavement on orange bike.,,0.0,0.0,0.0,7
h8wsO9A9v_c_000016_000026,1,baseline,scene_spatial,motion_action,Boy pedals orange training-wheel bike in circles.,,0.0,0.0,0.0,7
h8wsO9A9v_c_000016_000026,1,gap_targeted,scene_spatial,motion_action,Sunlit paved lot; boy circles on orange bike.,,0.0,0.0,0.0,8
h8wsO9A9v_c_000016_000026,2,baseline,scene_spatial,motion_action,A boy pedals his orange bike in circles.,0.27728220617956695,0.0,0.026421717338704465,0.125,8
h8wsO9A9v_c_000016_000026,2,gap_targeted,scene_spatial,motion_action,"On sunny pavement, boy circles his orange bike.",0.27728220617956695,0.0,0.026421717338704465,0.125,8
h8wsO9A9v_c_000016_000026,3,baseline,scene_spatial,visual_form,A boy pedals an orange training-wheels bike.,,0.0,0.0,0.0,7
h8wsO9A9v_c_000016_000026,3,gap_targeted,scene_spatial,visual_form,Sunlit paved lot; orange bike circles around.,0.37356678065133797,1.5,0.06102935339905585,0.14285714285714285,7
h8wsO9A9v_c_000016_000026,5,baseline,object_body,motion_action,Boy pedals orange bike,,0.0,0.0,0.0,4
h8wsO9A9v_c_000016_000026,5,gap_targeted,object_body,motion_action,"Orange bike, training wheels",,0.0,0.0,0.0,4
iGmGQxox43I_000000_000010,0,baseline,scene_spatial,motion_action,Woman in orange grooms horse's face mitt.,,0.0,0.0,0.0,7
iGmGQxox43I_000000_000010,0,gap_targeted,scene_spatial,motion_action,"Beside a horse, she brushes its face.",0.3425204783177733,0.0,0.4793618924299488,0.14285714285714285,7
iGmGQxox43I_000000_000010,3,baseline,visual_form,scene_spatial,A woman gently brushes the horse's face.,,0.0,0.0,0.0,7
iGmGQxox43I_000000_000010,3,gap_targeted,visual_form,scene_spatial,"Orange-topped woman brushes horse's face, toothed mitt.",,0.0,0.0,0.0,7
iGmGQxox43I_000000_000010,1,baseline,face_character,scene_spatial,A woman grooms a calm horse's face.,,0.0,0.0,0.0,7
iGmGQxox43I_000000_000010,1,gap_targeted,face_character,scene_spatial,Focused woman grooms calm horse's face mitt.,,0.0,0.0,0.0,7
iGmGQxox43I_000000_000010,2,baseline,visual_form,face_character,She gently brushes the calm horse's face.,0.4372850642868771,0.0,0.06374179112966333,0.14285714285714285,7
iGmGQxox43I_000000_000010,2,gap_targeted,visual_form,face_character,Orange-topped woman grooms horse's face with mitt.,,0.0,0.0,0.0,7
iGmGQxox43I_000000_000010,4,baseline,scene_spatial,visual_form,She brushes the calm horse's face gently.,0.18106627881258744,0.0,0.03770494832567939,0.14285714285714285,7
iGmGQxox43I_000000_000010,4,gap_targeted,scene_spatial,visual_form,"She stands beside the horse, orange top.",0.18106627881258744,0.0,0.03770494832567939,0.14285714285714285,7
iGmGQxox43I_000000_000010,5,baseline,scene_spatial,visual_form,She brushes horse's face.,0.05832896326798283,0.0,0.034784274006118054,0.25,4
iGmGQxox43I_000000_000010,5,gap_targeted,scene_spatial,visual_form,She stands beside horse,0.05832896326798283,0.0,0.034784274006118054,0.25,4
j4CKRgv3jUg_000000_000010,0,baseline,visual_form,scene_spatial,A backpacked teen crosses toward waiting friends.,,0.0,0.0,0.0,7
j4CKRgv3jUg_000000_000010,0,gap_targeted,visual_form,scene_spatial,Backpacked teen crosses wet street toward friends.,,0.0,0.0,0.0,7
j4CKRgv3jUg_000000_000010,1,baseline,scene_spatial,visual_form,A backpacked teen crosses toward waiting friends.,,0.0,0.0,0.0,7
j4CKRgv3jUg_000000_000010,1,gap_targeted,scene_spatial,visual_form,"Teens cluster at a bus stop, wet street.",,0.0,0.0,0.0,8
j4CKRgv3jUg_000000_000010,4,baseline,scene_spatial,visual_form,Backpacked teen crosses wet street toward friends.,,0.0,0.0,0.0,7
j4CKRgv3jUg_000000_000010,4,gap_targeted,scene_spatial,visual_form,He crosses the wet street toward friends.,0.07394862430071433,0.0,0.10387332089328871,0.14285714285714285,7
j4CKRgv3jUg_000000_000010,3,baseline,scene_spatial,visual_form,A backpacked teen crosses toward waiting friends.,,0.0,0.0,0.0,7
j4CKRgv3jUg_000000_000010,3,gap_targeted,scene_spatial,visual_form,A wet street fronts a crowded bus stop.,,0.0,0.0,0.0,8
j4CKRgv3jUg_000000_000010,2,baseline,scene_spatial,visual_form,A backpacked youth crosses toward waiting teens.,,0.0,0.0,0.0,7
j4CKRgv3jUg_000000_000010,2,gap_targeted,scene_spatial,visual_form,"Across the wet street, teens cluster waiting.",,0.0,0.0,0.0,7
j6CgiNeWQwM_000842_000852,4,baseline,scene_spatial,visual_form,Chef scrapes batter into a cake pan.,0.03709106915092265,0.0,0.06955291426978966,0.14285714285714285,7
j6CgiNeWQwM_000842_000852,4,gap_targeted,scene_spatial,visual_form,"In the kitchen, batter fills round pan.",0.5920365138297685,1.5,1.1101827430057436,0.14285714285714285,7
j6CgiNeWQwM_000842_000852,0,baseline,scene_spatial,face_character,A chef spatulas cake batter into pan.,0.3263832868968454,0.0,0.2162797130638237,0.14285714285714285,7
j6CgiNeWQwM_000842_000852,0,gap_targeted,scene_spatial,face_character,"In a kitchen, chef pans cake batter.",0.8749641674265639,1.5,0.8199608905685005,0.2857142857142857,7
j6CgiNeWQwM_000842_000852,1,baseline,scene_spatial,visual_form,Chef scrapes batter into pan from bowl.,0.08154557448018021,0.0,0.08137416553569837,0.14285714285714285,7
j6CgiNeWQwM_000842_000852,1,gap_targeted,scene_spatial,visual_form,"In a kitchen, two work at counter.",0.9822713135895356,1.5,0.980206577518566,0.14285714285714285,7
j6CgiNeWQwM_000842_000852,2,baseline,scene_spatial,visual_form,Chef scrapes batter from bowl into pan.,0.04746309324125846,0.0,0.05584653860684324,0.14285714285714285,7
j6CgiNeWQwM_000842_000852,2,gap_targeted,scene_spatial,visual_form,"In a kitchen, chef pans round cake.",0.7270555154919368,1.5,1.209825664992501,0.2857142857142857,7
j6CgiNeWQwM_000842_000852,3,baseline,scene_spatial,motion_action,Chef scrapes batter from bowl into pan.,0.031014780962051586,0.0,0.02983681395143767,0.14285714285714285,7
j6CgiNeWQwM_000842_000852,3,gap_targeted,scene_spatial,motion_action,"In a kitchen, two stand at counter.",0.6304204955152151,1.5,0.6064766041351521,0.14285714285714285,7
rGQ64NXktF8_000006_000016,4,baseline,scene_spatial,motion_action,Two boys swat each other with bottle.,,0.0,0.0,0.0,7
rGQ64NXktF8_000006_000016,4,gap_targeted,scene_spatial,motion_action,"Two boys sit facing each other, bicycle nearby.",,0.0,0.0,0.0,8
rGQ64NXktF8_000006_000016,3,baseline,scene_spatial,visual_form,Two boys swap bottle taps on heads.,,0.0,0.0,0.0,7
rGQ64NXktF8_000006_000016,3,gap_targeted,scene_spatial,visual_form,"Two boys face off on floor, bicycle behind.",,0.0,0.0,0.0,8
rGQ64NXktF8_000006_000016,2,baseline,scene_spatial,visual_form,Two boys playfully tap heads with bottle.,,0.0,0.0,0.0,7
rGQ64NXktF8_000006_000016,2,gap_targeted,scene_spatial,visual_form,"Two boys face off on floor, bicycle nearby.",,0.0,0.0,0.0,8
rGQ64NXktF8_000006_000016,0,baseline,scene_spatial,visual_form,Two boys swat each other with bottle.,,0.0,0.0,0.0,7
rGQ64NXktF8_000006_000016,0,gap_targeted,scene_spatial,visual_form,"Two boys face off, bicycle behind them.",,0.0,0.0,0.0,7
rGQ64NXktF8_000006_000016,1,baseline,scene_spatial,visual_form,Two boys swat each other with bottles.,,0.0,0.0,0.0,7
rGQ64NXktF8_000006_000016,1,gap_targeted,scene_spatial,visual_form,"Two boys sit facing each other, bicycle nearby.",,0.0,0.0,0.0,8
v2Hr1CH-yb0_000076_000086,4,baseline,motion_action,face_character,Masked workers fill bags in vast warehouse.,,0.0,0.0,0.0,7
v2Hr1CH-yb0_000076_000086,4,gap_targeted,motion_action,face_character,"Masked workers fill bags; woman passes, laughing.",0.4646355003207621,1.5,2.4409837454385337,0.14285714285714285,7
v2Hr1CH-yb0_000076_000086,0,baseline,scene_spatial,visual_form,Masked workers fill bags in spacious warehouse.,,0.0,0.0,0.0,7
v2Hr1CH-yb0_000076_000086,0,gap_targeted,scene_spatial,visual_form,"Spacious warehouse, conveyor belts lining workers filling bags.",,0.0,0.0,0.0,8
v2Hr1CH-yb0_000076_000086,1,baseline,scene_spatial,face_character,Masked workers fill bags in spacious warehouse.,,0.0,0.0,0.0,7
v2Hr1CH-yb0_000076_000086,1,gap_targeted,scene_spatial,face_character,"Spacious warehouse, conveyor belts line bagging machinery.",,0.0,0.0,0.0,7
v2Hr1CH-yb0_000076_000086,3,baseline,scene_spatial,face_character,Masked workers fill bags in spacious warehouse.,,0.0,0.0,0.0,7
v2Hr1CH-yb0_000076_000086,3,gap_targeted,scene_spatial,face_character,"Spacious warehouse, conveyor belts; masked workers fill bags.",,0.0,0.0,0.0,8
v2Hr1CH-yb0_000076_000086,2,baseline,scene_spatial,face_character,Masked workers fill bags in spacious warehouse.,,0.0,0.0,0.0,7
v2Hr1CH-yb0_000076_000086,2,gap_targeted,scene_spatial,face_character,Conveyor belts line the spacious warehouse interior.,,0.0,0.0,0.0,7
xW6hpK-DBMY_000080_000090,5,baseline,face_character,visual_form,He sharpens a knife.,0.33918587177412324,1.5,0.3761326621003644,0.5,4
xW6hpK-DBMY_000080_000090,5,gap_targeted,face_character,visual_form,"He demonstrates, eyes focused",0.37298987154561086,1.5,0.41361885914384566,0.5,4
xW6hpK-DBMY_000080_000090,3,baseline,visual_form,face_character,A man sharpens a knife with rod.,0.3575145368388153,0.0,0.10532943654403254,0.2857142857142857,7
xW6hpK-DBMY_000080_000090,3,gap_targeted,visual_form,face_character,"Long steel rod, broad blade angled against.",,0.0,0.0,0.0,7
xW6hpK-DBMY_000080_000090,4,baseline,face_character,visual_form,A man demonstrates sharpening a knife.,0.34693992671355833,1.5,0.15213884105924064,0.5,6
xW6hpK-DBMY_000080_000090,4,gap_targeted,face_character,visual_form,He faces us; tattooed figure watches behind.,0.48785967320320506,1.5,0.12351511708273166,0.14285714285714285,7
xW6hpK-DBMY_000080_000090,2,baseline,visual_form,face_character,A man sharpens a knife on rod.,0.4699761910564788,0.0,0.1287433604157429,0.2857142857142857,7
xW6hpK-DBMY_000080_000090,2,gap_targeted,visual_form,face_character,Long steel rod glides against gleaming blade.,,0.0,0.0,0.0,7
xW6hpK-DBMY_000080_000090,1,baseline,object_body,face_character,A man slides a knife along sharpening rod.,0.8152214193577526,1.5,0.39852863967765034,0.25,8
xW6hpK-DBMY_000080_000090,1,gap_targeted,object_body,face_character,"He glides knife along rod, focused intently.",0.8152214193577526,1.5,0.39852863967765034,0.2857142857142857,7
xW6hpK-DBMY_000080_000090,0,baseline,motion_action,object_body,A man sharpens a knife on rod.,0.6216241825644785,0.0,0.886191278471723,0.2857142857142857,7
xW6hpK-DBMY_000080_000090,0,gap_targeted,motion_action,object_body,He glides the blade along the rod.,0.3158211194867696,0.0,0.31836531115004424,0.14285714285714285,7
