video_id,q_idx,condition,score,matched
8vkNr_eysXY_000002_000012,1,gap_targeted,1.0,1
8vkNr_eysXY_000002_000012,2,gap_targeted,0.0,0
8vkNr_eysXY_000002_000012,3,gap_targeted,0.0,0
8vkNr_eysXY_000002_000012,4,gap_targeted,0.0,0
9eBhetL8n5Q_000222_000232,0,baseline,0.0,0
9eBhetL8n5Q_000222_000232,1,baseline,0.0,0
9eBhetL8n5Q_000222_000232,2,baseline,0.5,1
9eBhetL8n5Q_000222_000232,3,baseline,1.0,0
9eBhetL8n5Q_000222_000232,4,baseline,0.0,0
9eBhetL8n5Q_000222_000232,0,gap_targeted,0.5,0
9eBhetL8n5Q_000222_000232,1,gap_targeted,0.5,0
9eBhetL8n5Q_000222_000232,2,gap_targeted,0.5,1
9eBhetL8n5Q_000222_000232,3,gap_targeted,0.0,0
9eBhetL8n5Q_000222_000232,4,gap_targeted,0.0,0
A0e7Z55s8pE_000008_000018,0,baseline,0.0,0
A0e7Z55s8pE_000008_000018,1,baseline,0.0,1
A0e7Z55s8pE_000008_000018,2,baseline,1.0,0
A0e7Z55s8pE_000008_000018,3,baseline,0.5,0
A0e7Z55s8pE_000008_000018,4,baseline,1.0,0
A0e7Z55s8pE_000008_000018,0,gap_targeted,0.0,0
A0e7Z55s8pE_000008_000018,1,gap_targeted,0.5,1
A0e7Z55s8pE_000008_000018,2,gap_targeted,1.0,0
A0e7Z55s8pE_000008_000018,3,gap_targeted,1.0,0
A0e7Z55s8pE_000008_000018,4,gap_targeted,1.0,0
BcW6Y7eufQE_000239_000249,0,baseline,1.0,0
BcW6Y7eufQE_000239_000249,1,baseline,0.5,0
BcW6Y7eufQE_000239_000249,2,baseline,0.0,1
BcW6Y7eufQE_000239_000249,3,baseline,0.0,0
BcW6Y7eufQE_000239_000249,4,baseline,1.0,0
BcW6Y7eufQE_000239_000249,0,gap_targeted,0.5,0
BcW6Y7eufQE_000239_000249,1,gap_targeted,0.5,0
BcW6Y7eufQE_000239_000249,2,gap_targeted,1.0,1
BcW6Y7eufQE_000239_000249,3,gap_targeted,0.0,0
BcW6Y7eufQE_000239_000249,4,gap_targeted,1.0,0
Bss3WwpDdS8_000041_000051,0,gap_targeted,0.0,0
Bss3WwpDdS8_000041_000051,1,gap_targeted,0.0,1
Bss3WwpDdS8_000041_000051,2,gap_targeted,0.0,0
Bss3WwpDdS8_000041_000051,3,gap_targeted,1.0,0
Bss3WwpDdS8_000041_000051,4,gap_targeted,0.0,1
Bss3WwpDdS8_000041_000051,0,baseline,0.0,0
Bss3WwpDdS8_000041_000051,1,baseline,0.0,1
Bss3WwpDdS8_000041_000051,2,baseline,0.0,0
Bss3WwpDdS8_000041_000051,3,baseline,1.0,0
Bss3WwpDdS8_000041_000051,4,baseline,0.0,1
Ccgwurislg8_000082_000092,0,gap_targeted,0.0,0
Ccgwurislg8_000082_000092,1,gap_targeted,0.0,0
Ccgwurislg8_000082_000092,2,gap_targeted,0.0,1
Ccgwurislg8_000082_000092,3,gap_targeted,0.0,0
Ccgwurislg8_000082_000092,4,gap_targeted,0.0,0
Ccgwurislg8_000082_000092,0,baseline,0.0,0
Ccgwurislg8_000082_000092,1,baseline,0.0,0
Ccgwurislg8_000082_000092,2,baseline,0.0,1
Ccgwurislg8_000082_000092,3,baseline,0.0,0
Ccgwurislg8_000082_000092,4,baseline,0.0,0
D297atE3gag_000203_000213,0,baseline,1.0,1
D297atE3gag_000203_000213,1,baseline,0.0,0
D297atE3gag_000203_000213,2,baseline,0.0,1
D297atE3gag_000203_000213,3,baseline,0.5,0
D297atE3gag_000203_000213,4,baseline,0.0,0
D297atE3gag_000203_000213,0,gap_targeted,1.0,1
D297atE3gag_000203_000213,1,gap_targeted,0.0,0
D297atE3gag_000203_000213,2,gap_targeted,0.5,1
D297atE3gag_000203_000213,3,gap_targeted,0.5,0
D297atE3gag_000203_000213,4,gap_targeted,0.0,0
EA3HCx0yTIY_000281_000291,0,gap_targeted,1.0,1
EA3HCx0yTIY_000281_000291,1,gap_targeted,0.5,0
EA3HCx0yTIY_000281_000291,2,gap_targeted,1.0,0
EA3HCx0yTIY_000281_000291,3,gap_targeted,1.0,1
EA3HCx0yTIY_000281_000291,4,gap_targeted,0.5,0
EA3HCx0yTIY_000281_000291,0,baseline,1.0,1
EA3HCx0yTIY_000281_000291,1,baseline,0.5,0
EA3HCx0yTIY_000281_000291,2,baseline,1.0,0
EA3HCx0yTIY_000281_000291,3,baseline,0.5,1
EA3HCx0yTIY_000281_000291,4,baseline,0.5,0
F-mRnL_XmJU_000000_000010,0,gap_targeted,0.0,0
F-mRnL_XmJU_000000_000010,1,gap_targeted,1.0,0
F-mRnL_XmJU_000000_000010,2,gap_targeted,1.0,1
F-mRnL_XmJU_000000_000010,3,gap_targeted,0.0,0
F-mRnL_XmJU_000000_000010,4,gap_targeted,1.0,1
F-mRnL_XmJU_000000_000010,0,baseline,0.0,0
F-mRnL_XmJU_000000_000010,1,baseline,1.0,0
F-mRnL_XmJU_000000_000010,2,baseline,1.0,1
F-mRnL_XmJU_000000_000010,3,baseline,0.0,0
F-mRnL_XmJU_000000_000010,4,baseline,1.0,1
HpRmj5ce32c_000001_000011,0,baseline,1.0,0
HpRmj5ce32c_000001_000011,1,baseline,0.5,0
HpRmj5ce32c_000001_000011,2,baseline,1.0,0
HpRmj5ce32c_000001_000011,3,baseline,1.0,1
HpRmj5ce32c_000001_000011,4,baseline,0.0,0
HpRmj5ce32c_000001_000011,0,gap_targeted,1.0,0
HpRmj5ce32c_000001_000011,1,gap_targeted,0.5,0
HpRmj5ce32c_000001_000011,2,gap_targeted,1.0,0
HpRmj5ce32c_000001_000011,3,gap_targeted,1.0,1
HpRmj5ce32c_000001_000011,4,gap_targeted,0.0,0
N-LZPc27kjM_000229_000239,0,gap_targeted,0.0,0
N-LZPc27kjM_000229_000239,1,gap_targeted,0.0,0
N-LZPc27kjM_000229_000239,2,gap_targeted,0.0,0
N-LZPc27kjM_000229_000239,3,gap_targeted,0.5,1
N-LZPc27kjM_000229_000239,4,gap_targeted,0.0,0
N-LZPc27kjM_000229_000239,0,baseline,0.0,0
N-LZPc27kjM_000229_000239,1,baseline,1.0,0
N-LZPc27kjM_000229_000239,2,baseline,0.0,0
N-LZPc27kjM_000229_000239,3,baseline,0.0,1
N-LZPc27kjM_000229_000239,4,baseline,0.0,0
OASCPKazLIM_000132_000142,0,baseline,1.0,1
OASCPKazLIM_000132_000142,1,baseline,0.0,0
OASCPKazLIM_000132_000142,2,baseline,0.0,1
OASCPKazLIM_000132_000142,3,baseline,0.0,1
OASCPKazLIM_000132_000142,4,baseline,0.5,0
OASCPKazLIM_000132_000142,0,gap_targeted,0.0,1
OASCPKazLIM_000132_000142,1,gap_targeted,0.0,0
OASCPKazLIM_000132_000142,2,gap_targeted,0.5,1
OASCPKazLIM_000132_000142,3,gap_targeted,0.0,1
OASCPKazLIM_000132_000142,4,gap_targeted,0.0,0
