clip_idx,video_id,category,question_model,q_idx,question,answer_key,required_visual_evidence,importance,rationale
11,z8Q-s8AthrA_000002_000012,Sports,anthropic:claude-haiku-4-5-20251001,1,What type of athletic facility is shown in the background?,A stadium or sports complex with a soccer field and track,red running track; soccer goal; field; buildings,critical,Setting is essential context for understanding the activity
11,z8Q-s8AthrA_000002_000012,Sports,anthropic:claude-haiku-4-5-20251001,2,What equipment is visible on the track field?,Hurdles and a soccer goal with padding,red hurdles; white soccer net; blue padding,useful,Key objects that define the training environment
11,z8Q-s8AthrA_000002_000012,Sports,anthropic:claude-haiku-4-5-20251001,3,What is the surface of the running area made of?,A red synthetic or rubber track material,red track surface; brick pathway,useful,Important detail about the athletic facility type
11,z8Q-s8AthrA_000002_000012,Sports,anthropic:claude-haiku-4-5-20251001,4,What time of day are these training activities taking place?,"Evening or night, as indicated by artificial lighting",artificial lights; dark sky; lit field,useful,Lighting conditions are visible and contextually relevant
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,0,What sport or activity are the people playing?,Badminton or volleyball on a dirt court,net dividing the court; players in athletic stance; dirt playing surface,critical,Main activity visible across multiple frames with clear net setup
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,1,What type of surface is the playing area made of?,Red or brown dirt/clay,reddish-brown ground; consistent across all frames,useful,Distinctive surface characteristic visible throughout all video frames
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,2,What structures or barriers are visible around the court?,Green metal fencing and green structures in background,metal fence; green painted structures; boundary markers,useful,Key environmental elements defining the court boundaries and setting
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,3,What is dividing the two sides of the playing area?,A net stretched across the middle of the court,net structure; separating players; vertical support,critical,Essential equipment defining the sport and court layout
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,4,What natural features are present in the setting?,Large trees providing shade over the court area,mature trees; foliage overhead; shade coverage,useful,Prominent environmental feature visible in multiple frames
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,0,What sport is being played in this video?,Ice hockey,ice rink; hockey sticks; puck; goal net,critical,Core activity; visible throughout all frames
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,1,What is the setting where this activity takes place?,Indoor ice hockey arena with overhead lighting,indoor facility; ceiling lights; boards; rink boards,critical,Essential context for understanding the environment
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,2,What equipment do the players have in their hands?,Hockey sticks,sticks held by players; stick contact with puck,useful,Key object defining the sport and main action
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,3,How many players are visible on the ice during gameplay?,Multiple players; approximately 6-8 visible,players scattered on ice; teams in action,useful,Helps listener understand scale of activity
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,4,What is the primary action occurring on the ice?,Players skating and competing for the puck with hockey sticks,skating motion; stick handling; puck movement,critical,Main action essential to understanding the scene
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,0,What sport is being played in this video?,Curling,curling rink with house markings; player in delivery position; red and blue circular target,critical,The distinctive curling house and player stance identify the sport.
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,1,What is the player doing in the first frames?,Delivering or sliding the curling stone down the rink,player in extended horizontal position; low sliding stance; stone on ice,critical,The delivery motion is the primary action shown throughout the sequence.
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,2,Where does this curling match take place?,Indoor curling rink with spectators watching,indoor arena ceiling; spectators in background; professional rink setup,useful,Setting establishes context for the competitive environment.
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,3,What happens to the player after releasing the stone?,The player falls or slides to the ground,player horizontal on ice; loss of balance; player lying on rink surface,critical,The fall is a significant event visible in the final frames.
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,4,How many other people are visible on or near the rink?,At least two other people standing and watching,figures in background; spectators near rink; officials or teammates present,useful,Other people provide context for the competitive setting.
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What is the main subject doing in these frames?,A man is exercising or stretching near a wooden fence gate.,man in green shirt; bending/stretching posture; wooden fence,critical,Primary action visible across all frames
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What type of setting or location is shown?,A farm or ranch area with wooden fences and pasture land.,wooden rail fences; green grass field; farm structures,critical,Setting context essential for understanding scene
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,What is the man wearing on his upper body?,A green short-sleeved shirt or t-shirt.,green shirt; short sleeves,useful,Visible clothing detail in all frames
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,What key objects are visible in the immediate area?,"Wooden fence gate, logs or wood pieces on ground, chain-link fence.",wooden gate; logs; chain-link fence,useful,Important environmental details for scene understanding
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,What is visible on the fence in the background?,A yellow warning sign and an information sign or notice.,yellow sign; information sign; fence,useful,On-screen text/signage visible in multiple frames
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What is the main subject doing in these frames?,A person is mounting or getting on a horse at a ranch.,person in pink cap; horse; wooden fence; mounting action,critical,Core action visible across all frames showing progression of mounting.
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What type of setting or location is shown?,A ranch or farm with white buildings and wooden fencing.,white barn buildings; wooden rail fence; rural setting,critical,Setting establishes context for the activity and is prominent throughout.
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,What color is the horse in these frames?,Dark brown or black.,dark-colored horse; visible in all frames,useful,Horse color is a basic descriptive detail an AD would include.
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,What is the person wearing on their head?,A pink or magenta colored cap or hat.,pink/magenta headwear; visible throughout frames,useful,Distinctive clothing detail that helps identify the main subject.
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,What key object separates the person from the horse's body?,A wooden rail fence.,wooden fence rails; between person and horse,useful,Fence is a prominent structural element framing the action throughout.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What is the main activity taking place in these video frames?,A person is sledding or sliding down an inflatable snow slide.,person in red hat; inflatable tube slide structure; snow-covered surface; downward motion,critical,Core action visible across multiple frames showing sledding activity.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What is the setting or location where this activity occurs?,An outdoor snowy area with a metal fence and bare trees visible.,snow-covered ground; metal corrugated fence; bare winter trees; outdoor environment,critical,Setting establishes context for the activity and is clearly visible throughout.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,What equipment or structure is used for the main activity?,An inflatable snow slide with white and dark blue striped tubes.,inflatable tube structure; white and blue striping; multiple connected tubes; slide apparatus,critical,The slide structure is prominent and essential to understanding the activity.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,How many people are visible participating in this activity?,At least two people are visible in the frames.,person in red hat; person in brown jacket; multiple individuals present,useful,Multiple participants are clearly visible across different frames.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,What is the person wearing on their head?,A red winter hat or beanie.,red hat visible; person wearing headwear; consistent across frames,useful,Distinctive red hat is visible on main subject throughout the sequence.
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What is the person wearing on their head and upper body?,A white protective suit with a large cylindrical pipe or tube covering their head,white protective suit; cylindrical pipe/tube; head covering,critical,Main subject's distinctive appearance across multiple frames
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What is the primary action being performed in these clips?,A person demonstrating or examining a large cylindrical pipe or tube outdoors,person holding/examining pipe; outdoor setting; demonstration,critical,Central activity visible throughout the video sequence
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,What is the setting or location where this activity takes place?,An outdoor wooded or rural area with bare trees and dirt ground,bare trees; outdoor; dirt/natural ground; wooded area,useful,Consistent background environment across all frames
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,What color is the large cylindrical object being examined?,Dark gray or black with a ribbed or ridged texture,dark colored pipe; ribbed texture; cylindrical shape,useful,Distinctive appearance of main object in focus
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,How many people are visible in these video frames?,Two people; one in protective suit and one in casual clothing nearby,person in white suit; second person in blue/casual clothes; multiple people,useful,Second person visible in several frames during the activity
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What animals are visible in this video clip?,"Multiple cats, including brown/dark and white colored cats",brown cat; white cat; multiple cats on floor,critical,Main subjects are clearly visible throughout all frames
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What is the primary action taking place in the video?,"Cats are playing, wrestling, or interacting with each other on the floor",cats on floor; cats in motion; cats engaging,critical,Central action visible across multiple frames showing cat interaction
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,Where does this scene take place?,Indoors on a wooden floor near stairs with a railing,wooden floor; staircase; railing; indoor setting,useful,Setting elements are consistent and visible throughout frames
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,How many cats are present in the scene?,At least three cats visible in the frames,multiple cats; brown cat; white cat; dark cat,useful,"Multiple distinct cats visible across frames, countable in sequence"
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,What furniture or architectural features are visible in the background?,Wooden staircase with railing and what appears to be exercise equipment,staircase; railing; wooden structure; equipment,useful,Consistent background elements visible in all frames
