clip_idx,video_id,category,tier,gt,description,question_model,grader_model,tribe_mean_need,candidate_id,q_idx,score,label,evidence_quote,rationale
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,A,3,0.5,partial,at Burger King,Implies indoor commercial setting but lacks detail.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,A,4,1.0,yes,eating a hamburger,Clearly identifies food type and eating action.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,B,0,0.5,partial,man eats,States eating but lacks hand position and mouth detail.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,B,1,0.0,no,,No mention of Burger King signage or text overlay.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,B,2,0.0,no,,No description of appearance or clothing.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,B,3,0.0,no,,No setting or location description provided.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,B,4,0.5,partial,eats a lot of burgers,Identifies burger but vague; omits color and hand details.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,C,0,0.0,no,,"Describes skiing, completely unrelated to eating scene."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,C,1,0.0,no,,"Describes skiing, no Burger King signage mentioned."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,C,2,0.0,no,,"Describes skier, not man in gray hoodie."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,C,3,0.0,no,,"Describes snowy hill, contradicts indoor setting."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,C,4,0.0,no,,"Describes skiing, unrelated to food consumption."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,D,0,1.0,yes,rapidly eating a hamburger. He takes quick bites,Directly states eating with hands and mouth action.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,D,1,1.0,yes,ketchup to write 'BURGER EATING' on a tray liner,Explicitly states text overlay with exact wording.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,D,2,1.0,yes,bald man in a gray hoodie,Directly describes all required appearance elements.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,D,3,1.0,yes,In a Burger King restaurant,Identifies commercial indoor setting clearly.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3472245020802409,D,4,1.0,yes,rapidly eating a hamburger,Identifies food type and eating action with hands.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,A,0,0.0,no,skier navigates a snowy hill,"Describes skiing, not cooking or omelet."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,A,1,0.0,no,weaving between flexible poles,"Describes skiing poles, not cooking utensils."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,A,2,0.0,no,snowy hill,"Describes outdoor skiing, not kitchen appliance."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,A,3,0.0,no,skier navigates,No mention of pouring liquid or skillets.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,A,4,0.0,no,slalom course,"Describes skiing, not cooking skillets."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,B,0,0.5,partial,holding a frying pan with food,Mentions food in pan but doesn't specify omelet or red peppers.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,B,1,1.0,yes,pushes the fork around in it,Clearly identifies fork as utensil manipulating food.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,B,2,0.0,no,,No mention of stove or cooking surface.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,B,3,0.0,no,,No mention of pouring liquid or second skillet.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,B,4,0.0,no,a frying pan,"Only one pan mentioned, not two skillets."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,C,0,0.5,partial,stirring food in a cast iron skillet,Mentions food and skillet but doesn't specify omelet or ingredients.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,C,1,1.0,yes,with a fork,Clearly identifies fork as cooking utensil.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,C,2,0.0,no,,No mention of stove or cooking appliance.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,C,3,0.0,no,,No mention of pouring liquid or second skillet.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,C,4,0.0,no,a cast iron skillet,"Only one skillet mentioned, not two."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,D,0,0.5,partial,cook an omelette with spaghetti and eggs,"Identifies omelet but mentions spaghetti, contradicting red peppers/tomatoes."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,D,1,1.0,yes,He stirs the mixture with a fork,Clearly identifies fork manipulating omelet.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,D,2,0.5,partial,stands at a stove,Mentions stove but doesn't describe it as white electric cooktop.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,D,3,0.0,no,,No mention of pouring liquid or second skillet.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.3732172811284784,D,4,0.0,no,in a black cast iron skillet,"Only one skillet mentioned, not two."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,A,0,0.5,partial,stirring scrambled eggs in a frying pan with a spatula,"Describes spatula, not tongs as shown in answer key."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,A,1,1.0,yes,stirring scrambled eggs in a frying pan,Directly identifies scrambled eggs in skillet.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,A,2,1.0,yes,"kitchen is warm and inviting, with a granite countertop",Clearly states kitchen setting with granite counter.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,A,3,0.0,no,,No mention of white plate or blue container.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,A,4,1.0,yes,"focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile","Directly describes smiling, engaged, positive emotional state."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,B,0,0.5,partial,cooking eggs in a frying pan,Confirms cooking activity but omits tool identification.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,B,1,1.0,yes,cooking eggs in a frying pan,Identifies eggs in frying pan.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,B,2,0.0,no,,No location or setting details provided.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,B,3,0.0,no,,No mention of counter items.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,B,4,0.0,no,,No emotional state or expression described.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,C,0,0.0,no,skier navigates a snowy hill,"Describes skiing, completely unrelated to kitchen scene."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,C,1,0.0,no,skier navigates a snowy hill,"Describes skiing, not food or cooking."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,C,2,0.0,no,snowy hill,"Describes outdoor skiing, not kitchen."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,anthropic:claude-haiku-4-5-20251001,0.1987337515089805,C,3,0.0,no,,No counter items mentioned.
