clip_idx,video_id,category,tier,gt,adqa_v4_score,n_questions,crit_w_adqa,clip_top3,story_recall,vt_consistency,duration_s,mean_speech_density,all4_mean_full_order,all4_mean_tier3_margin,tier3_va11y_words,tier1_vatex_short_words,ad_text,read_seconds,comprehension_per_second,adqa_norm,clip_norm,false_grounding_gap,visual_lexicon_purity,temporal_misalign,adqa_gain_vs_cross,word_count,saturation_ratio,speech_density,audio_leakage,rank_chaos,head_agreement_index,inversion_mass_adqa,marginal_word_value_t3,judge_full_order,judge_low_margin,ensemble_violation,gt_label_dispute,research_audit_index
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,0.7,5,0.7727272727272727,0.277018666267395,0.875,1.0,16.39,0.8181818181818181,1.0,0.0666666666666668,54,13,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",5.7,0.13556618819776714,1.0,0.9489514412374598,-0.05104855876254022,0.4166666666666667,0.0919361720744083,0.7,19,0.03684210526315789,0.8181818181818181,0.0,0.08712907082472299,0.6666666666666666,0.0,0.004878048780487804,1.0,1,0,1,0.48350822497428675
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,0.7,5,0.7727272727272727,0.2879016233815087,0.75,0.833,16.39,0.8181818181818181,1.0,0.0666666666666668,54,13,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",16.2,0.04769921436588103,1.0,1.0,0.0,0.23076923076923078,0.1766321888458967,0.7,54,0.012962962962962963,0.8181818181818181,0.0,0.08712907082472299,0.6666666666666666,0.0,0.004878048780487804,1.0,1,0,1,0.48350822497428675
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,0.0,5,0.0,0.0491151598592599,0.0,0.0,19.37,0.3076923076923077,1.0,0.5208333333333333,73,10,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",10.5,0.0,0.0,0.0,0.0,0.06896551724137931,0.4436243077086444,0.0,35,0.0,0.3076923076923077,0.0,0.4522774424948338,0.6666666666666666,0.0,0.0047619047619047615,1.0,0,0,0,0.4760796226297346
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,0.3,5,0.5,0.2773583564493391,0.5,0.577,19.37,0.3076923076923077,1.0,0.5208333333333333,73,10,A preteen girl is making scrambled eggs on the stove.,3.0,0.16666666666666666,0.5,0.8600401518365812,0.3600401518365812,0.42857142857142855,0.4637768131552676,0.3,10,0.03,0.3076923076923077,0.0,0.4522774424948338,0.6666666666666666,0.0,0.0047619047619047615,1.0,0,0,0,0.4760796226297346
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,0.3,5,0.5,0.3145018352402581,0.3333333333333333,0.385,19.37,0.3076923076923077,1.0,0.5208333333333333,73,10,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,5.1,0.09803921568627452,0.5,1.0,0.5,0.3333333333333333,0.22303607241452678,0.3,17,0.01764705882352941,0.3076923076923077,0.0,0.4522774424948338,0.6666666666666666,0.0,0.0047619047619047615,1.0,0,0,0,0.4760796226297346
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,0.6,5,0.7777777777777778,0.2815400560696919,1.0,1.0,19.37,0.3076923076923077,1.0,0.5208333333333333,73,10,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",21.9,0.03551496702181634,1.0,0.8757971585301141,-0.12420284146988592,0.27586206896551724,0.19699440574786015,0.6,73,0.00821917808219178,0.3076923076923077,0.0,0.4522774424948338,0.6666666666666666,0.0,0.0047619047619047615,1.0,0,0,0,0.4760796226297346
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,0.0,5,0.0,0.0395629592239856,0.0,0.0,16.39,1.0,1.0,0.1339285714285714,60,11,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",10.5,0.0,0.0,0.0,0.0,0.034482758620689655,0.17438260692955249,0.0,35,0.0,1.0,0.0,0.0,1.0,0.0,0.012244897959183675,1.0,1,0,0,0.6351780432590185
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,0.2,5,0.3333333333333333,0.2746855517228444,0.8333333333333334,0.417,16.39,1.0,1.0,0.1339285714285714,60,11,A woman is explaining how to mix spinach in a bowl,3.3,0.10101010101010101,0.25,0.7981889297255255,0.5481889297255255,0.3333333333333333,0.37732378340014067,0.2,11,0.018181818181818184,1.0,0.0,0.0,1.0,0.0,0.012244897959183675,1.0,1,0,0,0.6351780432590185
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier2_vatex_long,2,0.6,5,0.7777777777777778,0.29652781618966,1.0,1.0,16.39,1.0,1.0,0.1339285714285714,60,11,"A person drops chopped garlic from a knife into a wooden bowl, on top of spinach, and another person starts mixing the garlic and spinach leaves with their hands.",8.7,0.08939974457215838,0.7499999999999999,0.8723385616782016,0.12233856167820167,0.375,0.20986346593982314,0.6,29,0.020689655172413793,1.0,0.0,0.0,1.0,0.0,0.012244897959183675,1.0,1,0,0,0.6351780432590185
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier3_va11y,3,0.8,5,0.8888888888888888,0.3341330587863922,1.0,1.0,16.39,1.0,1.0,0.1339285714285714,60,11,"In a kitchen setting, two individuals demonstrate how to prepare a spinach salad. One person drops chopped garlic from a knife into a large wooden bowl filled with fresh spinach leaves. The other person uses their hands to thoroughly mix the garlic and spinach together. The video focuses on the process of combining these ingredients to create a healthy salad.",18.0,0.04938271604938271,1.0,1.0,0.0,0.20408163265306123,0.05572706405748645,0.8,60,0.013333333333333334,1.0,0.0,0.0,1.0,0.0,0.012244897959183675,1.0,1,0,0,0.6351780432590185
6,0HEi6q3bGaw_000011_000021,Travel,tier0_cross,0,0.0,5,0.0,0.0715448467267884,0.0,0.0,17.88,1.0,1.0,0.432142857142857,40,14,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",15.299999999999999,0.0,0.0,0.0,0.0,0.075,0.1241857159440411,0.0,51,0.0,1.0,0.0,0.4522774424948338,0.6666666666666666,0.0,0.019999999999999997,1.0,0,0,0,0.7725364708264388
6,0HEi6q3bGaw_000011_000021,Travel,tier1_vatex_short,1,0.2,5,0.2727272727272727,0.2651810546716054,0.1111111111111111,0.192,17.88,1.0,1.0,0.432142857142857,40,14,a guy is getting off of snow mobile and gets on and rides off.,4.2,0.06493506493506493,0.28571428571428575,1.0,0.7142857142857142,0.3,0.14350659174826663,0.2,14,0.014285714285714287,1.0,0.0,0.4522774424948338,0.6666666666666666,0.0,0.019999999999999997,1.0,0,0,0,0.7725364708264388
6,0HEi6q3bGaw_000011_000021,Travel,tier2_vatex_long,2,0.2,5,0.2727272727272727,0.2463179959191216,0.5555555555555556,0.385,17.88,1.0,1.0,0.432142857142857,40,14,"A person stops on a snowmobile while another person on a snowmobile speaks, then they both start again.",5.3999999999999995,0.050505050505050504,0.28571428571428575,0.9025850642672187,0.616870778552933,0.3076923076923077,0.129871990453845,0.2,18,0.011111111111111112,1.0,0.0,0.4522774424948338,0.6666666666666666,0.0,0.019999999999999997,1.0,0,0,0,0.7725364708264388
6,0HEi6q3bGaw_000011_000021,Travel,tier3_va11y,3,0.7,5,0.8636363636363636,0.2555730260080762,0.8888888888888888,0.769,17.88,1.0,1.0,0.432142857142857,40,14,"In a snowy landscape, two people on snowmobiles pause to converse. One rider, wearing a helmet, gestures while speaking. After a brief exchange, they both rev their engines and ride off across the snow-covered terrain, leaving tracks behind them.",11.7,0.07381507381507382,1.0,0.9503810327339847,-0.049618967266015335,0.20588235294117646,0.037568670020871164,0.7,39,0.017948717948717947,1.0,0.0,0.4522774424948338,0.6666666666666666,0.0,0.019999999999999997,1.0,0,0,0,0.7725364708264388
7,09dQut5GJ68_000049_000059,Travel,tier0_cross,0,0.3,5,0.13636363636363635,0.1285013324684567,0.0,0.0,16.39,1.0,1.0,0.3541666666666667,41,11,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",15.299999999999999,0.008912655971479501,0.5,0.0,-0.5,0.175,0.1912386290028658,0.0,51,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0,0,1,0.25091953007883583
7,09dQut5GJ68_000049_000059,Travel,tier1_vatex_short,1,0.3,5,0.3181818181818182,0.236579257580969,0.25,0.312,16.39,1.0,1.0,0.3541666666666667,41,11,A man on a motorcycle pulls a sleigh in the snow.,3.3,0.09641873278236915,0.5,0.887204896495971,0.387204896495971,0.3333333333333333,0.1959042281399913,0.0,11,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0,0,1,0.25091953007883583
7,09dQut5GJ68_000049_000059,Travel,tier2_vatex_long,2,0.3,5,0.3181818181818182,0.2444945077101389,0.25,0.312,16.39,1.0,1.0,0.3541666666666667,41,11,A man on a motorbike is pulling a sled through snow and ice before they grind to a halt.,5.7,0.05582137161084529,0.5,0.9521806874752973,0.45218068747529727,0.16666666666666666,0.17076243852667528,0.0,19,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0,0,1,0.25091953007883583
7,09dQut5GJ68_000049_000059,Travel,tier3_va11y,3,0.3,5,0.3181818181818182,0.2503197822305891,0.25,0.312,16.39,1.0,1.0,0.3541666666666667,41,11,"In a snowy landscape, a man rides a motorcycle, pulling a blue sled behind him. The sled glides over the snow, connected by a wire. The scene captures the thrill of the ride as the motorcycle moves through the wintry terrain.",12.299999999999999,0.025868440502586847,0.5,1.0,0.5,0.28125,0.16520688297111974,0.0,41,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0,0,1,0.25091953007883583
8,hOirknJr3os_000001_000011,Travel,tier0_cross,0,0.0,5,0.0,0.1780231528811984,0.0,0.0,16.39,1.0,1.0,0.28125,56,10,"A man in a green shirt and navy shorts walks back and forth along a fence. On the other side, a small deer mirrors his movements, following him closely. The setting appears to be a zoo or animal enclosure, with the man playfully engaging the deer in a game of follow-the-leader.",15.299999999999999,0.0,0.0,0.0,0.0,0.2,0.25094560577658326,0.0,51,0.0,1.0,0.0,0.08712907082472299,1.0,0.0,0.006521739130434781,1.0,0,0,0,0.6451303827390857
8,hOirknJr3os_000001_000011,Travel,tier1_vatex_short,1,0.4,5,0.45454545454545453,0.2433867934677336,0.3333333333333333,0.5,16.39,1.0,1.0,0.28125,56,10,A group of people are riding horses through the woods.,3.0,0.15151515151515152,0.5714285714285715,0.6401622312894482,0.06873365986087665,0.625,0.30539005022102766,0.4,10,0.04,1.0,0.0,0.08712907082472299,1.0,0.0,0.006521739130434781,1.0,0,0,0,0.6451303827390857
8,hOirknJr3os_000001_000011,Travel,tier2_vatex_long,2,0.4,5,0.45454545454545453,0.2436750878890355,0.7777777777777778,1.0,16.39,1.0,1.0,0.28125,56,10,"A horse ranch sign is shown, then horses grazing, and after this people riding horses through woods are seen as music plays.",6.6,0.06887052341597796,0.5714285714285715,0.6429857459889483,0.0715571745603768,0.42105263157894735,0.10737417720515469,0.4,22,0.018181818181818184,1.0,0.0,0.08712907082472299,1.0,0.0,0.006521739130434781,1.0,0,0,0,0.6451303827390857
8,hOirknJr3os_000001_000011,Travel,tier3_va11y,3,0.7,5,0.7727272727272727,0.280127959118949,1.0,1.0,16.39,1.0,1.0,0.28125,56,10,"The video begins with a sign for KOA Ranch, featuring a silhouette of a horse. Horses graze peacefully in a sunlit pasture. The scene shifts to a group of people riding horses along a wooded trail, accompanied by a song about camping. This advertisement highlights the scenic beauty and horse riding experiences offered at KOA campgrounds.",16.8,0.04599567099567099,1.0,1.0,0.0,0.3488372093023256,0.12276378759476508,0.7,56,0.012499999999999999,1.0,0.0,0.08712907082472299,1.0,0.0,0.006521739130434781,1.0,0,0,0,0.6451303827390857
9,TF4q9y0rJoc_000000_000010,Sports,tier0_cross,0,0.0,5,0.0,0.1258485698037677,0.0,0.167,16.39,1.0,1.0,0.0999999999999999,35,10,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",12.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.14449340848567482,0.0,40,0.0,1.0,0.0,0.08712907082472299,1.0,0.0,0.003999999999999999,1.0,1,0,0,0.7670636211212916
9,TF4q9y0rJoc_000000_000010,Sports,tier1_vatex_short,1,0.4,5,0.5555555555555556,0.2525623937447865,0.3333333333333333,0.5,16.39,1.0,1.0,0.0999999999999999,35,10,A man is skiing between poles on a snowy hill.,3.0,0.1851851851851852,0.8,0.7692382387594776,-0.030761761240522434,0.5,0.1660479020556357,0.4,10,0.04,1.0,0.0,0.08712907082472299,1.0,0.0,0.003999999999999999,1.0,1,0,0,0.7670636211212916
9,TF4q9y0rJoc_000000_000010,Sports,tier2_vatex_long,2,0.4,5,0.5555555555555556,0.2597168534994126,0.1666666666666666,0.333,16.39,1.0,1.0,0.0999999999999999,35,10,Someone is skiing at night around several poles in an alternating left then right pattern.,4.5,0.1234567901234568,0.8,0.8126706271900077,0.012670627190007666,0.2727272727272727,0.11702088101314734,0.4,15,0.02666666666666667,1.0,0.0,0.08712907082472299,1.0,0.0,0.003999999999999999,1.0,1,0,0,0.7670636211212916
9,TF4q9y0rJoc_000000_000010,Sports,tier3_va11y,3,0.5,5,0.7222222222222222,0.2905749413702223,0.3333333333333333,0.5,16.39,1.0,1.0,0.0999999999999999,35,10,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",10.5,0.06878306878306878,1.0,1.0,0.0,0.1724137931034483,0.008749427110102015,0.5,35,0.014285714285714285,1.0,0.0,0.08712907082472299,1.0,0.0,0.003999999999999999,1.0,1,0,0,0.7670636211212916
11,z8Q-s8AthrA_000002_000012,Sports,tier0_cross,0,0.0,5,0.0,0.1462403469615512,0.0,0.0,16.39,0.6363636363636364,1.0,0.2833333333333333,69,10,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",12.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.2947159805072418,0.0,40,0.0,0.6363636363636364,0.0,0.33333333333333315,1.0,0.2,0.005084745762711865,1.0,0,0,0,0.49794774415736154
11,z8Q-s8AthrA_000002_000012,Sports,tier1_vatex_short,1,0.5,5,0.6818181818181818,0.1994081967406802,0.3333333333333333,0.25,16.39,0.6363636363636364,1.0,0.2833333333333333,69,10,A girl performs the high jump at a track meet.,3.0,0.22727272727272727,0.625,0.38470116783820557,-0.24029883216179443,0.42857142857142855,0.07850339271213147,0.5,10,0.05,0.6363636363636364,0.0,0.33333333333333315,1.0,0.2,0.005084745762711865,1.0,0,0,0,0.49794774415736154
11,z8Q-s8AthrA_000002_000012,Sports,tier2_vatex_long,2,0.3,5,0.4090909090909091,0.2417535930871963,0.5555555555555556,0.75,16.39,0.6363636363636364,1.0,0.2833333333333333,69,10,"A child jumps over a hurdle on a track, and a child is talking while other kids are playing in the background followed by a child running and and doing a high jump.",9.9,0.04132231404958678,0.37499999999999994,0.6910954172718394,0.3160954172718395,0.34782608695652173,0.08949876308250182,0.3,33,0.00909090909090909,0.6363636363636364,0.0,0.33333333333333315,1.0,0.2,0.005084745762711865,1.0,0,0,0,0.49794774415736154
11,z8Q-s8AthrA_000002_000012,Sports,tier3_va11y,3,0.8,5,0.9090909090909091,0.2844459315141042,0.6666666666666666,1.0,16.39,0.6363636363636364,1.0,0.2833333333333333,69,10,"A young girl in a yellow shirt and black pants participates in a track and field event. She energetically runs and leaps over hurdles on a track. Later, she stands on the track, speaking confidently about her experience while other children play in the background. The scene shifts to her performing a high jump, landing on a cushioned surface. The video captures her enthusiasm and skill in the sport.",20.7,0.04391743522178305,1.0,1.0,0.0,0.23636363636363636,0.17895429121614076,0.8,69,0.011594202898550725,0.6363636363636364,0.0,0.33333333333333315,1.0,0.2,0.005084745762711865,1.0,0,0,0,0.49794774415736154
12,abaLFY_GI8k_000295_000305,Sports,tier0_cross,0,0.0,5,0.0,0.1584480322069592,0.0,0.156,23.84,0.5000000000000001,0.0,0.5104166666666667,64,11,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",12.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.0626422789292268,0.0,40,0.0,0.5000000000000001,0.0,0.33333333333333315,0.6666666666666666,0.2,0.0037735849056603765,0.0,0,1,0,0.5772167410638404
12,abaLFY_GI8k_000295_000305,Sports,tier1_vatex_short,1,0.5,5,0.5909090909090909,0.2465564732750257,0.4444444444444444,0.156,23.84,0.5000000000000001,0.0,0.5104166666666667,64,11,Some boys talking in a foreign language are playing Volley Ball.,3.3,0.1790633608815427,0.7142857142857143,1.0,0.2857142857142857,0.2222222222222222,0.24120387491692707,0.5,11,0.045454545454545456,0.5000000000000001,0.0,0.33333333333333315,0.6666666666666666,0.2,0.0037735849056603765,0.0,0,1,0,0.5772167410638404
12,abaLFY_GI8k_000295_000305,Sports,tier2_vatex_long,2,0.3,5,0.4090909090909091,0.2420556909508175,0.6666666666666666,0.469,23.84,0.5000000000000001,0.0,0.5104166666666667,64,11,A man runs to the back of a volleyball field bouncing the ball before he plays a game of volleyball.,6.0,0.06818181818181819,0.4285714285714286,0.9489176942680078,0.5203462656965792,0.38461538461538464,0.09037507245149401,0.3,20,0.015,0.5000000000000001,0.0,0.33333333333333315,0.6666666666666666,0.2,0.0037735849056603765,0.0,0,1,0,0.5772167410638404
12,abaLFY_GI8k_000295_000305,Sports,tier3_va11y,3,0.7,5,0.8636363636363636,0.2444308656785223,0.7777777777777778,0.625,23.84,0.5000000000000001,0.0,0.5104166666666667,64,11,"A group of boys is playing volleyball on an outdoor dirt court. The net is slightly broken, and the setting is casual. One boy serves the ball, and another jumps to spike it over the net. The players are wearing shorts and are engaged in the game, communicating in a foreign language. The scene is lively, with the boys moving energetically across the court.",19.2,0.04498106060606061,1.0,0.9758750969744056,-0.024124903025594446,0.39215686274509803,0.18736755365450153,0.7,64,0.0109375,0.5000000000000001,0.0,0.33333333333333315,0.6666666666666666,0.2,0.0037735849056603765,0.0,0,1,0,0.5772167410638404
13,KFcH6BYZWhc_000011_000021,Sports,tier0_cross,0,0.0,5,0.0,0.1294254619214269,0.0,0.0,14.9,1.0,1.0,0.2218253968253968,67,12,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",12.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.12783976684912945,0.0,40,0.0,1.0,0.0,0.33333333333333315,0.6666666666666666,0.0,0.005454545454545454,1.0,0,0,0,0.6688992787895471
13,KFcH6BYZWhc_000011_000021,Sports,tier1_vatex_short,1,0.2,5,0.2727272727272727,0.2520650658342573,0.75,0.682,14.9,1.0,1.0,0.2218253968253968,67,12,A group of hockey players practices their skills on a hockey rink.,3.5999999999999996,0.07575757575757576,0.4,0.8453774765159785,0.4453774765159785,0.5,0.16804955705891966,0.2,12,0.016666666666666666,1.0,0.0,0.33333333333333315,0.6666666666666666,0.0,0.005454545454545454,1.0,0,0,0,0.6688992787895471
13,KFcH6BYZWhc_000011_000021,Sports,tier2_vatex_long,2,0.4,5,0.45454545454545453,0.2744962821404139,0.875,1.0,14.9,1.0,1.0,0.2218253968253968,67,12,A group of hockey players are on the rink at mid court while another hockey player is skating around with the puck and attempts to score a goal.,8.4,0.054112554112554105,0.8,1.0,0.19999999999999996,0.42857142857142855,0.033743533864007524,0.4,28,0.014285714285714287,1.0,0.0,0.33333333333333315,0.6666666666666666,0.0,0.005454545454545454,1.0,0,0,0,0.6688992787895471
13,KFcH6BYZWhc_000011_000021,Sports,tier3_va11y,3,0.5,5,0.5909090909090909,0.2615391810735066,0.875,1.0,14.9,1.0,1.0,0.2218253968253968,67,12,"In an indoor ice rink, a group of young hockey players practice their skills. One player skates swiftly across the ice, controlling the puck with precision. Nearby, other players engage in drills, passing the puck back and forth. The scene is lively, with players focused on improving their techniques and aiming to score goals. The rink is bustling with activity as the team hones their hockey abilities.",20.099999999999998,0.029398462234283135,1.0,0.9106843054492398,-0.08931569455076016,0.3333333333333333,0.0073890394323083974,0.5,67,0.007462686567164179,1.0,0.0,0.33333333333333315,0.6666666666666666,0.0,0.005454545454545454,1.0,0,0,0,0.6688992787895471
14,UDD6YcChywc_000000_000010,Sports,tier0_cross,0,0.0,5,0.0,0.1320979611741172,0.0,0.139,16.39,0.9090909090909092,1.0,0.2999999999999999,46,14,"In a bustling kitchen, a chef holds a cherry tomato and counts down in Spanish. With precision, he throws the tomato at a wall, followed by a knife, which pins the tomato in place. The chef smiles, showcasing his skill.",12.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.1359536352111777,0.0,40,0.0,0.9090909090909092,0.0,0.33333333333333315,0.6666666666666666,0.09999999999999998,0.009375000000000001,1.0,0,1,0,0.7073538824596469
