clip_idx,video_id,category,tier,gt,description,provider,model,candidate_id,q_idx,score,label,evidence_quote,grade_rationale
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier2_vatex_long,2,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,anthropic,claude-haiku-4-5-20251001,C,0,0.0,no,pins a cherry tomato to the wall,"Describes tomato, not specimen or insect. Wrong object."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier2_vatex_long,2,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,anthropic,claude-haiku-4-5-20251001,C,1,0.0,no,,"No mention of laboratory, equipment, workbenches, or tanks."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier2_vatex_long,2,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,anthropic,claude-haiku-4-5-20251001,C,2,0.0,no,,"No mention of wooden board, papers, or sticky notes."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier2_vatex_long,2,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,anthropic,claude-haiku-4-5-20251001,C,3,0.5,partial,The man holding the camera is counting backward,Identifies two people; answer key specifies one main subject.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier2_vatex_long,2,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,anthropic,claude-haiku-4-5-20251001,C,4,0.0,no,pins a cherry tomato to the wall,"Describes knife-throwing, not scientific demonstration or research."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic,claude-haiku-4-5-20251001,D,0,0.0,no,A chef in a kitchen demonstrates his skill throwing a knife,"Describes knife-throwing, not holding specimen between fingers."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic,claude-haiku-4-5-20251001,D,1,0.0,no,in a kitchen,Kitchen contradicts laboratory setting answer key.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic,claude-haiku-4-5-20251001,D,2,0.0,no,,"No mention of wooden board, papers, or sticky notes."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic,claude-haiku-4-5-20251001,D,3,0.5,partial,A chef,Identifies single person but lacks detail about main subject role.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic,claude-haiku-4-5-20251001,D,4,0.0,no,A chef in a kitchen demonstrates his skill throwing a knife,"Chef, not scientist. Knife-throwing, not specimen demonstration."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic,claude-haiku-4-5-20251001,A,0,1.0,yes,eating a hamburger very fast,Directly states eating action and food item.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic,claude-haiku-4-5-20251001,A,1,0.5,partial,at Burger King,Names restaurant but not interior setting details.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic,claude-haiku-4-5-20251001,A,2,1.0,yes,at Burger King,Explicitly names Burger King brand.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic,claude-haiku-4-5-20251001,A,3,0.0,no,,Does not mention text on packaging.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic,claude-haiku-4-5-20251001,A,4,0.0,no,,Does not describe man's clothing.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic,claude-haiku-4-5-20251001,B,0,0.5,partial,man eats a lot of burgers,Names eating action but vague; doesn't specify first sequence.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic,claude-haiku-4-5-20251001,B,1,0.0,no,,Does not describe setting or location.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic,claude-haiku-4-5-20251001,B,2,0.0,no,,Does not mention Burger King or any brand.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic,claude-haiku-4-5-20251001,B,3,0.0,no,,Does not mention packaging text.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic,claude-haiku-4-5-20251001,B,4,0.0,no,,Does not describe clothing.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,0,0.0,no,,"Describes skiing, completely unrelated to answer key."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,1,0.0,no,,"Describes outdoor snowy slope, contradicts cafeteria setting."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,2,0.0,no,,No mention of Burger King or any brand.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,3,0.0,no,,Completely unrelated content.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,4,0.0,no,,"Describes skier, not relevant to man's clothing."
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic,claude-haiku-4-5-20251001,D,0,1.0,yes,rapidly eating a hamburger. He takes quick bites,Explicitly describes eating action and food.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic,claude-haiku-4-5-20251001,D,1,0.5,partial,In a Burger King restaurant,Names restaurant but lacks interior setting details.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic,claude-haiku-4-5-20251001,D,2,1.0,yes,In a Burger King restaurant,Explicitly names Burger King brand.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic,claude-haiku-4-5-20251001,D,3,1.0,yes,ketchup to write 'BURGER EATING' on a tray liner,Directly states text appearing on packaging.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic,claude-haiku-4-5-20251001,D,4,1.0,yes,gray hoodie,Explicitly describes gray hoodie clothing.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,0,0.0,no,a skier navigates a snowy hill,"Describes skiing, not cooking. Completely off-topic."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,1,0.0,no,a skier navigates a snowy hill,"Describes skiing, not pouring liquid. Completely off-topic."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,2,0.0,no,a snowy hill,"Describes outdoor ski slope, not kitchen. Contradicts answer key."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,3,0.0,no,flexible poles in a slalom course,"Describes ski poles, not cooking equipment. Completely off-topic."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,4,0.0,no,,No mention of oil or branded products. Completely off-topic.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic,claude-haiku-4-5-20251001,B,0,0.5,partial,A man is holding a frying pan with food,Mentions food in pan but doesn't specify omelet or peppers.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic,claude-haiku-4-5-20251001,B,1,0.0,no,,No mention of liquid being poured or oil bottle.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic,claude-haiku-4-5-20251001,B,2,0.5,partial,over a stove,Mentions stove but lacks kitchen context and counter details.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic,claude-haiku-4-5-20251001,B,3,0.5,partial,holding a frying pan,Mentions one pan but doesn't specify two skillets or stovetop setup.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic,claude-haiku-4-5-20251001,B,4,0.0,no,,No mention of branded oil or labeled bottle.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic,claude-haiku-4-5-20251001,C,0,0.0,no,stirring food in a cast iron skillet,Mentions food but doesn't specify omelet or red peppers.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic,claude-haiku-4-5-20251001,C,1,0.0,no,,No mention of liquid being poured or oil bottle.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic,claude-haiku-4-5-20251001,C,2,0.0,no,,"No kitchen context, counter, or appliances mentioned."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic,claude-haiku-4-5-20251001,C,3,0.5,partial,cast iron skillet,Mentions one skillet but doesn't specify two pans or stovetop.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic,claude-haiku-4-5-20251001,C,4,0.0,no,,No mention of branded oil or labeled bottle.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic,claude-haiku-4-5-20251001,D,0,0.5,partial,cook an omelette with spaghetti and eggs,"Mentions omelet and eggs but says spaghetti, not red peppers."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic,claude-haiku-4-5-20251001,D,1,0.0,no,,No mention of liquid being poured or oil bottle.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic,claude-haiku-4-5-20251001,D,2,1.0,yes,A man in a grey shirt stands at a stove,Clearly establishes kitchen setting with stove.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic,claude-haiku-4-5-20251001,D,3,1.0,yes,black cast iron skillet,Specifies black skillet on stove; implies stovetop setup.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic,claude-haiku-4-5-20251001,D,4,0.0,no,,No mention of branded oil or labeled bottle.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic,claude-haiku-4-5-20251001,A,0,1.0,yes,stirring scrambled eggs in a frying pan with a spatula,Directly states child stirring food in pan with spatula.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic,claude-haiku-4-5-20251001,A,1,1.0,yes,In a cozy kitchen...at the stove...granite countertop,Explicitly identifies kitchen setting with counter details.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic,claude-haiku-4-5-20251001,A,2,1.0,yes,stirring scrambled eggs,Directly names scrambled eggs as food in pan.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic,claude-haiku-4-5-20251001,A,3,1.0,yes,with a spatula,Explicitly identifies spatula as cooking utensil.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic,claude-haiku-4-5-20251001,A,4,0.0,no,,"Does not mention white plate, blue container, or pink bowl."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic,claude-haiku-4-5-20251001,B,0,0.5,partial,cooking eggs in a frying pan,Names pan and eggs but omits spatula and specific action detail.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic,claude-haiku-4-5-20251001,B,1,0.5,partial,cooking...on the stove,Mentions stove but lacks counter or kitchen setting details.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic,claude-haiku-4-5-20251001,B,2,1.0,yes,cooking eggs,Directly identifies eggs as food being cooked.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic,claude-haiku-4-5-20251001,B,3,0.0,no,,Does not mention spatula or any cooking utensil.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic,claude-haiku-4-5-20251001,B,4,0.0,no,,Does not describe counter items.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,0,0.0,no,,"Describes skiing, not cooking. Contradicts answer key entirely."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,1,0.0,no,,"Describes snowy hill, not kitchen. Contradicts answer key."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,2,0.0,no,,No food description. Wrong scene entirely.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,3,0.0,no,,"Describes ski poles, not cooking utensil."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,C,4,0.0,no,,"Describes slope, not kitchen counter items."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic,claude-haiku-4-5-20251001,D,0,0.5,partial,making scrambled eggs on the stove,"Names eggs and stove but omits pan, spatula, and action detail."
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic,claude-haiku-4-5-20251001,D,1,0.5,partial,on the stove,Mentions stove but lacks kitchen counter or setting details.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic,claude-haiku-4-5-20251001,D,2,1.0,yes,scrambled eggs,Directly identifies scrambled eggs as food.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic,claude-haiku-4-5-20251001,D,3,0.0,no,,Does not mention spatula or cooking utensil.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic,claude-haiku-4-5-20251001,D,4,0.0,no,,Does not describe counter items.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,0,0.0,no,"skier navigates a snowy hill, weaving between flexible poles","Describes skiing, not salad preparation. Completely unrelated content."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,1,0.0,no,snowy hill,"Describes outdoor skiing scene, not kitchen bowl."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,2,0.0,no,flexible poles,"Describes ski poles, not cutting board or cheese."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,3,0.0,no,a skier,"Describes one skier, not hands in a bowl."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic,claude-haiku-4-5-20251001,A,4,0.0,no,snowy hill,"Describes skiing, not leafy greens."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic,claude-haiku-4-5-20251001,B,0,0.5,partial,mix spinach in a bowl,"Names mixing action and bowl, but lacks detail about hands or motion."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic,claude-haiku-4-5-20251001,B,1,0.5,partial,in a bowl,Mentions bowl but doesn't specify wooden or describe appearance.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic,claude-haiku-4-5-20251001,B,2,0.0,no,,No mention of cutting board or cheese.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic,claude-haiku-4-5-20251001,B,3,0.0,no,,Does not specify number of hands.
