clip_idx,video_id,category,question_model,q_idx,question,answer_key,required_visual_evidence,importance,rationale
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,anthropic:claude-haiku-4-5-20251001,2,Where is this scene taking place?,In a kitchen at a counter or stovetop,kitchen counter; stovetop; cabinets,critical,Setting essential for understanding context
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,anthropic:claude-haiku-4-5-20251001,3,What is on the counter next to the skillet?,A white plate and a pink bowl,white plate; pink bowl; counter items,useful,Key objects in immediate cooking area
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,anthropic:claude-haiku-4-5-20251001,4,What utensil is the child using to cook?,A spatula or cooking utensil to stir the food,utensil in hand; stirring motion,useful,Important detail of cooking technique
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,anthropic:claude-haiku-4-5-20251001,0,What is the main subject doing?,Tossing or mixing leafy greens in a wooden bowl,hands tossing greens; wooden bowl; leafy vegetables,critical,Core action visible throughout all frames
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,anthropic:claude-haiku-4-5-20251001,1,What type of container holds the greens?,A large wooden bowl with handles,wooden bowl; handles on sides,critical,Distinctive object present in every frame
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,anthropic:claude-haiku-4-5-20251001,2,What is the primary ingredient being prepared?,"Fresh leafy greens, appearing to be salad greens or herbs",green leaves; fresh vegetables,useful,Main subject matter throughout the sequence
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,anthropic:claude-haiku-4-5-20251001,3,How many hands are visible performing the action?,Two hands,two hands tossing; both hands visible,useful,Consistent detail across frames showing technique
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,anthropic:claude-haiku-4-5-20251001,4,What is visible on the work surface to the right?,A wooden cutting board with what appears to be white cheese or dairy product,cutting board; white ingredient,useful,Secondary prep area visible in multiple frames
6,0HEi6q3bGaw_000011_000021,Travel,anthropic:claude-haiku-4-5-20251001,0,What winter sport activity is the person in the center engaged in?,Snowmobiling or riding a snowmobile across a snowy field,person on snowmobile; snow-covered terrain; winter landscape,critical,Main subject and primary action throughout all frames
6,0HEi6q3bGaw_000011_000021,Travel,anthropic:claude-haiku-4-5-20251001,1,What is the terrain like where the snowmobiler is riding?,"A wide, open snowy field with visible track patterns and bare trees",open snowy field; track marks in snow; bare trees along edges,critical,Setting is essential context for understanding the scene
6,0HEi6q3bGaw_000011_000021,Travel,anthropic:claude-haiku-4-5-20251001,2,What other snowmobiles are visible in the frames?,At least two other snowmobiles visible in the foreground on the left side,green and yellow snowmobile; orange/red snowmobile; foreground left,useful,Multiple riders present; important for understanding group activity
6,0HEi6q3bGaw_000011_000021,Travel,anthropic:claude-haiku-4-5-20251001,3,What is the weather and lighting condition during this snowmobiling activity?,"Clear, sunny day with bright blue sky and strong shadows cast by the rider",blue sky; bright sunlight; distinct shadows,useful,Weather conditions affect viewer understanding of conditions
6,0HEi6q3bGaw_000011_000021,Travel,anthropic:claude-haiku-4-5-20251001,4,What perspective are these video frames shot from?,From another snowmobile following behind the central rider,foreground snowmobile parts visible; following perspective; multiple riders ahead,useful,Camera perspective helps orient listener to the scene composition
7,09dQut5GJ68_000049_000059,Travel,anthropic:claude-haiku-4-5-20251001,0,What is the main subject doing in these frames?,A person is falling or tumbling through snow,person in dark clothing; snow-covered ground; dynamic falling motion; multiple sequential positions,critical,Core action visible across all frames showing movement through snow
7,09dQut5GJ68_000049_000059,Travel,anthropic:claude-haiku-4-5-20251001,1,What type of environment or setting is shown?,"A snowy outdoor location, possibly a slope or mountainside",white snow covering ground; light blue sky; steep terrain; winter conditions,critical,Setting essential for understanding context of the action
7,09dQut5GJ68_000049_000059,Travel,anthropic:claude-haiku-4-5-20251001,2,What equipment or objects are visible with the person?,A blue ski pole or similar winter sports equipment,bright blue object; held or near person; winter sports context,useful,Key object suggesting skiing or snowsports activity
7,09dQut5GJ68_000049_000059,Travel,anthropic:claude-haiku-4-5-20251001,3,How many people are visible in these frames?,One person in dark clothing,single dark figure; consistent throughout frames,useful,Clarifies whether this is solo or group activity
7,09dQut5GJ68_000049_000059,Travel,anthropic:claude-haiku-4-5-20251001,4,What is the weather condition visible in the frames?,Snowy and overcast with light blue-gray sky,snow coverage; overcast sky; winter conditions; low visibility,useful,Weather context important for understanding hazard level
8,hOirknJr3os_000001_000011,Travel,anthropic:claude-haiku-4-5-20251001,0,What type of facility or venue is shown in the middle frames?,An equestrian facility or horse ranch with competition grounds,flags; manicured grounds; wooden fencing; horses grazing,critical,Establishes primary setting and context for entire sequence
8,hOirknJr3os_000001_000011,Travel,anthropic:claude-haiku-4-5-20251001,1,What animals are visible in the pasture scenes?,"Two horses, one brown and one brown and white",brown horse; brown and white horse; grazing; pasture,critical,Main subjects of the video sequence
8,hOirknJr3os_000001_000011,Travel,anthropic:claude-haiku-4-5-20251001,2,What does the entrance sign display?,A silhouette of a horse in motion,horse silhouette; sign; entrance,useful,Identifies facility purpose and branding
8,hOirknJr3os_000001_000011,Travel,anthropic:claude-haiku-4-5-20251001,3,What is visible in the wooded area scenes?,A horse tied to a tree among dense forest vegetation,horse; tree; rope; forest; woods,critical,Shows different location and horse activity within facility
8,hOirknJr3os_000001_000011,Travel,anthropic:claude-haiku-4-5-20251001,4,What logo appears consistently throughout the video?,KOA logo in yellow and red,KOA; yellow; red; logo,useful,Identifies sponsorship or facility affiliation
9,TF4q9y0rJoc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,0,What sport is the person participating in?,Skiing,person on skis; snow-covered slope; ski poles,critical,Main activity visible throughout frames
9,TF4q9y0rJoc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,1,What time of day is this activity taking place?,Night or evening,dark sky; artificial lighting; illuminated slope,critical,Lighting conditions define the scene
9,TF4q9y0rJoc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,2,What markers are visible on the ski slope?,Poles or gate markers,vertical poles; course markers,useful,Key objects defining the ski course
9,TF4q9y0rJoc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,3,What is the surface condition of the slope?,Snow-covered and well-groomed,white snow surface; smooth terrain; visible tracks,useful,Describes the skiing environment
9,TF4q9y0rJoc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,4,What is the skier wearing?,Dark jacket and yellow/neon accents,dark colored clothing; bright colored elements,useful,Identifies the main subject's appearance
11,z8Q-s8AthrA_000002_000012,Sports,anthropic:claude-haiku-4-5-20251001,0,What is the young person in the yellow shirt doing in these video clips?,Running and practicing hurdles on a track field,yellow shirt; running motion; red track; hurdles,critical,Main action and subject clearly visible across multiple frames
11,z8Q-s8AthrA_000002_000012,Sports,anthropic:claude-haiku-4-5-20251001,1,What type of athletic facility is shown in the background?,A stadium or sports complex with a soccer field and track,red running track; soccer goal; field; buildings,critical,Setting is essential context for understanding the activity
11,z8Q-s8AthrA_000002_000012,Sports,anthropic:claude-haiku-4-5-20251001,2,What equipment is visible on the track field?,Hurdles and a soccer goal with padding,red hurdles; white soccer net; blue padding,useful,Key objects that define the training environment
11,z8Q-s8AthrA_000002_000012,Sports,anthropic:claude-haiku-4-5-20251001,3,What is the time of day when this training occurs?,"Evening or night, with artificial lighting illuminating the track",dark sky; artificial lights; lit field,useful,Lighting conditions are noticeable and contextually relevant
11,z8Q-s8AthrA_000002_000012,Sports,anthropic:claude-haiku-4-5-20251001,4,What visible text or signage appears in the stadium background?,Sponsor banners and signage along the track perimeter,banners; text on boards; advertising,useful,On-screen text/signage is standard AD inclusion
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,0,What sport or activity are the people playing?,Badminton or volleyball,net dividing the court; players in ready positions; ball in flight,critical,Main activity visible across multiple frames with clear net setup
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,1,What type of surface is the playing area made of?,Red or reddish-brown dirt or clay court,ground surface; consistent color throughout frames,useful,"Distinctive surface visible in all frames, affects gameplay context"
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,2,What structures or barriers are visible around the playing area?,Green fencing and metal net divider,green fence in background; net in center of court,useful,Key environmental features defining the court boundaries
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,3,How many players are actively visible on the court?,Three to four players,multiple people in different positions; consistent across frames,useful,Helps listener understand game setup and team configuration
12,abaLFY_GI8k_000295_000305,Sports,anthropic:claude-haiku-4-5-20251001,4,What natural features are present in the setting?,Large trees providing shade,prominent tree canopy; visible in multiple frames,useful,Establishes outdoor recreational facility context
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,0,What sport is being played in this video?,Ice hockey,ice rink; hockey sticks; puck; players in dark uniforms,critical,Core activity visible throughout all frames
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,1,What is the primary setting or location shown?,An indoor ice hockey arena or rink,ice surface; boards; overhead lighting; spectator seating,critical,Essential context for understanding the scene
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,2,What equipment do the players have in their hands?,Hockey sticks,sticks held by players; stick-puck interaction,useful,Key object defining the sport and action
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,3,How many teams appear to be playing?,Two teams,players in dark uniforms; players in different colored uniforms; opposing sides,useful,Basic game structure visible in multiple frames
13,KFcH6BYZWhc_000011_000021,Sports,anthropic:claude-haiku-4-5-20251001,4,What is the small object players are trying to control?,A puck,small dark object on ice; players positioning around it,useful,Central to hockey gameplay and visible in frames
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,0,What sport is being played in this video?,Curling,curling rink with house markings; player in delivery position; red and blue circular target,critical,The distinctive curling house and player stance identify the sport.
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,1,What is the player doing in the first frames?,Delivering or sliding the curling stone down the rink,player in extended lunge position; low body posture; forward motion,critical,The delivery is the main action shown in opening frames.
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,2,Where is this curling match taking place?,Indoor curling rink with spectators and boards,indoor arena setting; rink boards; people standing nearby,useful,Setting context helps listeners understand the environment.
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,3,What happens to the player after releasing the stone?,The player falls or slides onto the ice,player horizontal on ice; prone position; loss of balance,critical,This is the significant event that occurs in the sequence.
14,UDD6YcChywc_000000_000010,Sports,anthropic:claude-haiku-4-5-20251001,4,How many other people are visible on the rink during the play?,At least two other people standing and observing,figures in background; people in dark clothing; stationary observers,useful,Presence of teammates or officials is relevant context.
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What is the main subject doing in these frames?,A man is exercising or stretching near a wooden fence gate.,man in green shirt; bending/stretching posture; wooden fence,critical,Primary action visible across all frames
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What type of setting or location is shown?,A farm or ranch area with wooden fencing and pasture land.,wooden rail fence; chain-link fence; grass field; rural setting,critical,Setting context essential for understanding scene
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,What is the man wearing on his upper body?,A green short-sleeved shirt or t-shirt.,green shirt; short sleeves,useful,Visible identifying detail in all frames
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,What key objects are visible in the immediate area?,"Wooden fence, gate, logs or wood pieces on ground.",wooden fence; gate; logs/wood on ground,useful,Objects define the exercise location
15,OGWuj_FtaQc_000010_000020,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,What is visible on the fence in the background?,A yellow warning sign and an information sign or notice.,yellow sign; information sign; fence background,useful,On-screen text/signage visible in frames
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What is the main subject doing in these frames?,A person is mounting or getting on a horse at a ranch.,person in pink cap; horse; wooden fence; mounting action,critical,Core action visible across all frames showing progression of mounting.
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What type of setting or location is shown?,A ranch or farm with white buildings and wooden fencing.,white barn buildings; wooden corral fence; rural setting,critical,Setting establishes context for the equestrian activity.
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,What color is the horse in the frames?,Dark brown or black.,dark-colored horse; visible throughout frames,useful,Basic descriptive detail about main animal subject.
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,What is the person wearing on their head?,A pink or magenta colored cap or hat.,pink/magenta headwear; visible in all frames,useful,Distinctive visible clothing detail for person identification.
16,kOf-vl-GmVI_000115_000125,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,What key object is used to contain or control the horse?,A wooden corral fence with horizontal rails.,wooden fence; horizontal rails; corral structure,useful,Important environmental object framing the action.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What is the main activity taking place in these video frames?,A person is sledding or sliding down an inflatable snow slide.,person in red hat; inflatable tube slide structure; snow-covered surface; downward motion,critical,Core action visible across multiple frames showing sledding activity.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What is the setting or location where this activity occurs?,An outdoor snowy area with a metal fence and bare trees visible.,snow-covered ground; metal corrugated fence; bare winter trees; outdoor environment,critical,Setting establishes context for the activity and is clearly visible throughout.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,What equipment or structure is used for the main activity?,An inflatable snow slide with white and dark blue striped tubes.,inflatable tube structure; white and blue striping; multiple connected tubes; slide apparatus,useful,Key object essential to understanding the activity being performed.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,How many people are visible participating in the activity?,At least two people; one sliding and others standing nearby.,person in red hat sliding; people in winter clothing standing; multiple individuals present,useful,Number of participants helps convey the social context of the scene.
17,gjoZic4WjiQ_000012_000022,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,What is the person sliding wearing on their head?,A red winter hat or beanie.,red hat on sliding person; visible in multiple frames; distinguishing feature,useful,Distinctive visual detail that helps identify the main subject throughout sequence.
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What is the person wearing on their head and upper body?,A white protective suit with a large cylindrical pipe or tube covering their head,white protective suit; cylindrical pipe/tube; head covering,critical,Main subject's distinctive appearance across multiple frames
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What is the primary activity shown in these video frames?,A person demonstrating or examining beekeeping equipment outdoors,protective suit; cylindrical equipment; outdoor wooded setting,critical,Central action and context for understanding the scene
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,What type of environment or setting is visible in the background?,A wooded area with bare and leafy trees on a hillside,trees; hillside; outdoor woodland,useful,Establishes location context for the activity
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,What is the cylindrical object the person is holding or displaying?,"A large metal pipe or tube, possibly beekeeping equipment",cylindrical metal object; threaded/ridged surface; person handling it,critical,Key object central to the demonstration
18,q2ZBVyR1k-U_000021_000031,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,How many people are visible in these frames?,Two people: one in protective suit and one in casual clothing nearby,person in white suit; second person in blue/casual clothes,useful,Identifies presence of multiple participants in activity
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,0,What animals are visible in this video clip?,"Multiple cats, including brown/dark and white colored cats",brown cat; white cat; multiple cats on floor,critical,Main subjects are clearly identifiable across all frames
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,1,What is the primary action occurring in this scene?,Cats are playing or interacting with each other on the floor,cats on floor; cats in motion; interactive positioning,critical,Central action visible throughout the sequence of frames
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,2,Where does this scene take place?,"Inside a home, in a hallway or entryway near stairs",wooden stairs; railing; wooden floor; indoor setting,useful,Setting clearly established by visible architectural elements
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,3,What furniture or structural elements are visible in the background?,Wooden staircase with railing and a dark wooden chair,wooden stairs; railing; chair near stairs,useful,Key background objects that orient viewer to location
19,qIWQHyOIpEY_000003_000013,Pets & Animals,anthropic:claude-haiku-4-5-20251001,4,How many cats appear to be present in this scene?,At least three or four cats of different colors,multiple distinct cats; brown cat; white cat; dark cat,useful,Number of main subjects is important for scene comprehension
