clip_idx,video_id,category,tier,gt,description,question_model,grader_model,candidate_id,q_idx,score,label,evidence_quote,rationale
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier2_vatex_long,2,The man holding the camera is counting backward in spanish as the other man pins a cherry tomato to the wall by throwing a knife.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,4,0.0,no,pins a cherry tomato,Describes throwing a knife.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,0,0.0,no,chef in a kitchen,Describes a kitchen scene.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,1,0.0,no,kitchen,"Describes a kitchen, not a lab."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,2,0.0,no,empty,No mention of a wooden board.
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,3,0.0,no,chef,"Describes a chef, not a bald man."
0,Q76JRCyTnSc_000007_000017,Food & Cooking,tier1_vatex_short,1,A chef in a kitchen demonstrates his skill throwing a knife,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,4,0.0,no,throwing a knife,Describes throwing a knife.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,0,1.0,yes,eating a hamburger,Directly states eating food.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,1,1.0,yes,at Burger King,Mentions Burger King.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,2,0.5,partial,at Burger King,Implies indoor setting.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,3,0.0,no,,No mention of text.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier2_vatex_long,2,"A man is at Burger King, eating a hamburger very fast, and going to take a drink of soda.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,4,0.5,partial,man,Does not specify clothing.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,0,0.5,partial,eats a lot of burgers,Mentions eating but lacks detail.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,1,0.0,no,,No restaurant mentioned.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,2,0.0,no,,No setting described.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,3,0.0,no,,No text mentioned.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier1_vatex_short,1,A  man eats a lot of burgers and than starts to get sick.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,4,0.0,no,,No clothing described.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,0,0.0,no,,Unrelated description.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,1,0.0,no,,Unrelated description.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,2,0.0,no,,Unrelated description.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,3,0.0,no,,Unrelated description.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,4,0.0,no,,Unrelated description.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,0,1.0,yes,rapidly eating a hamburger,Directly states eating food.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,1,1.0,yes,In a Burger King restaurant,Mentions Burger King.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,2,1.0,yes,In a Burger King restaurant,Implies indoor setting.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,3,1.0,yes,'BURGER EATING' on a tray liner,Mentions promotional text.
1,058y9xGmmTQ_000206_000216,Food & Cooking,tier3_va11y,3,"In a Burger King restaurant, a bald man in a gray hoodie is rapidly eating a hamburger. He takes quick bites and washes them down with a drink. As he continues, he appears to struggle slightly, coughing at times. Around him, people are laughing and clapping, encouraging him to finish. Afterward, someone uses ketchup to write 'BURGER EATING' on a tray liner.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,4,1.0,yes,bald man in a gray hoodie,Describes clothing.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,0,0.0,no,skier navigates a snowy hill,Description unrelated to cooking.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,1,0.0,no,skier navigates a snowy hill,Description unrelated to cooking.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,2,0.0,no,skier navigates a snowy hill,Description unrelated to cooking.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,3,0.0,no,skier navigates a snowy hill,Description unrelated to cooking.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,4,0.0,no,skier navigates a snowy hill,Description unrelated to cooking.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,0,0.5,partial,frying pan with food,"Food mentioned, but not specific."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,1,0.0,no,pushes the fork around,No ingredient addition described.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,2,0.5,partial,over a stove,"Stove mentioned, but not electric."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,3,0.5,partial,pushes the fork around,"Fork used, not a spatula."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier2_vatex_long,2,"A man is holding a frying pan with food over a stove, he pushes the fork around in it.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,4,0.0,no,,No beverage bottle mentioned.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,0,0.5,partial,stirring food in a cast iron skillet,"Food mentioned, but not specific."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,1,0.0,no,,No ingredient addition described.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,2,0.0,no,,No kitchen context provided.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,3,0.5,partial,stirring food with a fork,"Fork used, not a spatula."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier1_vatex_short,1,A man is stirring food in a cast iron skillet with a fork.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,4,0.0,no,,No beverage bottle mentioned.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,0,0.0,no,omelette with spaghetti and eggs,Ingredients incorrect.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,1,0.0,no,,No ingredient addition described.
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,2,0.5,partial,stands at a stove,"Stove mentioned, but not electric."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,3,0.5,partial,stirs the mixture with a fork,"Fork used, not a spatula."
3,vLGOZvJ_v4Q_000285_000295,Food & Cooking,tier3_va11y,3,"A man in a grey shirt stands at a stove, demonstrating how to cook an omelette with spaghetti and eggs in a black cast iron skillet. He stirs the mixture with a fork, moving the pan back and forth to ensure even cooking. The ingredients sizzle as he explains each step of the process.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,4,0.0,no,,No beverage bottle mentioned.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,0,1.0,yes,"a young girl stands at the stove, skillfully stirring",Directly states cooking activity.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,1,1.0,yes,stirring scrambled eggs in a frying pan,Directly states scrambled eggs.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,2,1.0,yes,In a cozy kitchen,Directly states kitchen location.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,3,0.0,no,,No mention of counter items.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier3_va11y,3,"In a cozy kitchen, a young girl stands at the stove, skillfully stirring scrambled eggs in a frying pan with a spatula. She mentions that the eggs are for her and her mother, if her mother wants some. The girl is focused and seems to enjoy the cooking process, occasionally glancing at the camera with a smile. The kitchen is warm and inviting, with a granite countertop and wooden cabinets in the background.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,4,1.0,yes,stirring scrambled eggs in a frying pan with a spatula,Directly states spatula use.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,0,1.0,yes,girl is shown cooking eggs,Directly states cooking activity.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,1,1.0,yes,cooking eggs in a frying pan,Directly states eggs in skillet.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,2,0.5,partial,shown cooking,Implies kitchen but not explicit.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,3,0.0,no,,No mention of counter items.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier2_vatex_long,2,A young girl is shown cooking eggs in a frying pan and talking about who it's for.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,4,0.0,no,,No mention of utensil.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,0,0.0,no,,Describes unrelated skiing scene.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,1,0.0,no,,Describes unrelated skiing scene.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,2,0.0,no,,Describes unrelated skiing scene.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,3,0.0,no,,Describes unrelated skiing scene.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,C,4,0.0,no,,Describes unrelated skiing scene.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,0,1.0,yes,making scrambled eggs on the stove,Directly states cooking activity.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,1,1.0,yes,making scrambled eggs,Directly states scrambled eggs.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,2,0.5,partial,on the stove,Implies kitchen but not explicit.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,3,0.0,no,,No mention of counter items.
4,B0EKYDSv_yQ_000002_000012,Food & Cooking,tier1_vatex_short,1,A preteen girl is making scrambled eggs on the stove.,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,D,4,0.0,no,,No mention of utensil.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,0,0.0,no,,Description unrelated to question.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,1,0.0,no,,Description unrelated to question.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,2,0.0,no,,Description unrelated to question.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,3,0.0,no,,Description unrelated to question.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier0_cross,0,"At night, a skier navigates a snowy hill, weaving between flexible poles in a slalom course. The skier moves swiftly, alternating left and right, purposefully making contact with each pole as they descend the slope.",anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,A,4,0.0,no,,Description unrelated to question.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,0,0.5,partial,explaining how to mix spinach,Gestures at mixing greens.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,1,0.0,no,,Container type not mentioned.
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,2,0.5,partial,mix spinach in a bowl,"Mentions spinach, a leafy green."
5,PbGvLf7HvXQ_000063_000073,Food & Cooking,tier1_vatex_short,1,A woman is explaining how to mix spinach in a bowl,anthropic:claude-haiku-4-5-20251001,openai:gpt-4o,B,3,0.0,no,,Number of hands not mentioned.
