video_id,expert_words,halluc_words,para_words,adqa_expert,adqa_halluc,adqa_para,clip_expert,clip_halluc,clip_para,expert_text,halluc_text,para_text
2kJxrcNRS9w_000047_000057,40,41,35,0.7,0.6,0.6,0.2808333933353424,0.2400394082069397,0.2717859745025635,"A young girl is outside on a sunny day, performing a series of cartwheels and flips on the grass. She moves with energy and precision, showcasing her gymnastics skills against a backdrop of a bright blue sky with scattered clouds.","A young boy is outside on a sunny day, performing a series of jumps and spins on a sandy beach. He moves with energy and precision, showcasing his gymnastics skills against a backdrop of a bright blue sky with scattered clouds.","Outdoors on a bright day, a young female executes various cartwheels and flips upon the green turf. Her movements are energetic and precise, displaying her acrobatic abilities against a brilliant blue sky featuring dispersed clouds."
OASCPKazLIM_000132_000142,53,56,47,0.4,0.3,0.2,0.3419780731201172,0.288425475358963,0.3388628661632538,"On a wooden table, a person demonstrates how to wrap a book using colorful wrapping paper. The book is placed on a sheet of shiny foil paper. The person carefully folds the paper over the book, ensuring it is neatly covered. The process is shown step-by-step, highlighting the technique for a tidy wrap.","On a glass table, a person demonstrates how to wrap a gift box using plain brown paper. The gift box is placed on a sheet of shiny foil paper. The person carefully folds the paper over the gift box, ensuring it is neatly covered. The process is shown step-by-step, highlighting the technique for a tidy wrap.","A person on a wooden surface illustrates wrapping a book with vibrant paper. The book rests upon a piece of reflective foil paper. The individual meticulously folds the paper around the book, ensuring a neat covering. This step-by-step procedure emphasizes the method for achieving a tidy package."
j4CKRgv3jUg_000000_000010,47,45,49,0.4,0.1,0.4,0.3066578507423401,0.2851916551589966,0.2945425808429718,"A young person with a backpack crosses a wet street towards a bus stop where a group of teenagers is gathered. As he approaches, some of the teens shout 'jaywalking' in a playful manner. The scene captures a typical school day moment with friends teasing each other.","A young person with a backpack crosses a dry street towards a park bench where several children are gathered. As he approaches, some of the children shout 'jaywalking' in a playful manner. The scene captures a typical school day moment with friends teasing each other.","A youth, carrying a backpack, makes his way across a damp road, heading for a bus stop where several adolescents have assembled. Upon his arrival, a few of the teenagers playfully yell 'jaywalking.' This moment depicts a common school day interaction among friends, who are playfully taunting one another."
N-LZPc27kjM_000229_000239,61,60,57,0.6,0.2,0.6,0.3933054506778717,0.34411191940307617,0.3917848765850067,"In a craft tutorial, a woman demonstrates how to transform small blue mittens into earrings. She uses a needle to create tiny grooves on the mittens, giving them a fluffy texture similar to fur. The mittens, made from a clay-like material, are carefully shaped and detailed. As she works, she explains each step, ensuring the mittens will soon become charming earrings.","In a craft tutorial, a woman demonstrates how to transform small red mittens into earrings. She uses scissors to create tiny fringes on the mittens, giving them a fluffy texture similar to fur. The mittens, made from a fabric-like material, are carefully shaped and detailed. As she works, she explains each step, ensuring the mittens will soon become charming earrings.","A woman in a craft lesson shows how to convert tiny blue mittens into earrings. With a needle, she makes small indentations on the mittens, imparting a soft, fur-like feel. The mittens, crafted from a clay-like substance, are precisely formed and elaborated. Explaining each stage as she proceeds, she ensures these mittens will soon be delightful earrings."
RlfVK8z5wJ0_000000_000010,50,50,54,0.0,0.0,1.0,0.3771935701370239,0.3118737041950226,0.36550554633140564,"On a frozen lake, a woman in a pink jacket and gray overalls carefully walks towards a yellow marker. She kneels by an ice fishing hole, lifting a device from the water. The scene is set in a cold, wintry environment, emphasizing the activity of checking an ice fishing line.","On a frozen lake, a woman in a blue jacket and gray overalls carefully walks towards a red tent. She kneels by an ice fishing hole, lifting a fish from the water. The scene is set in a cold, wintry environment, emphasizing the activity of checking an ice fishing line.","A frozen lake serves as the setting where a woman, dressed in a pink jacket and gray overalls, cautiously moves toward a yellow marker. Kneeling next to an ice fishing hole, she pulls a device from the water. This cold, wintry environment frames the scene, underscoring the task of inspecting an ice fishing line."
_TKzyWZHjm8_000002_000012,66,65,65,0.8,0.4,0.8,0.38166606426239014,0.38031497597694397,0.3923831284046173,"The video begins with the title 'Stability Ball Ab Exercises Part 1' displayed on the screen. A man enters a room that appears to be a garage or living room, with various fitness equipment visible. He approaches a large pink exercise ball and sits on it, preparing to demonstrate a series of ab exercises. The focus is on using the stability ball to enhance core workouts.","The video begins with the title 'Stability Ball Ab Exercises Part 1' displayed on the screen. A woman enters a room that appears to be a gym or studio, with various fitness equipment visible. She approaches a large blue exercise ball and sits on it, preparing to demonstrate a series of ab exercises. The focus is on using the stability ball to enhance core workouts.","Opening the video, the title 'Stability Ball Ab Exercises Part 1' is shown on screen. A man walks into what seems to be a garage or living room, where different fitness equipment can be seen. He moves towards a big pink exercise ball, then sits on it, getting ready to show several ab exercises. The main point is how the stability ball improves core workouts."
F-mRnL_XmJU_000000_000010,48,48,47,0.6,0.4,0.6,0.2727786898612976,0.20051135122776031,0.26179054379463196,"A young woman is sleeping on a bed. A person playfully throws paper money over her, causing her to stir and use some of the bills as a pillow. The scene is lighthearted, with the person continuing to drop money while the woman remains in a relaxed state.","A young woman is sleeping on a sofa. A person playfully throws flower petals over her, causing her to stir and use some of the petals as a pillow. The scene is lighthearted, with the person continuing to drop petals while the woman remains in a relaxed state.","On a bed, a young woman is asleep. Someone playfully tosses paper money onto her, prompting her to awaken slightly and utilize some of the cash as a pillow. The atmosphere is cheerful, as the individual keeps dropping currency while the woman stays in a calm condition."
g8Idd47kGqo_000037_000047,54,53,54,0.4,0.1,0.4,0.33613336086273193,0.3022688925266266,0.33061277866363525,"In a dance studio, a young woman in a pink shirt and black shorts energetically tap dances across the wooden floor. She performs a series of twirls and rhythmic foot taps, moving in circles with a lively expression. The room is simple, with a light blue wall and a wooden barre along one side.","In a dance studio, a young woman in a green shirt and black shorts energetically jazz dances across the wooden floor. She performs a series of spins and quick turns, moving in circles with a lively expression. The room is simple, with a light blue wall and a large window along one side.","A young woman, clad in a pink shirt and black shorts, energetically tap dances on the wooden floor of a dance studio. With a lively expression, she executes a series of twirls and rhythmic foot taps, moving in circles. The simple room features a light blue wall and a wooden barre along one side."
ShSSAEfnyDs_000000_000010,47,46,48,0.1,0.1,0.1,0.3346107006072998,0.3292677104473114,0.3354576528072357,"In a car, a man wearing a cap is dozing in the back seat. Another person leans over and kisses him on the forehead, causing the man to stir and react. He pushes the person away and covers the camera with his hand, momentarily blocking the view.","In a taxi, a man wearing headphones is dozing in the back seat. Another person leans over and shakes him by the arm, causing the man to stir and react. He pushes the person away and covers the camera with his hand, momentarily blocking the view.","Within a vehicle, a man in a cap slumbers in the rear seat. A different individual bends down and plants a kiss on his forehead, prompting the man to awaken and respond. He shoves the person off and obscures the camera with his hand, briefly obstructing the sight."
d7_SY48r__8_000060_000070,41,39,40,0.0,0.0,0.0,0.34377753734588623,0.2906701862812042,0.3316222131252289,"In a room, a person is shearing a sheep using electric clippers. The sheep lies calmly on the floor as the person carefully removes its wool. The clippers buzz as they glide over the sheep's body, efficiently trimming the thick coat.","Outdoors, a person is shearing a sheep using electric clippers. The sheep stands patiently on a platform as the person carefully removes its wool. The clippers buzz as they glide over the sheep's body, efficiently trimming the thin coat.","Inside a room, a person uses electric clippers to shear a sheep. The animal rests calmly on the floor while the person carefully removes its wool. The clippers buzz, gliding over the sheep's body and efficiently trimming its thick coat."
xW6hpK-DBMY_000080_000090,56,57,54,0.2,0.2,0.2,0.39601659774780273,0.3584308624267578,0.3486885130405426,"A man stands in front of a framed photograph, demonstrating how to sharpen a large knife using a sharpening rod. He holds the knife in one hand and the rod in the other, explaining the technique as he moves the blade along the rod. The photograph behind him features a heavily tattooed figure holding a sphere.","A man stands in front of a framed painting, demonstrating how to sharpen a pair of scissors using a sharpening stone. He holds the scissors in one hand and the stone in the other, explaining the technique as he moves the blade along the stone. The painting behind him features a heavily tattooed figure holding a sphere.","Before a framed picture, a man is positioned, illustrating how to sharpen a large knife with a sharpening rod. He grasps the knife in one hand and the rod in the other, detailing the method as the blade moves along the rod. The image behind him displays a heavily tattooed individual clutching a sphere."
iEAWgsSvJAE_000023_000033,54,54,49,0.7,0.4,0.7,0.36030304431915283,0.306816041469574,0.36104413866996765,"In a black-and-white silent film, a young man is in a cluttered garage, working on a bicycle. He uses a saw and then wipes his hands with a cloth. The scene transitions to him standing up and extending his hand in greeting. The words 'Oh, hello!' appear on the screen, indicating a friendly interaction.","In a black-and-white silent film, a young woman is in a tidy workshop, working on a motorcycle. She uses a saw and then wipes her hands with a cloth. The scene transitions to her standing up and extending her hand in greeting. The words 'Oh, hello!' appear on the screen, indicating a friendly interaction.","In a silent black-and-white film, a young man is in a messy garage, repairing a bicycle. He uses a saw, then wipes his hands with a cloth. The scene shifts to him standing and extending his hand in greeting. On-screen, the words 'Oh, hello!' emerge, signifying a friendly interaction."
3su234u58DA_000172_000182,80,79,78,0.8,0.6,0.7,0.2961673438549042,0.24800388514995575,0.2726040482521057,"In a snowy city park, a large group of people, including young adults and children, engage in a lively snowball fight. A woman stands in the foreground, speaking to the camera about a snowball that went down her back. Behind her, the crowd energetically throws snowballs at each other, creating a playful and bustling atmosphere. The scene captures the joy and excitement of a winter day in an open field, with snow covering the ground and trees surrounding the area.","In a snowy mountain resort, a large group of people, including young adults and children, engage in a lively snowball fight. A woman stands in the foreground, speaking to the camera about a snowball that hit her arm. Behind her, the crowd energetically throws snowballs at each other, creating a playful and bustling atmosphere. The scene captures the joy and excitement of a winter day on a frozen lake, with snow covering the ground and trees surrounding the area.","An energetic snowball fight unfolds in a snow-covered urban park, involving a large assembly of people, both young adults and children. A woman occupies the foreground, conversing with the camera regarding a snowball that descended her back. Behind her, the throng actively launches snowballs at one another, fostering a vibrant and playful environment. This depiction showcases the excitement and delight of a winter day in an open field, where snow blankets the terrain and trees encompass the surroundings."
v2Hr1CH-yb0_000076_000086,62,62,60,0.3,0.3,0.4,0.2225445955991745,0.18965046107769012,0.2068103700876236,"In a large factory setting, workers wearing safety masks are busy operating machinery. They fill large bags with material from a machine, working efficiently in a spacious warehouse. A young woman walks by, laughing, adding a moment of lightness to the industrious atmosphere. The scene shifts to show the expansive interior of the warehouse, with conveyor belts and equipment lining the space.","In a large factory setting, workers wearing safety helmets are busy operating machinery. They fill small boxes with material from a machine, working efficiently in a spacious warehouse. An old man walks by, laughing, adding a moment of lightness to the industrious atmosphere. The scene shifts to show the expansive interior of the warehouse, with conveyor belts and equipment lining the space.","Within a vast industrial environment, laborers donned in protective masks diligently run equipment. They efficiently load substantial sacks with contents from a device, laboring within a roomy storage facility. A youthful female passes, chuckling, injecting a brief period of cheer into the diligent ambiance. The view then reveals the warehouse's wide-ranging inside, where conveyor systems and gear occupy the area."
S-C86j0keqc_000217_000227,46,46,45,0.4,0.2,0.4,0.39855989813804626,0.33382001519203186,0.4039069414138794,"In a park setting, a young woman sings 'Amazing Grace' while a man, dressed in Civil War-era attire, plays the violin. They are positioned near a canvas tent, suggesting a historical reenactment event. The scene takes place on a sunny day, adding to the lively atmosphere.","In a park setting, a young woman sings 'Yankee Doodle' while a man, dressed in Revolutionary War-era attire, plays the flute. They are positioned near a canvas tent, suggesting a historical reenactment event. The scene takes place on a sunny day, adding to the lively atmosphere.","Within a park, a young woman vocalizes 'Amazing Grace' while a man, clad in Civil War-era clothing, performs on the violin. They are situated beside a canvas tent, suggesting a historical reenactment is underway. The scene unfolds on a sunny day, enhancing the vibrant atmosphere."
wbOD_G3ttgU_000083_000093,54,54,52,0.5,0.3,0.5,0.3445300757884979,0.33469951152801514,0.30638793110847473,"In a brightly lit dance studio with mirrored walls, three couples are practicing dance moves. The room is decorated with hanging star-shaped ornaments. The couples move in sync to the rhythm of country music, occasionally twirling and changing partners. Their reflections are visible in the large mirror, enhancing the sense of movement and coordination.","In a brightly lit dance studio with mirrored walls, four couples are practicing dance moves. The room is decorated with hanging flower-shaped ornaments. The couples move in sync to the rhythm of jazz music, occasionally twirling and changing partners. Their reflections are visible in the large mirror, enhancing the sense of movement and coordination.","A well-illuminated dance studio features walls covered in mirrors, where three pairs are rehearsing various dance steps. Star-shaped ornaments hang throughout the decorated space. These pairs synchronize their movements to country music's beat, sometimes twirling or swapping partners. Their images appear in the expansive mirror, amplifying the perception of motion and harmony."
RjPp0ZPW0yc_000000_000010,45,45,46,0.6,0.5,0.6,0.3265191614627838,0.2990836203098297,0.33632099628448486,"In a workshop, a person operates an orange-colored stationary saw. They pull down the lever, activating the machine, which emits a loud grinding sound as it cuts through a metal pipe. The person carefully maneuvers the handle to guide the saw, ensuring a precise cut.","In a workshop, a person operates a green-colored stationary saw. They pull down the lever, activating the machine, which emits a loud whirring sound as it cuts through a plastic sheet. The person carefully maneuvers the handle to guide the saw, ensuring a precise cut.","Within a workshop, an individual is operating an orange, stationary saw. Pulling down its lever activates the machine, causing it to emit a loud grinding sound while cutting a metal pipe. With care, the person maneuvers the handle to guide the saw, guaranteeing a precise cut."
8vkNr_eysXY_000002_000012,53,53,43,0.3,0.2,0.3,0.3149619400501251,0.22384889423847198,0.3075348138809204,"In an outdoor market setting, a man stands at a stall, demonstrating how to carve a pineapple. He skillfully uses a knife to cut the pineapple into decorative spirals, placing the pieces into a basket. The stall is surrounded by other produce, and the man works with precision, showcasing his technique to onlookers.","In an outdoor market setting, a man stands at a stall, demonstrating how to carve a watermelon. He skillfully uses a knife to slice the watermelon into neat wedges, placing the pieces onto a platter. The stall is surrounded by other produce, and the man works with precision, showcasing his technique to onlookers.","At an outdoor market stall, a man demonstrates pineapple carving. With a knife, he skillfully cuts the fruit into decorative spirals, then places the carved pieces into a basket. Other produce encircles the stall as the man precisely showcases his technique to onlookers."
GOH6fBhoi2o_000010_000020,39,38,39,0.5,0.3,0.5,0.2903226912021637,0.2166026085615158,0.28605493903160095,"In a dimly lit room, a toddler sits close to a television, captivated by the screen. The child giggles and fidgets, occasionally falling over and sitting back up. Music plays softly in the background, adding to the playful atmosphere.","In a brightly lit room, a toddler sits close to a tablet, captivated by the screen. The child giggles and fidgets, occasionally clapping hands and singing along. Music plays softly in the background, adding to the playful atmosphere.","A young child is engrossed by a television screen while seated near it in a dimly lit room. The toddler laughs and moves restlessly, sometimes toppling over before regaining an upright position. Gentle music contributes to the lighthearted ambiance."
bgt29znHCzs_000343_000353,78,76,70,0.6,0.4,0.6,0.2921329438686371,0.2483290284872055,0.29556986689567566,"A group of people stands along a snow-covered trail, surrounded by trees. They are waiting for a dog sled race to pass by. The scene is set in a forested area with a clear, snowy path. Some individuals are positioned on a small hill beside the trail, while others are on the path itself, dressed warmly for the cold weather. The atmosphere is one of anticipation as they look down the trail, waiting for the racers to appear.","A group of people stands along a dirt trail, surrounded by trees. They are waiting for a marathon to pass by. The scene is set in a forested area with a clear, muddy path. Some individuals are positioned on a small hill beside the trail, while others are on the path itself, dressed warmly for the cold weather. The atmosphere is one of anticipation as they look down the trail, waiting for the racers to appear.","People gather on a snowy path, encircled by trees. They anticipate the arrival of a dog sled race. This setting is a wooded region featuring a distinct, snow-covered route. Some individuals stand on a small incline next to the path, while others occupy the route itself, all warmly attired against the chilly conditions. An air of expectation fills the scene as they gaze down the path, awaiting the racers' emergence."
0m0-Q0zz_-c_000112_000122,57,58,54,0.6,0.5,0.6,0.3274957835674286,0.2948925495147705,0.32062140107154846,"A man in a formal suit demonstrates how to tie a bow tie using his knee as a surface. He carefully wraps the fabric around his leg, explaining each step of the process. The bow tie is white and stands out against his dark suit. He finishes by showing the perfectly tied bow resting on his thigh.","A man in a formal suit demonstrates how to tie a bow tie using a small box as a surface. He carefully wraps the fabric around the box, explaining each step of the process. The bow tie is blue and stands out against his dark suit. He finishes by showing the perfectly tied bow resting on his wrist.","A formally attired man shows how to knot a bow tie, using his knee as a platform. He meticulously winds the material around his leg, detailing every step of the procedure. The white bow tie is prominent against his dark suit. He concludes by presenting the perfectly formed bow resting on his upper leg."
Ccgwurislg8_000082_000092,49,49,49,0.2,0.0,0.0,0.30496370792388916,0.28029146790504456,0.27108511328697205,"A person in a tank top and cap is shearing a sheep that is lying on its back on a table. Using electric clippers, they carefully remove the wool, which is then set aside. The setting appears to be outdoors, with the sheep calmly positioned as the shearing continues.","A person in a long-sleeved shirt and cap is shearing a sheep that is lying on its side on a table. Using electric clippers, they carefully remove the wool, which is then set aside. The setting appears to be indoors, with the sheep calmly positioned as the shearing continues.","An individual, clad in a tank top and cap, shears a sheep positioned on its back atop a table. With electric clippers, the wool is meticulously removed and subsequently set aside. The scene seems to be an outdoor environment, where the sheep remains placidly as the shearing process proceeds."
1YemrpNBpf4_000001_000011,49,48,45,0.3,0.3,0.3,0.3632163107395172,0.32851752638816833,0.36961886286735535,"A young man with white face paint stands in a room, holding up his shirt to reveal a waxing strip on his chest. A person in a pink sleeve approaches and quickly pulls off the strip. The man screams in pain, his expression a mix of surprise and discomfort.","A young man with blue face paint stands in a room, holding up his shirt to reveal a bandage on his arm. A person in a green sleeve approaches and quickly pulls off the strip. The man screams in pain, his expression a mix of surprise and discomfort.","Inside a room, a young man, his face covered in white paint, lifts his shirt, exposing a waxing strip on his chest. A pink-sleeved individual draws near and swiftly removes the strip. The man cries out in agony, his face showing both shock and unease."
D297atE3gag_000203_000213,69,70,73,0.6,0.5,0.6,0.39315512776374817,0.3968782424926758,0.37336647510528564,"In a sunny park, a man demonstrates slacklining techniques between two trees. He skillfully balances barefoot on the slackline, performing lunges and adopting the warrior pose. The video highlights the 'Warrior Walks' technique, showcasing his focus and control. As he moves across the line, the background reveals a serene park setting with bare trees. The video concludes with an advertisement for an acro festival, featuring acrobatic poses performed indoors.","In a grassy field, a man demonstrates slacklining techniques between two poles. He skillfully balances with shoes on the slackline, performing lunges and adopting the warrior pose. The video highlights the 'Warrior Walks' technique, showcasing his focus and control. As he moves across the line, the background reveals a serene park setting with bare trees. The video concludes with an advertisement for an acro festival, featuring acrobatic poses performed indoors.","A man in a sunlit park showcases slacklining methods strung between a pair of trees. Barefoot, he expertly maintains his balance on the slackline, executing lunges and striking the warrior pose. The video emphasizes the 'Warrior Walks' method, illustrating his concentration and command. As he traverses the line, a tranquil park environment with leafless trees appears in the background. The clip ends with an advertisement for an acro festival, displaying indoor acrobatic poses."
Z5w-wkrjHuw_000345_000355,50,50,47,0.6,0.4,0.6,0.3176001012325287,0.3216286897659302,0.29796186089515686,"In a lively roller skating rink, groups of people glide smoothly across the wooden floor. They hold hands and skate in synchronized circles, creating a vibrant and energetic atmosphere. The rink is filled with colorful lights and music, enhancing the joyful experience as skaters move in unison around the perimeter.","In a lively roller skating rink, groups of people glide smoothly across the tiled floor. They wear helmets and skate in straight lines, creating a vibrant and energetic atmosphere. The rink is filled with colorful lights and music, enhancing the joyful experience as skaters move in unison around the perimeter.","Within an animated roller rink, various individuals gracefully move over the timber surface. They join hands and perform synchronized circular skating, generating a lively and spirited ambiance. The venue is filled with vibrant lights and music, amplifying the cheerful occasion as participants uniformly travel along the edge."
ZcYB6tPK2Eo_000138_000148,53,52,52,0.7,0.6,0.7,0.315600723028183,0.3078244626522064,0.2996325194835663,"A man demonstrates how to solve a Rubik's cube. He holds a brightly colored cube, turning and pointing at its blocks while explaining his process. The cube features vibrant colors like orange, green, pink, and blue. His hands move swiftly as he progresses through the puzzle, providing a step-by-step guide to solving it.","A man demonstrates how to solve a Rubik's cube. He holds a brightly colored cube, turning and pointing at its stickers while explaining his process. The cube features vibrant colors like red, yellow, and black. His hands move slowly as he progresses through the puzzle, providing a step-by-step guide to solving it.","Solving a Rubik's cube is demonstrated by a man. Holding a vividly colored cube, he rotates and gestures toward its segments, describing his technique. Its surface displays vivid shades including orange, green, pink, and blue. As he advances through the puzzle, his hands move quickly, delivering a methodical guide for its completion."
0t0DB1B1w8Y_000000_000010,53,53,52,0.6,0.3,0.7,0.3090900778770447,0.2755264937877655,0.3125061094760895,"On a sunny day at an outdoor track, a young woman in athletic gear demonstrates her agility. She leaps over a series of hurdles, each jump precise and fluid. After clearing the final hurdle, she lands gracefully on a large red foam pad. In the background, a group of people watches her performance.","On an overcast day at an outdoor track, a young woman in athletic gear demonstrates her agility. She leaps over a series of cones, each jump precise and fluid. After clearing the final cone, she lands gracefully on a large blue foam pad. In the background, a group of people watches her performance.","At an outdoor track on a bright day, a young woman in athletic attire exhibits her agility. She precisely and fluidly jumps over a sequence of hurdles. Upon clearing the last hurdle, she lands with grace onto a big red foam pad. A group of individuals observes her display in the background."
