target,feature,budget_frac,k,hits,total_pos,recall,precision,random_expected_recall,top_video_ids
adqa_fail,category_loo_adqa_fail_rate,0.3,18,4,10,0.4,0.2222222222222222,0.3,21T1JDdJgsM_000047_000057;3su234u58DA_000172_000182;F-mRnL_XmJU_000000_000010;Z5w-wkrjHuw_000345_000355;eb-ufaFcUas_000008_000018;j4CKRgv3jUg_000000_000010;1YemrpNBpf4_000001_000011;GOH6fBhoi2o_000010_000020;ShSSAEfnyDs_000000_000010;g8Idd47kGqo_000037_000047;0m0-Q0zz_-c_000112_000122;3ufJNSez5Is_000008_000018;A0e7Z55s8pE_000008_000018;D297atE3gag_000203_000213;N-LZPc27kjM_000229_000239;OASCPKazLIM_000132_000142;RjPp0ZPW0yc_000000_000010;ZcYB6tPK2Eo_000138_000148
adqa_fail,transcript_word_count,0.05,3,0,10,0.0,0.0,0.05,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010
adqa_fail,transcript_word_count,0.1,6,0,10,0.0,0.0,0.1,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015
adqa_fail,transcript_word_count,0.2,12,1,10,0.1,0.08333333333333333,0.2,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015;Z5w-wkrjHuw_000345_000355;zTJ0Zbv1jBo_000045_000055;0m0-Q0zz_-c_000112_000122;1YemrpNBpf4_000001_000011;BcW6Y7eufQE_000239_000249;v2Hr1CH-yb0_000076_000086
adqa_fail,transcript_word_count,0.3,18,2,10,0.2,0.1111111111111111,0.3,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015;Z5w-wkrjHuw_000345_000355;zTJ0Zbv1jBo_000045_000055;0m0-Q0zz_-c_000112_000122;1YemrpNBpf4_000001_000011;BcW6Y7eufQE_000239_000249;v2Hr1CH-yb0_000076_000086;9fuIpQgnNEQ_000049_000059;3su234u58DA_000172_000182;S-C86j0keqc_000217_000227;_TKzyWZHjm8_000002_000012;d7_SY48r__8_000060_000070;wbOD_G3ttgU_000083_000093
adqa_fail,transcript_words_per_sec,0.05,3,0,10,0.0,0.0,0.05,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010
adqa_fail,transcript_words_per_sec,0.1,6,0,10,0.0,0.0,0.1,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015
adqa_fail,transcript_words_per_sec,0.2,12,1,10,0.1,0.08333333333333333,0.2,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015;Z5w-wkrjHuw_000345_000355;zTJ0Zbv1jBo_000045_000055;0m0-Q0zz_-c_000112_000122;1YemrpNBpf4_000001_000011;BcW6Y7eufQE_000239_000249;v2Hr1CH-yb0_000076_000086
adqa_fail,transcript_words_per_sec,0.3,18,2,10,0.2,0.1111111111111111,0.3,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015;Z5w-wkrjHuw_000345_000355;zTJ0Zbv1jBo_000045_000055;0m0-Q0zz_-c_000112_000122;1YemrpNBpf4_000001_000011;BcW6Y7eufQE_000239_000249;v2Hr1CH-yb0_000076_000086;9fuIpQgnNEQ_000049_000059;3su234u58DA_000172_000182;S-C86j0keqc_000217_000227;_TKzyWZHjm8_000002_000012;d7_SY48r__8_000060_000070;wbOD_G3ttgU_000083_000093
adqa_fail,transcript_sound_cue_count,0.05,3,1,10,0.1,0.3333333333333333,0.05,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036
adqa_fail,transcript_sound_cue_count,0.1,6,3,10,0.3,0.5,0.1,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030
adqa_fail,transcript_sound_cue_count,0.2,12,4,10,0.4,0.3333333333333333,0.2,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030;21T1JDdJgsM_000047_000057;2kJxrcNRS9w_000047_000057;3su234u58DA_000172_000182;3ufJNSez5Is_000008_000018;750QhTe9Z4U_000000_000010;8vkNr_eysXY_000002_000012
adqa_fail,transcript_sound_cue_count,0.3,18,4,10,0.4,0.2222222222222222,0.3,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030;21T1JDdJgsM_000047_000057;2kJxrcNRS9w_000047_000057;3su234u58DA_000172_000182;3ufJNSez5Is_000008_000018;750QhTe9Z4U_000000_000010;8vkNr_eysXY_000002_000012;9eBhetL8n5Q_000222_000232;9fuIpQgnNEQ_000049_000059;A0e7Z55s8pE_000008_000018;AEkLDauJVi0_000069_000079;BHxn3qfPAl4_000018_000028;BcW6Y7eufQE_000239_000249
adqa_fail,tier3_word_count,0.05,3,0,10,0.0,0.0,0.05,Bss3WwpDdS8_000041_000051;3su234u58DA_000172_000182;bgt29znHCzs_000343_000353
adqa_fail,tier3_word_count,0.1,6,0,10,0.0,0.0,0.1,Bss3WwpDdS8_000041_000051;3su234u58DA_000172_000182;bgt29znHCzs_000343_000353;9eBhetL8n5Q_000222_000232;D297atE3gag_000203_000213;_TKzyWZHjm8_000002_000012
adqa_fail,tier3_word_count,0.2,12,1,10,0.1,0.08333333333333333,0.2,Bss3WwpDdS8_000041_000051;3su234u58DA_000172_000182;bgt29znHCzs_000343_000353;9eBhetL8n5Q_000222_000232;D297atE3gag_000203_000213;_TKzyWZHjm8_000002_000012;1HUWWCLza0w_000000_000010;iZP6gjlr_nM_000113_000123;dlBeUWrse3I_000019_000029;yBO8rAMeqjc_000007_000017;1-jIze6gy0g_000026_000036;Xdz1cxEjLYc_000007_000017
adqa_fail,tier3_word_count,0.3,18,1,10,0.1,0.05555555555555555,0.3,Bss3WwpDdS8_000041_000051;3su234u58DA_000172_000182;bgt29znHCzs_000343_000353;9eBhetL8n5Q_000222_000232;D297atE3gag_000203_000213;_TKzyWZHjm8_000002_000012;1HUWWCLza0w_000000_000010;iZP6gjlr_nM_000113_000123;dlBeUWrse3I_000019_000029;yBO8rAMeqjc_000007_000017;1-jIze6gy0g_000026_000036;Xdz1cxEjLYc_000007_000017;v2Hr1CH-yb0_000076_000086;3ufJNSez5Is_000008_000018;N-LZPc27kjM_000229_000239;eb-ufaFcUas_000008_000018;HpRmj5ce32c_000001_000011;750QhTe9Z4U_000000_000010
adqa_fail,duration_s,0.05,3,1,10,0.1,0.3333333333333333,0.05,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036
adqa_fail,duration_s,0.1,6,3,10,0.3,0.5,0.1,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030
adqa_fail,duration_s,0.2,12,4,10,0.4,0.3333333333333333,0.2,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030;21T1JDdJgsM_000047_000057;2kJxrcNRS9w_000047_000057;3su234u58DA_000172_000182;3ufJNSez5Is_000008_000018;750QhTe9Z4U_000000_000010;8vkNr_eysXY_000002_000012
adqa_fail,duration_s,0.3,18,4,10,0.4,0.2222222222222222,0.3,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030;21T1JDdJgsM_000047_000057;2kJxrcNRS9w_000047_000057;3su234u58DA_000172_000182;3ufJNSez5Is_000008_000018;750QhTe9Z4U_000000_000010;8vkNr_eysXY_000002_000012;9eBhetL8n5Q_000222_000232;9fuIpQgnNEQ_000049_000059;A0e7Z55s8pE_000008_000018;AEkLDauJVi0_000069_000079;BHxn3qfPAl4_000018_000028;BcW6Y7eufQE_000239_000249
ensemble_fail,mean_visual_gap,0.05,3,1,2,0.5,0.3333333333333333,0.05,GOH6fBhoi2o_000010_000020;EA3HCx0yTIY_000281_000291;zTJ0Zbv1jBo_000045_000055
ensemble_fail,mean_visual_gap,0.1,6,1,2,0.5,0.16666666666666666,0.1,GOH6fBhoi2o_000010_000020;EA3HCx0yTIY_000281_000291;zTJ0Zbv1jBo_000045_000055;HpRmj5ce32c_000001_000011;_TKzyWZHjm8_000002_000012;8vkNr_eysXY_000002_000012
ensemble_fail,mean_visual_gap,0.2,12,2,2,1.0,0.16666666666666666,0.2,GOH6fBhoi2o_000010_000020;EA3HCx0yTIY_000281_000291;zTJ0Zbv1jBo_000045_000055;HpRmj5ce32c_000001_000011;_TKzyWZHjm8_000002_000012;8vkNr_eysXY_000002_000012;2kJxrcNRS9w_000047_000057;v2Hr1CH-yb0_000076_000086;j4CKRgv3jUg_000000_000010;1HUWWCLza0w_000000_000010;F-mRnL_XmJU_000000_000010;d7_SY48r__8_000060_000070
ensemble_fail,mean_visual_gap,0.3,18,2,2,1.0,0.1111111111111111,0.3,GOH6fBhoi2o_000010_000020;EA3HCx0yTIY_000281_000291;zTJ0Zbv1jBo_000045_000055;HpRmj5ce32c_000001_000011;_TKzyWZHjm8_000002_000012;8vkNr_eysXY_000002_000012;2kJxrcNRS9w_000047_000057;v2Hr1CH-yb0_000076_000086;j4CKRgv3jUg_000000_000010;1HUWWCLza0w_000000_000010;F-mRnL_XmJU_000000_000010;d7_SY48r__8_000060_000070;_oAKCHh_Av4_000003_000013;BcW6Y7eufQE_000239_000249;crjesEwF0Ks_000197_000207;dlBeUWrse3I_000019_000029;iEAWgsSvJAE_000023_000033;BHxn3qfPAl4_000018_000028
ensemble_fail,max_visual_gap,0.05,3,0,2,0.0,0.0,0.05,v2Hr1CH-yb0_000076_000086;F-mRnL_XmJU_000000_000010;dlBeUWrse3I_000019_000029
ensemble_fail,max_visual_gap,0.1,6,0,2,0.0,0.0,0.1,v2Hr1CH-yb0_000076_000086;F-mRnL_XmJU_000000_000010;dlBeUWrse3I_000019_000029;1HUWWCLza0w_000000_000010;_TKzyWZHjm8_000002_000012;iEAWgsSvJAE_000023_000033
ensemble_fail,max_visual_gap,0.2,12,1,2,0.5,0.08333333333333333,0.2,v2Hr1CH-yb0_000076_000086;F-mRnL_XmJU_000000_000010;dlBeUWrse3I_000019_000029;1HUWWCLza0w_000000_000010;_TKzyWZHjm8_000002_000012;iEAWgsSvJAE_000023_000033;d7_SY48r__8_000060_000070;8vkNr_eysXY_000002_000012;EA3HCx0yTIY_000281_000291;S-C86j0keqc_000217_000227;iGmGQxox43I_000000_000010;BHxn3qfPAl4_000018_000028
ensemble_fail,max_visual_gap,0.3,18,2,2,1.0,0.1111111111111111,0.3,v2Hr1CH-yb0_000076_000086;F-mRnL_XmJU_000000_000010;dlBeUWrse3I_000019_000029;1HUWWCLza0w_000000_000010;_TKzyWZHjm8_000002_000012;iEAWgsSvJAE_000023_000033;d7_SY48r__8_000060_000070;8vkNr_eysXY_000002_000012;EA3HCx0yTIY_000281_000291;S-C86j0keqc_000217_000227;iGmGQxox43I_000000_000010;BHxn3qfPAl4_000018_000028;zTJ0Zbv1jBo_000045_000055;GOH6fBhoi2o_000010_000020;0m0-Q0zz_-c_000112_000122;BcW6Y7eufQE_000239_000249;crjesEwF0Ks_000197_000207;HpRmj5ce32c_000001_000011
ensemble_fail,category_loo_ensemble_fail_rate,0.05,3,0,2,0.0,0.0,0.05,1YemrpNBpf4_000001_000011;21T1JDdJgsM_000047_000057;3su234u58DA_000172_000182
ensemble_fail,category_loo_ensemble_fail_rate,0.1,6,0,2,0.0,0.0,0.1,1YemrpNBpf4_000001_000011;21T1JDdJgsM_000047_000057;3su234u58DA_000172_000182;F-mRnL_XmJU_000000_000010;ShSSAEfnyDs_000000_000010;Z5w-wkrjHuw_000345_000355
ensemble_fail,category_loo_ensemble_fail_rate,0.2,12,0,2,0.0,0.0,0.2,1YemrpNBpf4_000001_000011;21T1JDdJgsM_000047_000057;3su234u58DA_000172_000182;F-mRnL_XmJU_000000_000010;ShSSAEfnyDs_000000_000010;Z5w-wkrjHuw_000345_000355;eb-ufaFcUas_000008_000018;g8Idd47kGqo_000037_000047;j4CKRgv3jUg_000000_000010;0m0-Q0zz_-c_000112_000122;1-jIze6gy0g_000026_000036;1kLhK8KfIEw_000020_000030
ensemble_fail,category_loo_ensemble_fail_rate,0.3,18,0,2,0.0,0.0,0.3,1YemrpNBpf4_000001_000011;21T1JDdJgsM_000047_000057;3su234u58DA_000172_000182;F-mRnL_XmJU_000000_000010;ShSSAEfnyDs_000000_000010;Z5w-wkrjHuw_000345_000355;eb-ufaFcUas_000008_000018;g8Idd47kGqo_000037_000047;j4CKRgv3jUg_000000_000010;0m0-Q0zz_-c_000112_000122;1-jIze6gy0g_000026_000036;1kLhK8KfIEw_000020_000030;3ufJNSez5Is_000008_000018;8vkNr_eysXY_000002_000012;A0e7Z55s8pE_000008_000018;Ccgwurislg8_000082_000092;D297atE3gag_000203_000213;N-LZPc27kjM_000229_000239
ensemble_fail,transcript_word_count,0.05,3,0,2,0.0,0.0,0.05,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010
ensemble_fail,transcript_word_count,0.1,6,0,2,0.0,0.0,0.1,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015
ensemble_fail,transcript_word_count,0.2,12,0,2,0.0,0.0,0.2,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015;Z5w-wkrjHuw_000345_000355;zTJ0Zbv1jBo_000045_000055;0m0-Q0zz_-c_000112_000122;1YemrpNBpf4_000001_000011;BcW6Y7eufQE_000239_000249;v2Hr1CH-yb0_000076_000086
ensemble_fail,transcript_word_count,0.3,18,1,2,0.5,0.05555555555555555,0.3,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015;Z5w-wkrjHuw_000345_000355;zTJ0Zbv1jBo_000045_000055;0m0-Q0zz_-c_000112_000122;1YemrpNBpf4_000001_000011;BcW6Y7eufQE_000239_000249;v2Hr1CH-yb0_000076_000086;9fuIpQgnNEQ_000049_000059;3su234u58DA_000172_000182;S-C86j0keqc_000217_000227;_TKzyWZHjm8_000002_000012;d7_SY48r__8_000060_000070;wbOD_G3ttgU_000083_000093
ensemble_fail,transcript_words_per_sec,0.05,3,0,2,0.0,0.0,0.05,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010
ensemble_fail,transcript_words_per_sec,0.1,6,0,2,0.0,0.0,0.1,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015
ensemble_fail,transcript_words_per_sec,0.2,12,0,2,0.0,0.0,0.2,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015;Z5w-wkrjHuw_000345_000355;zTJ0Zbv1jBo_000045_000055;0m0-Q0zz_-c_000112_000122;1YemrpNBpf4_000001_000011;BcW6Y7eufQE_000239_000249;v2Hr1CH-yb0_000076_000086
ensemble_fail,transcript_words_per_sec,0.3,18,1,2,0.5,0.05555555555555555,0.3,9eBhetL8n5Q_000222_000232;dlBeUWrse3I_000019_000029;iGmGQxox43I_000000_000010;D297atE3gag_000203_000213;xW6hpK-DBMY_000080_000090;gFBO3zrod9Y_000005_000015;Z5w-wkrjHuw_000345_000355;zTJ0Zbv1jBo_000045_000055;0m0-Q0zz_-c_000112_000122;1YemrpNBpf4_000001_000011;BcW6Y7eufQE_000239_000249;v2Hr1CH-yb0_000076_000086;9fuIpQgnNEQ_000049_000059;3su234u58DA_000172_000182;S-C86j0keqc_000217_000227;_TKzyWZHjm8_000002_000012;d7_SY48r__8_000060_000070;wbOD_G3ttgU_000083_000093
ensemble_fail,transcript_sound_cue_count,0.05,3,0,2,0.0,0.0,0.05,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036
ensemble_fail,transcript_sound_cue_count,0.1,6,0,2,0.0,0.0,0.1,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030
ensemble_fail,transcript_sound_cue_count,0.2,12,0,2,0.0,0.0,0.2,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030;21T1JDdJgsM_000047_000057;2kJxrcNRS9w_000047_000057;3su234u58DA_000172_000182;3ufJNSez5Is_000008_000018;750QhTe9Z4U_000000_000010;8vkNr_eysXY_000002_000012
ensemble_fail,transcript_sound_cue_count,0.3,18,0,2,0.0,0.0,0.3,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030;21T1JDdJgsM_000047_000057;2kJxrcNRS9w_000047_000057;3su234u58DA_000172_000182;3ufJNSez5Is_000008_000018;750QhTe9Z4U_000000_000010;8vkNr_eysXY_000002_000012;9eBhetL8n5Q_000222_000232;9fuIpQgnNEQ_000049_000059;A0e7Z55s8pE_000008_000018;AEkLDauJVi0_000069_000079;BHxn3qfPAl4_000018_000028;BcW6Y7eufQE_000239_000249
ensemble_fail,tier3_word_count,0.05,3,0,2,0.0,0.0,0.05,Bss3WwpDdS8_000041_000051;3su234u58DA_000172_000182;bgt29znHCzs_000343_000353
ensemble_fail,tier3_word_count,0.1,6,0,2,0.0,0.0,0.1,Bss3WwpDdS8_000041_000051;3su234u58DA_000172_000182;bgt29znHCzs_000343_000353;9eBhetL8n5Q_000222_000232;D297atE3gag_000203_000213;_TKzyWZHjm8_000002_000012
ensemble_fail,tier3_word_count,0.2,12,0,2,0.0,0.0,0.2,Bss3WwpDdS8_000041_000051;3su234u58DA_000172_000182;bgt29znHCzs_000343_000353;9eBhetL8n5Q_000222_000232;D297atE3gag_000203_000213;_TKzyWZHjm8_000002_000012;1HUWWCLza0w_000000_000010;iZP6gjlr_nM_000113_000123;dlBeUWrse3I_000019_000029;yBO8rAMeqjc_000007_000017;1-jIze6gy0g_000026_000036;Xdz1cxEjLYc_000007_000017
ensemble_fail,tier3_word_count,0.3,18,0,2,0.0,0.0,0.3,Bss3WwpDdS8_000041_000051;3su234u58DA_000172_000182;bgt29znHCzs_000343_000353;9eBhetL8n5Q_000222_000232;D297atE3gag_000203_000213;_TKzyWZHjm8_000002_000012;1HUWWCLza0w_000000_000010;iZP6gjlr_nM_000113_000123;dlBeUWrse3I_000019_000029;yBO8rAMeqjc_000007_000017;1-jIze6gy0g_000026_000036;Xdz1cxEjLYc_000007_000017;v2Hr1CH-yb0_000076_000086;3ufJNSez5Is_000008_000018;N-LZPc27kjM_000229_000239;eb-ufaFcUas_000008_000018;HpRmj5ce32c_000001_000011;750QhTe9Z4U_000000_000010
ensemble_fail,duration_s,0.05,3,0,2,0.0,0.0,0.05,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036
ensemble_fail,duration_s,0.1,6,0,2,0.0,0.0,0.1,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030
ensemble_fail,duration_s,0.2,12,0,2,0.0,0.0,0.2,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030;21T1JDdJgsM_000047_000057;2kJxrcNRS9w_000047_000057;3su234u58DA_000172_000182;3ufJNSez5Is_000008_000018;750QhTe9Z4U_000000_000010;8vkNr_eysXY_000002_000012
ensemble_fail,duration_s,0.3,18,0,2,0.0,0.0,0.3,0m0-Q0zz_-c_000112_000122;0t0DB1B1w8Y_000000_000010;1-jIze6gy0g_000026_000036;1HUWWCLza0w_000000_000010;1YemrpNBpf4_000001_000011;1kLhK8KfIEw_000020_000030;21T1JDdJgsM_000047_000057;2kJxrcNRS9w_000047_000057;3su234u58DA_000172_000182;3ufJNSez5Is_000008_000018;750QhTe9Z4U_000000_000010;8vkNr_eysXY_000002_000012;9eBhetL8n5Q_000222_000232;9fuIpQgnNEQ_000049_000059;A0e7Z55s8pE_000008_000018;AEkLDauJVi0_000069_000079;BHxn3qfPAl4_000018_000028;BcW6Y7eufQE_000239_000249
clip_fail,mean_visual_gap,0.05,3,1,20,0.05,0.3333333333333333,0.05,GOH6fBhoi2o_000010_000020;EA3HCx0yTIY_000281_000291;zTJ0Zbv1jBo_000045_000055
clip_fail,mean_visual_gap,0.1,6,2,20,0.1,0.3333333333333333,0.1,GOH6fBhoi2o_000010_000020;EA3HCx0yTIY_000281_000291;zTJ0Zbv1jBo_000045_000055;HpRmj5ce32c_000001_000011;_TKzyWZHjm8_000002_000012;8vkNr_eysXY_000002_000012
